N	3gram	Propp_Isto_6	Myslijsy
1	по отношению к	2	13
2	в том что	5	13
3	не может быть	3	9
4	тем не менее	1	6
5	с другой стороны	8	5
6	но и в	2	4
7	в том смысле	1	4
8	и т д	8	4
9	мере того как	1	3
10	подобно тому как	1	3
11	по мере того	1	3
12	с тем что	1	3
13	с одной стороны	7	3
14	и в том	1	3
15	так и в	1	3
16	что и в	2	3
17	не только в	4	3
18	что иное как	1	2
19	только потому что	1	2
20	так как в	1	2
21	в таком случае	1	2
22	могут быть только	1	2
23	на этот вопрос	1	2
24	то и другое	1	2
25	между человеком и	1	2
26	для того чтобы	1	2
27	потому что мы	1	2
28	не что иное	1	2
29	в сравнении с	1	2
30	в них не	1	2
31	как и в	2	2
32	на том что	1	1
33	несмотря на все	1	1
34	сменяющие друг друга	1	1
35	другой стороны он	2	1
36	связь ее с	1	1
37	того что в	1	1
38	там где нет	1	1
39	но так как	3	1
40	но то что	1	1
41	того или другого	1	1
42	одной стороны и	1	1
43	и то и	1	1
44	в жизни народа	1	1
45	как кажется было	1	1
46	не потому что	1	1
47	только то что	2	1
48	до сих пор	4	1
49	что в нем	2	1
50	но это не	1	1
51	можно было бы	2	1
52	с этой точки	1	1
53	всяком случае не	1	1
54	в народе не	1	1
55	более или менее	1	1
56	можно заметить что	1	1
57	в этом месте	1	1
58	его связь с	1	1
59	так же как	1	1
60	от того что	1	1
61	выше мы видели	1	1
62	что у нас	1	1
63	на задний план	1	1
64	смысле этого слова	1	1
65	потому что оно	1	1
66	но при этом	1	1
67	друг на друга	1	1
68	что в одном	1	1
69	нет письменности и	1	1
70	что они были	1	1
71	если они не	1	1
72	во всяком случае	2	1
73	мы видели что	3	1
74	между этими двумя	1	1
75	в общих чертах	1	1
76	тем что в	1	1
77	таким образом мы	1	1
78	том смысле что	1	1
79	в то время	3	1
80	это значит что	1	1
81	после того как	2	1
82	и тем самым	1	1
83	о том что	4	1
84	этой точки зрения	1	1
85	и тем более	1	1
86	и не могло	1	1
87	не менее в	1	1
88	но все же	2	1
89	с этой стороны	1	1
90	как мы видим	1	1
91	на то что	1	1
92	и это служит	1	1
93	таким образом в	1	1
94	в так называемых	1	1
95	помнить что в	1	1
96	лицом к лицу	1	1
97	точно так же	2	1
98	т д в	1	1
99	в более или	1	1
100	как мы видели	2	1
101	ключ к тому	1	1
