N	3gram	Propp_Russ_1	StatiiOP
1	и т д	9	21
2	в том что	15	17
3	о том что	4	11
4	и т п	1	9
5	с точки зрения	3	8
6	можно было бы	1	8
7	в этом отношении	1	7
8	на самом деле	1	6
9	в данном случае	1	6
10	во всяком случае	1	6
11	не только в	1	4
12	так например в	1	4
13	что и в	1	4
14	на то что	1	4
15	том что в	6	3
16	сказать что в	1	3
17	по отношению к	1	3
18	по меньшей мере	1	3
19	так же как	1	3
20	и в этом	1	3
21	т е с	1	3
22	это не значит	2	3
23	ничего общего с	1	3
24	и в и	1	3
25	но все же	2	3
26	не значит что	2	3
27	что в и	1	3
28	в области изучения	2	2
29	так как в	1	2
30	зрения в и	1	2
31	во многих случаях	2	2
32	т д и	1	2
33	в этом случае	5	2
34	и в том	1	2
35	тому что в	1	2
36	может быть и	2	2
37	а иногда и	3	2
38	говорит о том	1	2
39	в то время	1	2
40	имеет ничего общего	1	2
41	до недавнего времени	1	2
42	т е в	1	2
43	не имеет ничего	1	2
44	он должен был	1	2
45	вопрос о том	1	2
46	по этому поводу	2	2
47	тем не менее	3	2
48	как и в	1	2
49	по его словам	1	1
50	потому что он	1	1
51	в одном из	1	1
52	т е тот	1	1
53	объясняется тем что	1	1
54	в настоящее время	3	1
55	дело не только	1	1
56	же как и	1	1
57	в советское время	2	1
58	ни одно из	2	1
59	и что от	1	1
60	прав в и	1	1
61	того что говорилось	1	1
62	судя по всему	1	1
63	том что эти	1	1
64	еще не означает	1	1
65	точно так же	1	1
66	на этот вопрос	1	1
67	этот вопрос можно	1	1
68	о том кто	1	1
69	некоторые из них	1	1
70	и в других	4	1
71	в это время	2	1
72	для нас особенно	1	1
73	из этих строк	1	1
74	так что они	1	1
75	как будто бы	1	1
76	сомнений в том	1	1
77	во всех этих	1	1
78	в какой степени	2	1
79	всяком случае не	1	1
80	потому что она	1	1
81	и те из	1	1
82	такое же значение	1	1
83	в целом ряде	1	1
84	в тех местах	3	1
85	что от этого	1	1
86	этого вопроса в	1	1
87	из них непосредственно	1	1
88	в россии в	1	1
89	и некоторые другие	2	1
90	в одно целое	1	1
91	в москве при	1	1
92	же значение как	1	1
93	после того как	2	1
94	но это не	2	1
95	к тому что	4	1
96	том что этот	2	1
97	в г д	1	1
98	так как по	1	1
99	во многих отношениях	1	1
100	и могут быть	1	1
101	а в тех	1	1
102	быть не может	1	1
