N	2gram	Voloshinov_1	StatiiOP
1	и в	16	44
2	в том	3	36
3	что в	3	30
4	том что	3	29
5	в этом	9	21
6	вовсе не	1	19
7	не только	7	18
8	то что	3	18
9	было бы	2	17
10	о том	2	17
11	а в	3	17
12	а не	1	16
13	и не	4	16
14	может быть	17	15
15	в области	3	14
16	в данном	1	14
17	можно было	1	13
18	самом деле	6	11
19	в этой	4	11
20	того чтобы	1	11
21	у нас	1	11
22	точки зрения	8	11
23	но в	4	10
24	для того	1	10
25	что он	2	10
26	только в	4	10
27	но и	4	10
28	как и	2	9
29	так и	4	9
30	если бы	1	9
31	в его	4	9
32	с другой	1	9
33	во всех	3	8
34	все же	1	8
35	но ведь	2	8
36	с точки	6	8
37	и его	8	8
38	не может	8	8
39	я не	1	7
40	что они	1	7
41	в самом	2	7
42	таким образом	9	7
43	для нас	2	7
44	и об	1	7
45	этом отношении	1	7
46	до сих	3	7
47	прежде всего	9	7
48	сих пор	3	7
49	сказать что	7	7
50	по поводу	1	7
51	на самом	4	6
52	со стороны	1	6
53	из этих	2	6
54	в своей	2	6
55	данном случае	1	6
56	что и	2	6
57	всяком случае	3	6
58	для него	6	6
59	дело в	1	6
60	что же	1	6
61	но это	2	6
62	хотя бы	4	6
63	во всяком	3	6
64	и то	1	5
65	то же	2	5
66	той же	1	5
67	все эти	5	5
68	в нем	4	5
69	и по	2	5
70	не менее	2	5
71	никогда не	2	5
72	могут быть	3	5
73	так как	4	5
74	и даже	4	5
75	что мы	2	5
76	все это	4	5
77	совершенно не	8	5
78	жизни и	3	5
79	так же	2	5
80	как это	3	4
81	это и	1	4
82	вопрос о	1	4
83	столь же	1	4
84	что это	2	4
85	что она	1	4
86	но если	1	4
87	времени не	1	4
88	можно ли	1	4
89	не имеет	1	4
90	на вопрос	1	4
91	и что	1	4
92	в качестве	1	4
93	же и	1	4
94	как раз	1	4
95	даже не	3	4
96	в частности	2	4
97	как бы	5	4
98	еще более	1	4
99	это в	1	4
100	же как	2	3
101	того же	2	3
102	конечно и	1	3
103	в ней	1	3
104	еще не	5	3
105	он был	1	3
106	в чем	5	3
107	но не	1	3
108	к сожалению	1	3
109	общего с	1	3
110	с этим	2	3
111	не являются	1	3
112	это просто	1	3
113	точку зрения	1	3
114	во многих	1	3
115	связанные с	2	3
116	в другом	1	3
117	и с	8	3
118	лишь в	1	3
119	кажется что	2	3
120	ни в	5	3
121	что не	2	3
122	во время	3	3
123	в конце	1	3
124	а на	2	3
125	в основе	3	3
126	этих двух	1	3
127	а во	1	3
128	очень мало	1	3
129	в каком	2	3
130	должны быть	1	3
131	что оно	2	3
132	в применении	1	3
133	и вообще	2	3
134	внимание на	1	3
135	его жизни	1	3
136	нужно искать	1	3
137	и только	9	3
138	и так	2	3
139	по мнению	1	3
140	с одной	1	3
141	в начале	2	3
142	без всякой	1	3
143	а с	1	3
144	что для	1	3
145	говорит о	1	3
146	на этот	1	3
147	применении к	1	3
148	с этой	2	3
149	и для	2	3
150	не существует	2	3
151	ничего общего	1	3
152	отношения к	3	2
153	по его	1	2
154	мы имеем	1	2
155	мы не	2	2
156	в сущности	1	2
157	из того	1	2
158	совсем не	2	2
159	отношение к	5	2
160	иногда и	1	2
161	за пределы	2	2
162	в м	1	2
163	есть в	2	2
164	от этого	1	2
165	ни один	1	2
166	вообще не	2	2
167	при этом	6	2
168	но именно	1	2
169	он не	2	2
170	свое время	1	2
171	его в	4	2
172	в свой	1	2
173	не всегда	1	2
174	никаких оснований	3	2
175	что до	1	2
176	которые в	1	2
177	их в	3	2
178	наших глазах	1	2
179	а иногда	1	2
180	она не	1	2
181	говорить о	2	2
182	случае не	1	2
183	вытекает из	1	2
184	ничего не	1	2
185	имеем дело	1	2
186	в сознании	1	2
187	что на	2	2
188	и такие	1	2
189	что при	1	2
190	и это	6	2
191	без всякого	1	2
192	говорит об	1	2
193	и сам	1	2
194	каждого из	1	2
195	которая была	1	2
196	в эпоху	1	2
197	его времени	1	2
198	для этого	2	2
199	и все	4	2
200	а потому	4	2
201	никаких сомнений	1	2
202	отметить что	1	2
203	крайней мере	3	2
204	и можно	1	2
205	к нему	1	2
206	что здесь	1	2
207	достаточно для	1	2
208	со всеми	2	2
209	оказывается в	1	2
210	конечно не	6	2
211	уже в	1	2
212	а то	1	2
213	у него	2	2
214	даже и	1	2
215	представляет собою	1	2
216	одной стороны	1	2
217	по крайней	3	2
218	нет никаких	2	2
219	и потому	3	2
220	многих случаях	1	2
221	и их	4	2
222	том смысле	1	2
223	в свое	2	2
224	с историей	2	2
225	точно и	1	2
226	при таком	1	2
227	которой можно	1	2
228	в этих	3	2
229	хотя в	1	2
230	несмотря на	1	2
231	дело с	1	2
232	не знает	2	2
233	всех трех	1	2
234	в своих	1	2
235	можно назвать	2	2
236	даже более	1	1
237	если б	3	1
238	как известно	1	1
239	словами и	1	1
240	и есть	3	1
241	почти не	2	1
242	на две	3	1
243	что эти	1	1
244	едва ли	3	1
245	и этот	2	1
246	и могут	1	1
247	его не	1	1
248	полагает что	1	1
249	очень широко	1	1
250	к нашей	1	1
251	из сказанного	2	1
252	так чтобы	1	1
253	почти исключительно	1	1
254	как я	1	1
255	но даже	1	1
256	большого материала	1	1
257	зависимости от	1	1
258	и самого	1	1
259	же нужно	1	1
260	и на	4	1
261	на них	2	1
262	между собой	2	1
263	бы то	1	1
264	с его	7	1
265	оно совершенно	1	1
266	отказ от	1	1
267	но как	2	1
268	только при	1	1
269	тех же	3	1
270	нет и	2	1
271	в свои	1	1
272	и таким	2	1
273	мы снова	1	1
274	это самое	1	1
275	хотя и	1	1
276	что по	1	1
277	и к	6	1
278	самое важное	1	1
279	лежит на	1	1
280	а во-вторых	1	1
281	в нашем	1	1
282	или во	1	1
283	не оставляет	1	1
284	то я	1	1
285	право на	1	1
286	с их	3	1
287	значение так	1	1
288	как он	1	1
289	начинается трагедия	1	1
290	всей его	1	1
291	время и	1	1
292	с принципом	1	1
293	которые стали	1	1
294	в корне	1	1
295	и вот	3	1
296	нашего времени	2	1
297	объяснения всех	1	1
298	и исключительно	2	1
299	приходим к	1	1
300	без исключения	1	1
301	для всей	1	1
302	что никакого	1	1
303	слов о	1	1
304	на все	1	1
305	где оно	1	1
306	давая себе	1	1
307	входит в	1	1
308	это было	1	1
309	на протяжении	2	1
310	мы на	1	1
311	нечего и	2	1
312	по всему	2	1
313	для них	1	1
314	он является	1	1
315	в них	2	1
316	были в	1	1
317	с тем	1	1
318	всю жизнь	2	1
319	в развитии	2	1
320	очень важный	1	1
321	действительно не	1	1
322	значение как	1	1
323	в один	4	1
324	и другом	1	1
325	от своего	1	1
326	что такое	5	1
327	не интересует	1	1
328	это только	1	1
329	его современников	1	1
330	что я	1	1
331	значение для	1	1
332	который всегда	1	1
333	иным как	1	1
334	что было	1	1
335	на другую	1	1
336	однако в	1	1
337	быть не	1	1
338	которой является	1	1
339	так называемого	1	1
340	же мы	1	1
341	я убежден	1	1
342	всех их	1	1
343	потому не	1	1
344	на работу	1	1
345	тогда когда	1	1
346	одна из	1	1
347	в науке	2	1
348	и притом	3	1
349	к этим	1	1
350	чем не	3	1
351	работы но	1	1
352	наука и	1	1
353	на язык	3	1
354	в разных	1	1
355	только и	2	1
356	ко дню	1	1
357	и лишь	2	1
358	они являются	1	1
359	таким путем	2	1
360	того в	1	1
