N	3gram	Bakhtin_Pr_1	Russkaja
1	друг с другом	3	14
2	то же время	7	10
3	в то же	7	10
4	с точки зрения	15	9
5	в том что	7	7
6	на самом деле	3	6
7	во всяком случае	3	6
8	для того чтобы	2	6
9	до сих пор	2	5
10	бы то ни	3	4
11	не может быть	3	4
12	то ни стало	1	3
13	во что бы	1	3
14	в лучшем случае	2	3
15	можно было бы	3	3
16	и не может	2	3
17	и то что	1	3
18	что бы то	1	3
19	при том условии	1	3
20	в данном случае	2	3
21	в конце концов	4	3
22	может быть признан	1	3
23	а следовательно и	1	2
24	точно так же	1	2
25	в том и	1	2
26	в себе и	1	2
27	не только к	1	2
28	и во всяком	1	2
29	того или иного	1	2
30	о том что	2	2
31	ни одна из	1	2
32	в большинстве случаев	2	2
33	к тому что	1	2
34	она не может	1	2
35	второстепенную роль и	1	1
36	то есть не	2	1
37	дело в том	1	1
38	каждая из них	1	1
39	по отношению к	11	1
40	в самом деле	2	1
41	то же самое	1	1
42	может быть назван	1	1
43	он не может	1	1
44	и не только	1	1
45	но для нас	1	1
46	данном случае и	1	1
47	до известной степени	1	1
48	и вот в	1	1
49	здесь мы подходим	1	1
50	не могло бы	1	1
51	только то что	2	1
52	в этом отношении	5	1
53	перед нами не	1	1
54	на этот вопрос	1	1
55	приходится признать что	1	1
56	в противном случае	1	1
57	с другом в	1	1
58	по крайней мере	2	1
59	то и другое	1	1
60	есть то что	1	1
61	и в частности	1	1
62	в значительной степени	1	1
63	и что в	1	1
64	в основе его	1	1
65	в том чтобы	1	1
66	но в то	2	1
67	тем что он	1	1
68	то ни было	2	1
69	в некоторых из	1	1
70	смысле этого слова	1	1
71	и в этом	3	1
72	во всех этих	1	1
73	прежде всего необходимо	1	1
74	и как бы	1	1
75	идет не об	3	1
76	всяком случае не	1	1
77	по этому пути	1	1
78	по себе еще	2	1
79	только с точки	1	1
80	друг к другу	1	1
81	мы подходим к	1	1
82	в полной мере	1	1
83	в его целом	5	1
84	так же как	1	1
85	что он есть	2	1
86	а в том	1	1
87	что оно есть	1	1
88	то что для	1	1
89	заключается в том	2	1
90	его жизни и	1	1
91	тех или иных	1	1
92	это и есть	3	1
93	и видеть в	1	1
94	с самого начала	2	1
95	но все же	1	1
96	тем более что	1	1
97	о себе самом	6	1
98	явление в области	1	1
99	но на самом	1	1
100	в своем стремлении	1	1
101	на первый взгляд	1	1
102	себе еще не	2	1
103	и только в	1	1
