N	2gram	Vygotskiy__7	Hudozhes
1	в качестве	5	19
2	состоит в	3	16
3	и не	18	16
4	не только	24	15
5	и в	26	15
6	в том	18	15
7	может быть	7	13
8	в частности	1	13
9	при этом	1	12
10	и его	12	12
11	а в	2	12
12	но не	3	11
13	в этом	29	11
14	в себе	9	11
15	то же	8	10
16	по отношению	6	10
17	представляет собой	19	10
18	как бы	6	10
19	так и	3	10
20	а не	6	10
21	отношению к	5	10
22	но и	11	10
23	точки зрения	28	9
24	в его	4	9
25	отличие от	2	7
26	но в	4	7
27	внутренней речи	67	7
28	в отличие	2	7
29	в то	3	7
30	или иной	1	7
31	с другой	4	7
32	отношение к	2	6
33	том что	17	6
34	не в	4	6
35	в основе	3	6
36	по своей	10	6
37	в ее	6	6
38	приводит к	4	6
39	не может	11	6
40	что в	12	6
41	в их	2	5
42	в самом	9	5
43	то что	24	5
44	ни в	2	5
45	тем самым	8	5
46	могут быть	2	5
47	той или	1	5
48	с ее	2	5
49	по сути	1	5
50	можно сказать	5	5
51	того что	14	5
52	только в	8	5
53	между ними	3	5
54	другой стороны	1	5
55	в нем	2	5
56	отношения к	2	4
57	и то	7	4
58	мы имеем	1	4
59	место в	1	4
60	говорить о	1	4
61	еще не	4	4
62	а только	1	4
63	как к	3	4
64	хотя и	1	4
65	и как	1	4
66	он не	3	4
67	в другом	1	4
68	самим собой	2	4
69	и тем	6	4
70	в слове	11	4
71	в этих	2	4
72	в ходе	12	4
73	в своей	3	4
74	и т.д	1	4
75	входит в	2	4
76	между тем	1	4
77	в форме	1	4
78	для него	3	4
79	к которому	1	4
80	прежде всего	7	4
81	как это	5	4
82	например в	1	4
83	к тому	7	4
84	по пути	1	4
85	сказать что	8	4
86	речи и	30	4
87	того же	1	3
88	на деле	2	3
89	всех и	1	3
90	и ее	2	3
91	в целом	5	3
92	в виду	5	3
93	как правило	1	3
94	конечном счете	2	3
95	как говорит	5	3
96	в акте	1	3
97	и к	7	3
98	в которой	11	3
99	одно и	3	3
100	лишь в	2	3
101	его в	2	3
102	это не	3	3
103	этом смысле	1	3
104	к области	1	3
105	как и	15	3
106	иначе говоря	1	3
107	с точки	21	3
108	но он	2	3
109	тем не	3	3
110	их в	1	3
111	в отношении	2	3
112	не менее	4	3
113	в структуре	1	3
114	как раз	3	3
115	потому что	16	3
116	имеет место	4	3
117	мог бы	3	3
118	к его	2	3
119	если бы	5	3
120	и внешней	1	3
121	и что	6	3
122	в конечном	2	3
123	что он	8	3
124	к нему	3	3
125	во втором	3	3
126	во всей	2	3
127	человека с	1	3
128	в области	4	3
129	была бы	1	3
130	по своему	9	3
131	о чем	4	3
132	в данном	5	3
133	в той	4	3
134	и для	5	3
135	таким образом	23	3
136	в свою	2	3
137	и состоит	3	3
138	в таком	1	3
139	и это	1	2
140	это и	4	2
141	идет о	2	2
142	между двумя	3	2
143	к другому	3	2
144	и больше	2	2
145	знания о	1	2
146	речевой деятельности	6	2
147	совпадает с	3	2
148	но она	1	2
149	я не	3	2
150	этого термина	2	2
151	в чем	3	2
152	чем это	5	2
153	но как	1	2
154	за пределы	1	2
155	в отсутствие	1	2
156	сама по	1	2
157	еще один	1	2
158	данный момент	1	2
159	в своем	1	2
160	говорит что	2	2
161	в себя	1	2
162	все эти	6	2
163	в нашем	4	2
164	бы не	1	2
165	всей своей	1	2
166	в этой	3	2
167	с их	1	2
168	но на	1	2
169	вследствие этого	1	2
170	не как	1	2
171	в силу	5	2
172	силу своей	1	2
173	наших глазах	3	2
174	на этом	1	2
175	об этом	3	2
176	времени и	1	2
177	по себе	3	2
178	в них	1	2
179	несмотря на	2	2
180	с другими	3	2
181	втором случае	3	2
182	том и	3	2
183	вовсе не	2	2
184	даже в	2	2
185	тому что	9	2
186	дело не	1	2
187	одна из	1	2
188	двоякого рода	1	2
189	не могло	1	2
190	и соответственно	1	2
191	имеем дело	1	2
192	слова как	5	2
193	этих двух	2	2
194	внутренней и	2	2
195	не является	3	2
196	без остатка	1	2
197	числе и	1	2
198	для себя	24	2
199	и о	3	2
200	того чтобы	19	2
201	свою очередь	2	2
202	здесь не	1	2
203	анна каренина	1	2
204	или в	2	2
205	о том	4	2
206	к действительности	2	2
207	другого в	1	2
208	именно в	6	2
209	во внутренней	2	2
210	а именно	1	2
211	в литературе	1	2
212	может оказаться	1	2
213	ни к	1	2
214	с одной	5	2
215	есть в	3	2
216	слова не	1	2
217	одно из	5	2
218	никто не	2	2
219	слова в	5	2
220	в одном	1	2
221	для меня	1	2
222	у него	1	2
223	случае не	2	2
224	для того	18	2
225	процесс превращения	1	2
226	между которыми	2	2
227	а с	1	2
228	себя и	2	2
229	одной стороны	5	2
230	мы легко	1	2
231	в сторону	1	2
232	так же	14	2
233	и особенно	1	2
234	и потому	3	2
235	как в	4	2
236	сути дела	2	2
237	из которых	2	2
238	и по	3	2
239	при условии	1	2
240	о его	3	2
241	во всех	6	2
242	с ним	3	2
243	в равной	1	2
244	отношении к	1	2
245	к внутреннему	1	2
246	одной из	4	2
247	из этого	2	2
248	только о	2	2
249	том числе	1	2
250	форм деятельности	1	1
251	также и	2	1
252	же как	8	1
253	самой себе	1	1
254	начинается с	1	1
255	переходит к	4	1
256	их сознания	1	1
257	бы для	1	1
258	и есть	2	1
259	то в	2	1
260	отношения между	4	1
261	можно говорить	2	1
262	вещей в	1	1
263	едва ли	4	1
264	действительности и	1	1
265	в зависимости	1	1
266	которыми он	1	1
267	той же	8	1
268	есть не	3	1
269	деятельностью а	1	1
270	смысле можно	2	1
271	речевого высказывания	1	1
272	и средствах	1	1
