N	2gram	Vygotskiy__5	VeschiIm
1	не есть	4	49
2	не может	9	33
3	не только	16	31
4	может быть	11	29
5	и не	6	28
6	и в	30	26
7	то что	37	24
8	и есть	5	23
9	это значит	2	22
10	и т	7	21
11	т д	3	20
12	а не	8	20
13	не просто	1	18
14	есть только	2	17
15	и следовательно	2	15
16	в смысле	1	15
17	что она	6	14
18	только в	5	14
19	по себе	7	13
20	и что	23	13
21	того что	8	13
22	и то	9	12
23	есть не	4	12
24	все же	7	12
25	в себя	2	12
26	что это	8	12
27	было бы	5	12
28	и ее	1	12
29	но и	6	12
30	сказать что	9	12
31	таким образом	20	11
32	что же	1	11
33	то же	7	10
34	есть нечто	3	10
35	в ней	4	10
36	как бы	19	10
37	что такое	1	10
38	потому что	23	10
39	уже не	1	10
40	что мы	11	10
41	в самом	14	9
42	и с	2	9
43	в том	27	9
44	что не	1	9
45	еще и	1	9
46	прежде всего	4	9
47	что иное	2	8
48	с ее	1	8
49	иное как	2	8
50	в себе	5	8
51	на то	17	8
52	и это	8	8
53	ничего не	2	8
54	себя и	2	8
55	но это	1	8
56	не что	2	8
57	в этом	14	7
58	том что	21	7
59	в то	2	7
60	со своим	2	7
61	что оно	6	7
62	указывает на	4	7
63	себя в	1	7
64	и их	1	7
65	так как	9	7
66	как раз	13	7
67	совершенно не	6	7
68	со стороны	3	6
69	что они	5	6
70	и как	7	6
71	но в	5	6
72	это есть	3	6
73	одно и	3	6
74	точки зрения	7	6
75	по крайней	1	6
76	необходимо чтобы	1	6
77	она не	1	6
78	отличается от	2	6
79	можно было	3	6
80	ясно что	6	6
81	должно быть	2	6
82	и только	3	6
83	крайней мере	1	6
84	так что	3	6
85	если мы	16	6
86	для него	3	6
87	но что	1	6
88	относится к	1	6
89	когда мы	6	6
90	в результате	4	6
91	жизни и	6	6
92	что в	24	6
93	того же	2	5
94	это и	2	5
95	и до	2	5
96	в сущности	12	5
97	в чем	1	5
98	но не	7	5
99	с самой	1	5
100	есть просто	1	5
101	как к	1	5
102	должна быть	2	5
103	что тут	1	5
104	и достаточно	1	5
105	это не	3	5
106	с тем	8	5
107	не в	8	5
108	есть всегда	1	5
109	в отношении	2	5
110	не менее	1	5
111	одна из	3	5
112	у нас	4	5
113	свою очередь	1	5
114	в ее	3	5
115	должны быть	1	5
116	если бы	11	5
117	для этого	9	5
118	другими словами	1	5
119	себя с	1	5
120	еще не	5	5
121	звук и	1	5
122	что для	1	5
123	ни на	1	5
124	с этой	2	5
125	и для	6	5
126	а в	4	5
127	в свою	3	5
128	собственном смысле	1	4
129	мы не	3	4
130	смысл ее	1	4
131	то это	4	4
132	в их	3	4
133	во всех	2	4
134	как таковая	1	4
135	точка зрения	1	4
136	нет и	1	4
137	его на	2	4
