N	2gram	Vinokur_St_1	Problemy
1	и в	44	35
2	как бы	4	31
3	и не	16	27
4	что он	10	24
5	в его	9	21
6	но в	10	19
7	как и	9	18
8	не может	8	18
9	в нем	5	16
10	то есть	2	16
11	то же	5	15
12	и все	2	15
13	в сущности	2	14
14	в этом	21	14
15	и его	8	14
16	для него	6	14
17	может быть	15	14
18	но и	10	14
19	все это	5	14
20	он не	2	13
21	что я	1	13
22	к нему	2	13
23	с другим	1	13
24	и с	3	12
25	в другом	3	12
26	прежде всего	7	12
27	и к	1	12
28	в то	9	11
29	самом деле	11	10
30	не только	18	10
31	не в	12	10
32	же время	4	10
33	то что	18	10
34	на самом	6	9
35	в отношении	9	9
36	ни одного	2	9
37	я не	7	8
38	все же	8	8
39	как мы	1	8
40	с самого	1	8
41	так и	9	8
42	и для	3	8
43	потому что	6	8
44	еще не	3	7
45	на них	1	7
46	с его	1	7
47	лишь в	3	7
48	там где	5	7
49	таким образом	7	7
50	для себя	3	7
51	и сам	2	7
52	в виде	3	7
53	вовсе не	19	7
54	так же	5	7
55	что же	6	7
56	себя самого	1	7
57	точки зрения	11	7
58	а в	17	7
59	отношении к	1	7
60	отношению к	3	7
61	и на	1	6
62	но не	3	6
63	по отношению	3	6
64	отношение к	2	6
65	что они	7	6
66	в самом	7	6
67	что у	4	6
68	в плане	1	6
69	в каждом	3	6
70	в слове	5	6
71	к тому	1	6
72	в одном	1	6
73	и что	4	6
74	только в	10	6
75	слова в	1	6
76	но это	6	6
77	не знает	2	6
78	что в	30	6
79	и то	5	5
80	с собою	1	5
81	как в	13	5
82	в себе	2	5
83	на протяжении	1	5
84	знает и	2	5
85	от себя	1	5
86	в конце	3	5
87	даже в	3	5
88	во время	3	5
89	на него	2	5
90	да и	3	5
91	и это	2	5
92	в глаза	1	5
93	в том	36	5
94	так что	6	5
95	и даже	5	5
96	к своему	1	5
97	как к	3	5
98	этого слова	2	5
99	самому и	1	5
100	ведь и	3	4
101	так чтобы	1	4
102	он в	1	4
103	в чем	3	4
104	нет и	1	4
105	же и	4	4
106	что это	4	4
107	но на	2	4
108	и вот	1	4
109	но все	4	4
110	я бы	2	4
111	его в	2	4
112	в них	1	4
113	в своей	6	4
114	в такой	2	4
115	но он	2	4
116	по себе	1	4
117	меня не	2	4
118	никогда не	5	4
119	и без	3	4
120	как раз	4	4
121	это слово	4	4
122	как будто	4	4
123	и делает	1	4
124	той или	1	4
125	не хочу	3	4
126	еще в	1	4
127	он говорил	1	4
128	все его	1	4
129	между тем	3	4
130	которым он	1	4
131	и так	3	4
132	и у	2	4
133	всяком случае	6	4
134	так как	5	4
135	не о	1	4
136	у него	2	4
137	тем что	5	4
138	или иной	1	4
139	с другой	9	4
140	что не	3	4
141	до конца	1	4
142	а не	16	4
