N	2gram	Berdyaev_M_2	FransuaR
1	и в	46	29
2	и не	18	16
3	в эпоху	1	15
4	в этой	7	13
5	и все	5	13
6	но в	10	12
7	как и	13	12
8	и на	3	11
9	в этом	20	11
10	так и	4	11
11	то же	5	10
12	не только	18	10
13	все эти	1	9
14	и с	3	9
15	его в	3	9
16	в конце	5	9
17	но и	15	9
18	и его	5	8
19	в его	5	8
20	прежде всего	12	8
21	как бы	8	8
22	в них	3	7
23	в том	3	7
24	так как	8	7
25	так же	6	7
26	в сущности	2	6
27	этот процесс	2	6
28	своего рода	1	6
29	но он	11	6
30	в атмосфере	2	6
31	это и	3	5
32	что это	6	5
33	в нем	22	5
34	в своей	5	5
35	до конца	4	5
36	это не	5	5
37	все они	1	5
38	у него	22	5
39	сказать что	3	5
40	во франции	1	5
41	того же	1	5
42	также и	4	4
43	связана с	7	4
44	на самом	1	4
45	и есть	8	4
46	в которой	2	4
47	с его	4	4
48	в нашем	7	4
49	конце концов	1	4
50	в образе	3	4
51	которую он	1	4
52	точки зрения	2	4
53	но они	1	4
54	в плане	1	4
55	жизнь и	4	4
56	что он	7	4
57	тем что	3	4
58	с другой	1	4
59	по своему	1	4
60	но это	8	4
61	все это	1	4
62	один из	5	4
63	мира и	1	4
64	то что	5	4
65	есть и	3	4
66	жизни и	6	4
67	по преимуществу	5	3
68	и за	2	3
69	той же	3	3
70	и здесь	6	3
71	в ней	11	3
72	в чем	3	3
73	как к	2	3
74	в своем	8	3
75	и как	1	3
76	то в	2	3
77	в себе	10	3
78	церкви и	1	3
79	он не	10	3
80	и вот	5	3
81	и сам	1	3
82	для того	5	3
83	подобно тому	2	3
84	том что	4	3
85	вернемся к	1	3
86	того чтобы	4	3
87	вот это	1	3
88	в разных	2	3
89	по своей	3	3
90	они были	3	3
91	в ее	1	3
92	роль в	1	3
93	что у	4	3
94	начала и	1	3
95	все остальные	1	3
96	к нему	2	3
97	старого мира	1	3
98	все время	2	3
99	того что	6	3
100	же и	2	3
101	и они	1	3
102	и других	2	3
103	не случайно	2	3
104	средних веков	1	3
105	превращается в	2	3
106	на эту	1	3
107	тому как	2	3
108	в пределе	2	3
109	у них	4	3
110	ну и	1	3
111	мы видим	2	3
112	тот же	2	3
113	были и	1	3
114	и то	1	2
115	перед лицом	1	2
116	все те	1	2
117	с таким	2	2
118	он был	9	2
119	на них	1	2
120	на их	1	2
121	если в	1	2
122	универсализм и	1	2
123	что они	3	2
124	раскрывает нам	3	2
125	как в	7	2
126	это был	1	2
127	хотя и	2	2
128	и к	7	2
129	и этим	2	2
130	бы не	2	2
131	раз в	1	2
132	и тот	2	2
133	как он	3	2
134	на его	2	2
135	после этого	1	2
136	на этом	2	2
137	может быть	21	2
138	он знал	1	2
139	этом он	2	2
140	в жизни	4	2
141	ни в	3	2
142	не мог	3	2
143	в этих	2	2
144	бы на	1	2
145	в котором	1	2
146	с точки	1	2
147	место в	2	2
148	большую роль	1	2
149	мир и	2	2
150	их в	1	2
151	принадлежат к	3	2
152	но она	2	2
153	никогда не	18	2
154	учения о	1	2
155	связи с	2	2
156	исторического процесса	1	2
157	уже и	1	2
158	как будто	2	2
159	к тому	5	2
160	о том	3	2
161	и это	5	2
162	большое место	1	2
163	же не	1	2
164	было в	3	2
165	сам он	2	2
166	во второй	1	2
167	о природе	1	2
168	в которые	2	2
169	образов у	1	2
170	быть может	2	2
171	с ним	3	2
172	а также	1	2
173	земной жизни	4	2
174	все в	1	2
175	также в	1	2
176	мы увидим	2	2
177	то он	2	2
178	себя в	4	2
179	есть в	3	2
180	уже не	4	2
181	и у	1	2
182	уже в	2	2
183	его и	1	2
184	мир в	1	2
185	в новом	1	2
186	друг друга	12	2
187	к которому	3	2
188	они не	4	2
189	власти и	1	2
190	он становится	1	2
191	разных местах	1	2
192	может все	1	2
193	это один	1	2
194	о чем	1	2
195	в той	1	2
196	в словах	1	2
197	да и	2	2
198	и для	7	2
199	которых он	1	2
200	формы и	1	2
201	в основе	2	2
202	жизни в	3	2
203	его к	1	2
204	нет ничего	3	2
205	между ними	1	2
206	от всех	1	2
207	не может	15	2
208	но этот	2	2
209	из этого	1	2
210	но эти	1	2
211	как на	1	2
212	только в	3	2
213	в своих	3	2
214	и эта	2	2
215	это в	1	2
216	к этому	1	2
217	смысле слова	3	1
218	как все	1	1
219	отношения к	2	1
220	он также	2	1
221	же как	3	1
222	он считает	2	1
223	обращается в	1	1
224	людей на	1	1
225	границ и	1	1
226	свою жену	1	1
227	из самых	1	1
228	не хочет	1	1
229	нем нет	2	1
230	поэтому он	2	1
231	должна быть	1	1
232	в самом	5	1
233	таковы были	1	1
234	не была	1	1
235	человека и	7	1
236	принадлежит к	2	1
237	это отношение	1	1
238	по замыслу	1	1
239	жизни это	4	1
240	и он	11	1
241	момент в	3	1
242	были самыми	1	1
243	он сам	6	1
244	высшую ступень	1	1
245	во имя	16	1
246	самом деле	1	1
247	в противоречии	1	1
248	не все	1	1
249	отношение к	8	1
250	нет и	1	1
251	за пределы	1	1
252	значение для	1	1
253	себя за	1	1
254	государства и	1	1
255	его на	4	1
256	с этим	1	1
257	все будут	2	1
258	жестоко и	1	1
259	кто не	1	1
260	целый ряд	1	1
261	и своего	2	1
262	истины и	1	1
263	говорят о	1	1
264	бы и	5	1
265	в целом	1	1
266	он в	3	1
267	право на	1	1
268	думать что	4	1
269	он думает	1	1
270	и будущее	1	1
271	ни одного	2	1
272	только один	1	1
273	мира но	1	1
274	ее как	1	1
275	с народной	1	1
276	на то	1	1
277	и вечно	1	1
278	человек не	7	1
279	и если	2	1
280	есть одна	1	1
281	к одному	1	1
282	ведь не	1	1
283	на земле	8	1
284	так от	1	1
285	людей и	3	1
286	легенды о	1	1
287	что она	5	1
288	не бывает	3	1
289	они должны	1	1
290	в мире	7	1
291	об этом	1	1
292	обратился к	1	1
293	входит в	1	1
294	на протяжении	1	1
295	на пиру	1	1
296	то все	2	1
297	тяжелое и	1	1
298	он же	3	1
299	что совершенно	1	1
300	а за	2	1
301	эту тему	1	1
302	была в	1	1
303	мы не	1	1
304	и тогда	3	1
305	и становится	1	1
306	что такое	1	1
307	нас не	2	1
308	и без	1	1
309	эта тема	1	1
310	в отношении	5	1
311	борьбы за	1	1
312	всего только	1	1
313	всякий раз	1	1
314	нельзя было	2	1
315	которые в	2	1
316	все происходит	1	1
317	в россии	3	1
318	времен и	1	1
319	что было	3	1
320	эта судьба	1	1
321	ему как	2	1
322	можно ли	3	1
323	с необычайной	1	1
324	превратить его	1	1
325	бога нет	1	1
326	он остается	1	1
327	до известной	1	1
328	словами о	1	1
329	правда в	2	1
330	не по	1	1
331	любви но	1	1
332	говорить о	1	1
333	тогда и	1	1
334	в самых	1	1
335	же его	1	1
336	чем не	2	1
337	земли в	1	1
338	это с	1	1
339	следовательно и	1	1
340	ничего не	2	1
341	и весь	1	1
342	и народной	1	1
343	во всем	5	1
344	ему и	1	1
345	потому что	12	1
346	хочет быть	1	1
347	чем отвлеченные	1	1
348	и искусства	1	1
349	этом отношении	1	1
350	и делает	1	1
