N	3gram	Vygotskiy__2	Tvorches
1	по нашему мнению	1	4
2	по отношению к	5	3
3	до сих пор	1	3
4	по сути дела	1	3
5	не может быть	6	3
6	в самом деле	4	2
7	в отличие от	3	2
8	на этот вопрос	5	2
9	именно в этом	1	2
10	так же как	1	2
11	в том же	2	2
12	во всяком случае	6	2
13	с другой стороны	1	2
14	о том что	4	2
15	в целом и	1	2
16	в том что	21	2
17	в другом месте	2	1
18	том что в	2	1
19	мы уже говорили	3	1
20	дело в том	1	1
21	и потому что	1	1
22	в том числе	3	1
23	о том как	1	1
24	он приходит к	1	1
25	имеет в виду	1	1
26	на точку зрения	1	1
27	сами по себе	1	1
28	мы видим в	2	1
29	можно было бы	5	1
30	точно так же	1	1
31	которые играют в	1	1
32	в том смысле	1	1
33	в применении к	1	1
34	только то что	1	1
35	привело нас к	1	1
36	в известном смысле	1	1
37	он утверждает что	1	1
38	не могут быть	1	1
39	а с другой	4	1
40	он говорит что	1	1
41	той или иной	1	1
42	это все же	1	1
43	в связи с	6	1
44	к тому же	1	1
45	являются как бы	1	1
46	ответ на этот	1	1
47	и мы не	1	1
48	по себе не	1	1
49	мы не можем	3	1
50	том смысле что	1	1
51	ничего общего с	1	1
52	к которым приводит	1	1
53	как нечто внешнее	1	1
54	с самого начала	1	1
55	в конечном счете	4	1
56	в частности в	1	1
57	именно потому что	1	1
58	том числе и	3	1
59	или во всяком	2	1
60	на всем протяжении	2	1
61	в предисловии к	4	1
62	как только его	1	1
63	что в них	1	1
64	мы не находим	1	1
65	в высшей степени	7	1
66	того факта что	1	1
67	как и в	1	1
