N	3gram	Bakhtin_Fr_2	Mirosoze
1	не может быть	4	8
2	в нем есть	1	6
3	для того чтобы	1	4
4	до сих пор	4	3
5	она никогда не	1	3
6	и той же	1	2
7	это означает что	1	2
8	подобно тому как	2	2
9	также и в	1	2
10	мы еще вернемся	2	2
11	и та же	1	2
12	одна и та	1	2
13	о том что	3	2
14	одной и той	1	2
15	по отношению к	1	2
16	как и в	1	2
17	после того как	1	2
18	в том что	1	2
19	она и есть	1	1
20	в прошлое и	1	1
21	прежде всего как	1	1
22	потому что в	1	1
23	как и прежде	1	1
24	не проникает в	1	1
25	только тогда когда	1	1
26	с точки зрения	5	1
27	в своей книге	2	1
28	в средство для	1	1
29	то я не	1	1
30	но и в	4	1
31	на что не	1	1
32	в себе и	2	1
33	в этом отношении	3	1
34	во всех своих	1	1
35	самый характер его	1	1
36	на то что	1	1
37	не был так	1	1
38	в значительной степени	2	1
39	его отношения к	1	1
40	еще вернемся к	1	1
41	еще вернемся в	1	1
42	по сравнению с	2	1
43	роль в жизни	1	1
44	в xix веке	3	1
45	ни на что	1	1
46	может быть названо	1	1
47	но также и	1	1
48	но он не	1	1
49	на протяжении всего	5	1
50	человеческой природой и	1	1
51	над человеческой природой	1	1
52	перед тем что	1	1
53	на самом деле	1	1
54	он видит в	2	1
55	во всех его	1	1
56	жизни в эпоху	1	1
57	в конце концов	1	1
