N	2gram	Tiupa_Anal_1	Literetu
1	не только	15	24
2	при этом	12	19
3	в качестве	31	17
4	но и	17	17
5	в том	27	16
6	а не	17	16
7	в частности	19	15
8	том что	12	14
9	в году	1	13
10	тогда как	14	13
11	может быть	29	13
12	сознания в	4	12
13	и не	21	12
14	в этом	13	12
15	состоит в	11	11
16	своего рода	3	11
17	прежде всего	6	11
18	хх века	1	10
19	такого рода	5	10
20	художественной культуры	1	10
21	то что	6	10
22	художественного письма	2	9
23	или иначе	1	9
24	эстетического субъекта	3	9
25	в целом	5	8
26	не в	14	8
27	в тексте	5	8
28	и в	18	8
29	произведение искусства	9	8
30	только в	6	8
31	как это	1	8
32	я и	6	7
33	я не	1	7
34	как бы	5	7
35	в себе	11	7
36	не менее	1	7
37	коммуникативного события	14	7
38	в его	13	7
39	уже не	4	7
40	в рамках	3	6
41	то есть	11	6
42	как и	13	6
43	литературного процесса	1	6
44	точки зрения	6	6
45	эстетического объекта	11	6
46	и сам	2	6
47	того что	4	6
48	связи с	1	6
49	себя в	6	6
50	одним из	3	5
51	то же	9	5
52	отличие от	6	5
53	как в	1	5
54	наш взгляд	6	5
55	на наш	6	5
56	не столько	2	5
57	в отличие	6	5
58	в то	9	5
59	для себя	2	5
60	а также	3	5
61	же время	6	5
62	в конечном	4	5
63	же в	1	5
64	что он	3	5
65	не может	22	5
66	в данном	2	5
67	с этой	1	5
68	я в	3	5
69	с его	3	5
70	тем самым	7	5
71	в своей	6	4
72	еще не	3	4
73	столь же	4	4
74	но не	10	4
75	конечном счете	4	4
76	в этой	5	4
77	в художественном	3	4
78	все же	4	4
79	всего лишь	4	4
80	представляет собой	16	4
81	по преимуществу	1	4
82	в случае	6	4
83	не как	1	4
84	в силу	3	4
85	лишь в	5	4
86	литературного произведения	41	4
87	для этого	2	4
88	с миром	1	4
89	и его	5	4
90	ведет к	3	4
91	данном случае	2	4
92	никогда не	2	4
93	так и	4	4
94	еще в	2	4
95	и адресата	2	4
96	другого сознания	2	4
97	коммуникативное событие	6	4
98	в формах	1	4
99	и тем	1	4
100	из них	2	4
101	друг друга	1	4
102	как раз	1	4
103	отталкиваясь от	1	4
104	и т.п	5	4
105	о себе	1	4
106	в связи	1	4
107	со стороны	2	4
108	эстетической деятельности	4	4
109	это не	6	4
110	культуры в	2	4
111	в своих	1	4
112	например в	1	3
113	тех же	1	3
114	как совокупность	2	3
115	и есть	3	3
116	также и	2	3
117	художественности как	1	3
118	эстетический субъект	2	3
119	по отношению	6	3
120	более чем	4	3
121	субъекта и	4	3
122	в самом	6	3
123	бы не	2	3
124	же году	1	3
125	в принципе	8	3
126	силу своей	2	3
127	таким образом	3	3
128	исходя из	4	3
129	той же	2	3
130	его в	1	3
131	в душе	1	3
132	далеко не	6	3
133	он и	1	3
134	несмотря на	2	3
135	художественного творчества	2	3
136	в их	5	3
137	этого текста	2	3
138	но в	8	3
139	том же	1	3
140	одна из	1	3
141	в основе	6	3
142	не должен	2	3
143	в области	4	3
144	эстетический объект	6	3
145	художественную реальность	2	3
146	к себе	1	3
147	всего в	1	3
148	говоря словами	1	3
149	в виду	1	3
150	в пределах	2	3
151	по аналогии	1	3
152	одного из	2	3
153	сводится к	5	3
154	общественного сознания	1	3
155	нуждается в	8	3
156	другого в	3	3
157	не сводится	2	3
158	по своей	6	3
159	один из	2	3
160	потому что	2	3
161	при всей	2	3
162	человеческого я	2	3
163	у него	1	3
164	и даже	1	3
165	с другой	4	3
166	этом как	1	3
167	и др	1	3
168	не было	1	3
169	произведения искусства	3	3
170	мира в	2	3
171	по характеристике	1	3
172	да и	1	3
173	этой точки	1	3
174	аналогии с	1	3
175	в культуре	3	3
176	при всем	1	3
177	жизни и	1	3
178	что в	5	3
179	а в	9	3
180	во всяком	1	3
181	человека и	1	2
182	того же	4	2
183	не остается	2	2
184	и то	2	2
185	самом деле	2	2
186	е годы	1	2
187	отношения между	1	2
188	должна быть	1	2
189	факторов художественного	6	2
190	та же	1	2
191	в сущности	6	2
192	на себя	2	2
193	х годов	2	2
194	из того	4	2
195	и самого	2	2
196	сознания а	1	2
197	от текста	2	2
198	печорин здесь	1	2
199	как правило	4	2
200	то он	2	2
201	а только	1	2
202	воздействие на	1	2
203	в е	1	2
204	отнюдь не	15	2
205	целом но	1	2
206	бы я	1	2
207	все эти	2	2
208	не оставляет	1	2
209	из этих	2	2
210	тому же	4	2
211	как он	3	2
212	в нем	3	2
213	не к	2	2
214	общения людей	2	2
215	самсона вырина	1	2
216	в коммуникативном	1	2
217	подобно тому	3	2
218	на этом	2	2
219	художественного впечатления	14	2
220	произведения с	2	2
221	самим собой	2	2
222	здесь как	1	2
223	было бы	2	2
224	по мысли	3	2
225	для них	1	2
226	к сотворчеству	1	2
227	как сказано	1	2
228	и того	5	2
229	несет в	1	2
230	от своего	2	2
231	в любом	3	2
232	а как	2	2
233	духовного общения	1	2
234	всяком случае	1	2
235	с точки	4	2
236	в авторском	1	2
237	от себя	3	2
238	жизни с	1	2
239	это всего	1	2
240	я есть	2	2
241	однако в	3	2
242	даже в	3	2
243	раз и	1	2
244	нас самих	2	2
245	вплоть до	1	2
246	в уединении	1	2
247	дело не	3	2
248	виду не	1	2
249	и является	2	2
250	в сознании	2	2
251	как будто	3	2
252	этом отношении	2	2
253	коммуникативном событии	1	2
254	xx века	1	2
255	знаковом материале	1	2
256	могут быть	4	2
257	этой причине	1	2
258	не исключают	2	2
259	к тому	7	2
260	искусства как	1	2
261	объект и	1	2
262	должен быть	6	2
263	в себя	6	2
264	направленной на	1	2
265	но при	1	2
266	говоря уже	1	2
267	лирическому герою	1	2
268	самим собою	1	2
269	роль в	2	2
270	читателя в	2	2
271	на том	1	2
272	по этой	1	2
273	в мире	8	2
274	различного рода	2	2
275	или иной	6	2
276	является по	2	2
277	в другом	4	2
278	о том	5	2
279	с одной	3	2
280	между тем	5	2
281	во втором	1	2
282	и только	1	2
283	текст как	2	2
284	хотя бы	3	2
285	по этому	1	2
286	от автора	1	2
287	в текст	3	2
288	только на	1	2
289	то и	1	2
290	что не	3	2
291	по выражению	2	2
292	что для	1	2
293	не сам	2	2
294	для него	2	2
295	себе в	2	2
296	от тех	1	2
297	от сознания	1	2
298	не случайно	3	2
299	с легкой	2	2
300	на роль	2	2
301	совокупность факторов	2	2
302	одной стороны	3	2
303	внутреннего я	4	2
304	за пределы	2	2
305	нового времени	1	2
306	превращается в	1	2
307	одну из	1	2
308	художественности при	1	2
309	художественного целого	10	2
310	все более	1	2
311	нет ничего	2	2
312	как представляется	1	2
313	эстетического адресата	1	2
314	если оно	1	2
315	тому как	3	2
316	легкой руки	2	2
317	и.п смирнов	2	2
318	как эстетической	2	2
319	текста как	1	2
320	произведение в	2	2
321	эстетическое переживание	4	2
322	художественное произведение	5	2
323	одному лишь	1	2
324	коммуникативных стратегий	2	2
325	но одновременно	1	2
326	писал в	2	2
327	не является	2	2
328	лев толстой	1	2
329	объекта и	3	2
330	это как	2	2
331	которая в	3	2
332	своей собственной	1	2
333	особого рода	7	2
334	воспринимающее сознание	1	2
335	тем более	2	2
336	все они	1	2
337	в равной	3	2
338	утверждал что	1	2
339	полагал что	1	2
340	не есть	8	2
341	субъекта поскольку	2	2
342	не говоря	2	2
343	героя как	1	2
344	отношению к	5	2
345	на это	1	2
346	в искусстве	2	2
347	по поводу	1	2
348	для адекватного	1	1
349	как известно	3	1
350	единой всеобщей	1	1
351	адекватное восприятие	1	1
352	на самом	2	1
353	тамани и	1	1
354	перед лицом	6	1
355	между двумя	3	1
356	исторически обоснованной	1	1
357	сам автор	1	1
358	в реальности	1	1
359	есть такое	1	1
360	жизни прежде	2	1
361	который в	2	1
362	есть не	8	1
363	иосиф бродский	1	1
364	мы не	1	1
365	которую я	1	1
366	предельную меру	1	1
367	я как	1	1
368	говоря и	3	1
369	вопрос о	2	1
370	ивана петровича	1	1
371	точку отсчета	1	1
372	художественного произведения	5	1
373	есть нечто	1	1
374	личности самого	1	1
375	жизненной позиции	2	1
376	в полной	3	1
377	постструктурализм как	1	1
378	простор в	1	1
379	зависимости от	1	1
380	или перцептивных	1	1
381	дает им	1	1
382	петровича белкина	1	1
383	ним и	2	1
384	произведение и	1	1
385	субъекта объекта	1	1
386	отсылает к	2	1
387	он был	1	1
388	он сам	1	1
389	быть в	1	1
390	как реальности	1	1
391	бы то	3	1
392	в различных	1	1
393	жизни однако	1	1
394	в чем	1	1
395	бытие человека	1	1
396	тем как	1	1
397	классических текстов	1	1
398	бытие на	1	1
399	во внешнем	3	1
400	само бытие	1	1
401	но как	1	1
402	к которой	1	1
403	в сторону	1	1
404	личного самоопределения	1	1
405	сознания не	1	1
406	воле автора	1	1
407	эта всеединая	1	1
408	поэтапно изменяющуюся	1	1
409	отношение к	2	1
410	в наиболее	3	1
411	художественные тексты	1	1
412	тексте но	1	1
413	тут же	1	1
414	не просто	2	1
415	причастными к	1	1
416	один и	1	1
417	и эстетического	1	1
418	первый взгляд	1	1
419	же хотя	1	1
420	его на	1	1
421	поскольку произведение	1	1
422	без другого	2	1
423	не ощущается	2	1
424	для всех	1	1
425	в-третьих эта	1	1
426	как к	2	1
427	о жизни	1	1
428	которой устремляются	1	1
429	как нам	1	1
430	однако не	3	1
431	перед нами	1	1
432	ментальность мы	1	1
433	могли бы	2	1
434	как уже	2	1
435	и как	5	1
436	ые годы	1	1
437	я другого	1	1
438	когда наконец	1	1
439	в противоположность	2	1
440	что произведение	1	1
441	этом должен	2	1
442	то в	2	1
443	будто до	1	1
444	художественного мира	2	1
445	со своей	1	1
446	в которой	2	1
447	объект как	1	1
448	а во-вторых	1	1
449	вневременного творчества	1	1
450	себя к	1	1
451	если само	1	1
452	он в	1	1
453	в нашем	3	1
454	и вневременного	1	1
455	сверхиндивидуального и	1	1
456	а напротив	2	1
457	и событие	1	1
458	и рецептивная	2	1
459	подавляет и	1	1
460	всеобщей основе	1	1
461	за рамки	1	1
462	вследствие этого	3	1
463	при рассмотрении	3	1
464	и неслиянность	1	1
465	исключают целого	1	1
466	во-вторых они	1	1
467	всеединая основа	1	1
468	адресата эстетического	1	1
469	фазу испытания	2	1
470	а скорее	1	1
471	он не	3	1
472	определенного типа	1	1
473	от которого	2	1
474	аспект художественной	1	1
475	в диалоге	1	1
476	марина цветаева	1	1
477	едва ли	2	1
478	и читателя	2	1
479	качестве своего	2	1
480	в начале	2	1
481	уже говорилось	1	1
482	у читателя	1	1
483	и более	4	1
484	в зависимости	1	1
485	то самое	1	1
486	какой бы	2	1
487	частные элементы	1	1
488	в творческом	2	1
489	и по	2	1
490	художественное творчество	2	1
491	неотъемлемая часть	1	1
492	де шарден	2	1
493	или иных	2	1
494	не бывает	1	1
495	ни был	1	1
496	не должно	1	1
497	но все	1	1
498	этом последнем	1	1
499	оно и	1	1
500	то ни	3	1
501	а затем	1	1
502	а то	1	1
503	пусть и	1	1
504	я является	1	1
505	и с	2	1
506	бы быть	3	1
507	полной мере	3	1
508	материала и	1	1
509	условии его	1	1
510	схождения сознаний	1	1
511	искусства в	4	1
512	собою когда	1	1
513	элементы не	1	1
514	в воспринимающем	1	1
515	качестве эстетического	1	1
516	капитанской дочке	1	1
517	в итоге	1	1
518	из первых	1	1
519	смерть и	1	1
520	жизни человека	1	1
521	произведение как	1	1
522	в них	1	1
523	текста а	4	1
524	соответствии с	2	1
525	творческий акт	2	1
526	этого персонажа	1	1
527	в ее	1	1
528	мы имеем	6	1
529	с тем	1	1
530	такое событие	1	1
531	не всегда	4	1
532	и уже	1	1
533	покойного ивана	1	1
534	художественного дискурса	1	1
535	частное бытие	1	1
536	духовного я	1	1
537	должно быть	2	1
538	иначе говоря	9	1
539	устремляются интенциональные	1	1
540	такой же	2	1
541	единосущную пусть	1	1
542	автора и	3	1
543	автора или	2	1
544	одного и	2	1
545	перед собой	2	1
546	максиму максимычу	1	1
547	дискурса чем	1	1
548	на первый	1	1
549	в этих	1	1
550	основе когда	1	1
551	человеческой субъективности	1	1
552	о ком	2	1
553	ему во	1	1
554	данность его	1	1
555	глубочайшее общение	1	1
556	этой связи	1	1
557	в отношении	1	1
558	эстетической реальности	3	1
559	этому пути	1	1
560	к предмету	2	1
561	не от	1	1
562	формализм структурализм	1	1
563	из классических	1	1
564	в которых	1	1
565	подлинно художественном	1	1
566	творческих актов	1	1
567	одном из	1	1
568	текстом и	2	1
569	остается вне	1	1
570	творчества и	2	1
571	по крайней	1	1
572	если бы	3	1
573	автор литературного	1	1
574	ни было	4	1
