N	3gram	Bakhtin_Fr_5	Formalny
1	с точки зрения	2	14
2	не может быть	2	14
3	на самом деле	4	12
4	в то же	9	7
5	то же время	9	7
6	в самом деле	1	4
7	в данном случае	2	4
8	в связи с	5	4
9	в большинстве случаев	2	4
10	для того чтобы	6	4
11	потому что он	3	3
12	по отношению к	1	3
13	то же самое	2	3
14	в этом отношении	5	3
15	вместе с тем	1	3
16	и не могут	2	3
17	в том что	6	3
18	в истории литературы	1	3
19	ровно ничего не	1	2
20	о том как	2	2
21	самом же деле	1	2
22	как и все	1	2
23	и в то	1	2
24	до известной степени	4	2
25	в отличие от	2	2
26	на самом же	1	2
27	во всех областях	1	2
28	если мы отвлечемся	1	2
29	дело в том	2	2
30	в следующей главе	1	2
31	мы видели что	1	2
32	мы не можем	1	2
33	так и в	1	2
34	именно потому что	1	2
35	тем не менее	1	2
36	как мы видели	4	2
37	это связано с	1	1
38	не перестает быть	1	1
39	и того же	1	1
40	и в общем	1	1
41	и даже в	1	1
42	хотя и не	1	1
43	точки зрения на	2	1
44	дело здесь не	2	1
45	в ней и	1	1
46	но в это	1	1
47	к одной и	1	1
48	существенную роль играет	1	1
49	не было понято	1	1
50	провести между ними	1	1
51	от реальной действительности	1	1
52	и до конца	1	1
53	том что это	1	1
54	в одной из	2	1
55	это не просто	1	1
56	ни в коем	1	1
57	таким образом как	1	1
58	оставаясь в пределах	1	1
59	они вообще не	1	1
60	здесь не в	3	1
61	переходит в другое	2	1
62	произведение в целом	1	1
63	одной из своих	1	1
64	внешнее и внутреннее	2	1
65	мы еще вернемся	1	1
66	в предыдущей главе	1	1
67	до сих пор	3	1
68	это целое и	1	1
69	и от всего	1	1
70	так как он	1	1
71	в коем случае	1	1
72	в процессе своего	1	1
73	в это время	1	1
74	начала и до	1	1
75	того чтобы не	1	1
76	в значительной степени	1	1
77	от того что	1	1
78	и что в	1	1
79	но это единство	1	1
80	так же как	4	1
81	мы видели совершенно	1	1
82	дело идет не	1	1
83	можно говорить о	2	1
84	внутреннее противоречие в	1	1
85	и в этой	1	1
86	в основе их	1	1
87	это единство не	1	1
88	он и не	1	1
89	и той же	1	1
90	в его целом	1	1
91	все то что	1	1
92	между тем как	1	1
93	о том что	1	1
94	как таковой он	1	1
95	можно было бы	2	1
96	и в самом	1	1
97	той или иной	1	1
98	можно сказать что	2	1
99	одного и того	1	1
100	ни в истории	2	1
101	с начала и	1	1
102	менее всего можно	1	1
103	в том числе	4	1
104	одной и той	1	1
105	друг с другом	2	1
106	в конце жизни	2	1
107	это нисколько не	1	1
108	как и в	1	1
109	не нуждается в	2	1
110	его в конце	1	1
111	во все стороны	1	1
112	том числе и	2	1
113	и только в	1	1
