N	2gram	Tiupa_Anal_1	FransuaR
1	и в	18	41
2	то есть	11	20
3	таким образом	3	19
4	в этом	13	15
5	как и	13	14
6	и все	3	14
7	то же	9	13
8	все эти	2	13
9	в этой	5	13
10	мы уже	1	12
11	в его	13	12
12	эпизод с	1	11
13	в себе	11	11
14	как мы	2	11
15	в том	27	11
16	прежде всего	6	11
17	так и	4	10
18	в то	9	10
19	никто не	3	10
20	не в	14	9
21	же время	6	9
22	и его	5	9
23	в качестве	31	9
24	и т.п	5	9
25	но и	17	9
26	что в	5	9
27	но в	8	8
28	то что	6	8
29	и от	1	8
30	в нем	3	7
31	вовсе не	2	7
32	в них	1	7
33	как бы	5	7
34	и не	21	7
35	в романе	1	7
36	и до	2	6
37	ни в	4	6
38	о том	5	6
39	только в	6	6
40	это не	6	6
41	есть в	1	6
42	для него	2	6
43	у него	1	6
44	все они	1	6
45	в году	1	5
46	как в	1	5
47	в эпизоде	2	5
48	и к	3	5
49	не только	15	5
50	на этом	2	5
51	точки зрения	6	5
52	потому что	2	5
53	всего в	1	5
54	в ней	1	5
55	к нему	3	5
56	что и	3	5
57	вместе с	4	5
58	и для	1	5
59	а в	9	5
60	на место	2	4
61	место в	3	4
62	в сущности	6	4
63	как я	1	4
64	и на	5	4
65	хотя и	1	4
66	и наконец	1	4
67	та же	1	4
68	что это	1	4
69	он не	3	4
70	картины мира	1	4
71	но все	1	4
72	и с	2	4
73	должно быть	2	4
74	том что	12	4
75	одном из	1	4
76	но он	1	4
77	одна из	1	4
78	ничего не	1	4
79	в виду	1	4
80	влияние на	1	4
81	слов и	1	4
82	может быть	29	4
83	было бы	2	4
84	мира в	2	4
85	мира и	1	4
86	все что	1	4
87	том числе	3	4
88	например в	1	3
89	он может	2	3
90	и есть	3	3
91	с точки	4	3
92	той же	2	3
93	я не	1	3
94	проявляется в	1	3
95	он был	1	3
96	во всех	1	3
97	его к	2	3
98	и те	1	3
99	при этом	12	3
100	и по	2	3
101	в мире	8	3
102	его в	1	3
103	несмотря на	2	3
104	во время	1	3
105	в своей	6	3
106	таким же	1	3
107	в их	5	3
108	тем самым	7	3
109	не должно	1	3
110	в отношении	1	3
111	свою очередь	1	3
112	о нем	3	3
113	это была	1	3
114	в формах	1	3
115	что он	3	3
116	по этому	1	3
117	из них	2	3
118	в одном	1	3
119	так как	2	3
120	нового времени	1	3
121	не было	1	3
122	не может	22	3
123	и потому	2	3
124	в той	8	3
125	такой же	2	3
126	но это	1	3
127	не подлежит	1	3
128	в свою	1	3
129	не знает	1	3
130	того же	4	3
131	жизни и	1	3
132	и эта	1	3
133	как нечто	1	2
134	также и	2	2
135	и то	2	2
136	на самом	2	2
137	явления и	1	2
138	все те	1	2
139	есть не	8	2
140	мы не	1	2
141	в которой	2	2
142	но по	1	2
143	и самого	2	2
144	еще не	3	2
145	в которых	1	2
146	оно ни	1	2
147	в чем	1	2
148	с его	3	2
149	а только	1	2
150	по отношению	6	2
151	отношение к	2	2
152	не просто	2	2
153	в течение	1	2
154	первых двух	1	2
155	перед нами	1	2
156	более или	1	2
157	имеем в	1	2
158	учение о	1	2
159	есть за	1	2
160	рассказ о	2	2
161	как он	3	2
162	свое время	2	2
163	одно и	1	2
164	что все	1	2
165	и может	1	2
166	себе все	1	2
167	далеко не	6	2
168	мы имеем	6	2
169	числе и	1	2
170	в этих	1	2
171	весьма часто	1	2
172	том как	1	2
173	как-то раз	2	2
174	или менее	1	2
175	своего рода	3	2
176	их в	1	2
177	том и	2	2
178	в историческом	1	2
179	дело не	3	2
180	в процессе	2	2
181	этом отношении	2	2
182	в области	4	2
183	к тому	7	2
184	не есть	8	2
185	оно не	1	2
186	должен быть	6	2
187	в себя	6	2
188	роль в	2	2
189	на том	1	2
190	никогда не	2	2
191	здесь как	1	2
192	особенно в	2	2
193	в разных	1	2
194	а также	3	2
195	и т.д	1	2
196	в будущее	1	2
197	одного из	2	2
198	и во	1	2
199	в отрыве	2	2
200	во всей	1	2
201	все время	1	2
202	в лице	1	2
203	в литературе	4	2
204	того что	4	2
205	на которой	1	2
206	оно и	1	2
207	тот же	1	2
208	во времени	4	2
209	и ее	1	2
210	для всех	1	2
211	уже не	4	2
212	только на	1	2
213	же в	1	2
214	свидетельствует о	2	2
215	дает ему	1	2
216	входят в	1	2
217	к человеку	1	2
218	отношению к	5	2
219	к самому	1	2
220	в особенности	1	2
221	научное познание	2	2
222	именно в	4	2
223	и др	1	2
224	что находится	1	2
225	а не	17	2
226	его как	1	2
227	в связи	1	2
228	может иметь	2	2
229	из которых	4	2
230	по своему	1	2
231	в данном	2	2
232	в состоянии	1	2
233	или в	1	2
234	имеет дело	1	2
235	в результате	1	2
236	о котором	1	2
237	и как	5	2
238	с ним	4	2
239	ни было	4	2
240	отрыве от	2	2
241	бы оно	1	2
242	в свое	2	2
243	во всяком	1	2
244	частности к	1	1
245	обращена к	1	1
246	отношения к	2	1
247	одним из	3	1
248	человека и	1	1
249	в такой	1	1
250	сам по	1	1
251	самом деле	2	1
252	тех же	1	1
253	между двумя	3	1
254	в первом	2	1
255	смысл этого	1	1
256	должна быть	1	1
257	этот эпизод	1	1
258	едва ли	2	1
259	по его	1	1
260	а как	2	1
261	со смертью	1	1
262	он как	1	1
263	слово о	1	1
264	оба эти	1	1
265	есть нечто	1	1
266	организующую роль	1	1
267	себя свою	1	1
268	что иное	5	1
269	принадлежит к	1	1
270	а во-вторых	1	1
271	бы ни	2	1
272	пространство и	1	1
273	не остается	2	1
274	героев в	1	1
275	это существо	1	1
276	заключенных в	1	1
277	вещь в	1	1
278	он сам	1	1
279	иное как	5	1
280	быть в	1	1
281	в сюжете	1	1
282	жизни с	1	1
283	в ее	1	1
284	но не	10	1
285	к которой	1	1
286	в новом	2	1
287	тогда как	14	1
288	отличие от	6	1
289	за пределы	2	1
290	нужно поставить	1	1
291	его на	1	1
292	что именно	2	1
293	как образ	1	1
294	все же	4	1
295	однако не	3	1
296	я должен	1	1
297	не являются	2	1
298	ни одно	2	1
299	в самом	6	1
300	не приходится	1	1
301	точкой зрения	1	1
302	он в	1	1
303	тому же	4	1
304	в нашем	3	1
305	самым и	1	1
306	думать что	2	1
307	но его	1	1
308	вследствие этого	3	1
309	к миру	1	1
310	а скорее	1	1
311	не как	1	1
312	силу своей	2	1
313	том чтобы	7	1
314	которого и	1	1
315	его от	1	1
316	по аналогии	1	1
317	и убеждения	1	1
318	в основу	1	1
319	том же	1	1
320	не будет	3	1
321	материала и	1	1
322	говорить не	1	1
323	с целью	2	1
324	как к	2	1
325	и иных	1	1
326	этом смысле	1	1
327	и тем	1	1
328	данном случае	2	1
329	еще одно	1	1
330	смерть и	1	1
331	в ином	1	1
332	для них	1	1
333	но затем	1	1
334	с тем	1	1
335	и уже	1	1
336	все моменты	1	1
337	автора и	3	1
338	и становится	1	1
339	на первый	1	1
340	не так	1	1
341	и при	1	1
342	со всяким	1	1
343	оставаться в	1	1
344	из настоящего	1	1
345	всяком случае	1	1
346	в котором	3	1
347	которое дает	2	1
348	в авторском	1	1
349	в силу	3	1
350	которые в	2	1
351	времени не	1	1
352	речи в	1	1
353	как от	2	1
354	и наоборот	1	1
355	по себе	4	1
356	даже в	3	1
357	при помощи	2	1
358	человека есть	1	1
359	части этого	1	1
360	мира не	1	1
361	на котором	1	1
362	увидеть как	1	1
363	на него	1	1
364	в основе	6	1
365	того и	3	1
366	о природе	1	1
367	первая часть	1	1
368	из древнейших	1	1
369	мне было	1	1
370	к концу	1	1
371	своей природе	1	1
372	по своей	6	1
373	значительное количество	1	1
374	со своим	1	1
375	связи с	1	1
376	в сознании	2	1
377	которой состоит	1	1
378	может показаться	1	1
379	начиная с	1	1
380	не могут	3	1
381	он и	1	1
382	вокруг него	1	1
383	но одновременно	1	1
384	скорее в	1	1
385	смерти и	1	1
386	время он	1	1
387	как с	1	1
388	этот путь	1	1
389	тогда я	1	1
390	и о	2	1
391	на нем	1	1
392	здесь не	2	1
393	дает им	1	1
394	мысль о	2	1
395	на той	1	1
396	на свой	1	1
397	по этой	1	1
398	времени и	6	1
399	не с	4	1
400	в последующих	1	1
401	впервые было	1	1
402	выходит за	1	1
403	в глубине	1	1
404	образом в	1	1
405	в таком	3	1
406	является по	2	1
407	было не	1	1
408	на все	2	1
409	в другом	4	1
410	но к	2	1
411	и та	2	1
412	и что	1	1
413	миф в	1	1
414	его жизни	1	1
415	от своего	2	1
416	аналогии с	1	1
417	в различных	1	1
418	времени в	1	1
419	авторов в	1	1
420	том или	3	1
421	наконец в	1	1
422	в ту	1	1
423	в него	1	1
424	в двух	2	1
425	мы увидим	1	1
426	ли он	2	1
427	во всем	1	1
428	он уже	1	1
429	который в	2	1
430	между тем	5	1
431	же при	1	1
432	себя в	6	1
433	так что	1	1
434	умирающего и	1	1
435	а напротив	2	1
436	не обходится	1	1
437	все многообразие	1	1
438	оно в	1	1
439	в виде	1	1
440	во втором	1	1
441	или даже	1	1
442	но от	1	1
443	участие в	1	1
444	его и	2	1
445	этого мира	1	1
446	себе в	2	1
447	слова в	1	1
448	и рождается	1	1
449	не говорит	1	1
450	явлений в	1	1
451	или ином	3	1
452	само собой	1	1
453	и даже	1	1
454	моменты и	1	1
455	модель в	1	1
456	здесь в	1	1
457	лица в	1	1
458	человека а	1	1
459	но о	2	1
460	или о	1	1
461	обратиться к	3	1
462	говорит о	1	1
463	выступает в	2	1
464	превращается в	1	1
465	этой части	1	1
466	более того	3	1
467	в рассказе	1	1
468	однако его	1	1
469	однако и	1	1
470	один из	2	1
471	же точно	1	1
472	о чем	1	1
473	когда же	1	1
474	все последующие	1	1
475	мы находим	1	1
476	на фоне	2	1
477	связь с	1	1
478	свою судьбу	1	1
479	нет ничего	2	1
480	в частности	19	1
481	и особенно	1	1
482	только усиливает	1	1
483	как это	1	1
484	вещей но	1	1
485	к себе	1	1
486	или по	1	1
487	новом свете	1	1
488	есть такое	1	1
489	ним как	1	1
490	с людьми	1	1
491	это произведение	1	1
492	порядка это	1	1
493	такого рода	5	1
494	мира с	1	1
495	содержат в	1	1
496	первом случае	2	1
497	знает и	1	1
498	в мир	1	1
499	в тот	1	1
500	для человека	1	1
501	и внешне	1	1
502	из этой	1	1
503	эпизод не	1	1
504	с этой	1	1
505	самом же	1	1
506	еще раз	1	1
507	является для	1	1
508	только для	2	1
509	оба этих	1	1
510	культуры с	1	1
511	и таким	1	1
512	в начале	2	1
513	же самое	2	1
514	ибо он	1	1
515	в достаточной	1	1
516	при всем	1	1
517	писал в	2	1
518	настоящего в	1	1
519	говоря языком	1	1
520	культуры и	1	1
521	элементы в	1	1
522	она может	3	1
523	от него	1	1
524	тем более	2	1
525	не должен	2	1
526	по пути	1	1
527	же деле	1	1
528	может и	1	1
529	между ними	1	1
530	подобный эпизод	1	1
531	дело с	4	1
532	к его	1	1
533	было показано	1	1
534	элементов а	2	1
535	героя в	2	1
536	не что	4	1
537	из этого	1	1
