N	3gram	Vygotskiy__4	Marksizm
1	с точки зрения	11	20
2	не может быть	1	13
3	в самом деле	6	9
4	до сих пор	1	8
5	бы то ни	1	8
6	то ни было	1	8
7	в связи с	3	7
8	в настоящее время	2	6
9	и того же	5	5
10	одного и того	5	5
11	в отличие от	2	5
12	одни и те	3	5
13	с другой стороны	8	5
14	и те же	3	5
15	объективной точки зрения	1	5
16	с самого начала	1	4
17	с объективной точки	1	3
18	в этом случае	3	3
19	то же самое	7	3
20	в этом отношении	7	3
21	и здесь мы	1	3
22	в высшей степени	2	3
23	в конце концов	1	3
24	и тот же	7	3
25	один и тот	7	3
26	но все же	1	3
27	можно сказать что	1	3
28	для того чтобы	5	3
29	в том что	31	3
30	же как и	4	2
31	и той же	4	2
32	в том числе	2	2
33	самом деле если	1	2
34	на первый план	4	2
35	том числе и	2	2
36	можно было бы	5	2
37	как если бы	1	2
38	для одного и	1	2
39	слова и его	1	2
40	так же как	5	2
41	во всяком случае	3	2
42	смысле этого слова	7	2
43	не могут быть	2	2
44	в какой степени	2	2
45	вопрос о том	1	2
46	одной и той	4	2
47	по отношению к	1	2
48	между этими двумя	2	2
49	а не наоборот	1	2
50	в свою очередь	2	2
51	в этом смысле	8	2
52	является одной из	1	2
53	к этому нужно	1	2
54	тем не менее	1	2
55	ничего общего с	1	2
56	все более и	2	1
57	может войти в	1	1
58	внутренних и внешних	1	1
59	только с помощью	1	1
60	в действительности и	1	1
61	оно может быть	2	1
62	чуть ли не	1	1
63	прежде всего в	1	1
64	являются для него	1	1
65	одним и тем	3	1
66	равно как и	1	1
67	подобно тому как	2	1
68	есть прежде всего	1	1
69	становятся как бы	1	1
70	в виду одно	1	1
71	том что он	1	1
72	ибо как мы	1	1
73	не имеют ничего	1	1
74	более элементарных и	1	1
75	именно то что	2	1
76	которые еще не	1	1
77	с двух сторон	2	1
78	только на основе	1	1
79	сказать что и	1	1
80	но и в	2	1
81	и т.п но	1	1
82	в себе и	3	1
83	сторонами одного и	1	1
84	не соответствует ни	1	1
85	находит свое выражение	1	1
86	но если мы	1	1
87	здесь в области	1	1
88	чем иным как	1	1
89	с этой точки	4	1
90	ни в какой	1	1
91	в процессе своего	1	1
92	если мы возьмем	1	1
93	к частному и	2	1
94	мы полагаем что	1	1
95	и ту же	1	1
96	не чем иным	1	1
97	и тем же	3	1
98	по мере своего	1	1
99	лежит в основе	1	1
100	с одной стороны	9	1
101	не существует ни	1	1
102	так как они	1	1
103	таким образом как	1	1
104	и как бы	1	1
105	все же не	1	1
106	точки зрения к	1	1
107	в следующей главе	2	1
108	и та же	1	1
109	одна и та	1	1
110	как бы по	1	1
111	в целом ряде	2	1
112	тем что в	1	1
113	вместо того чтобы	1	1
114	это находит свое	1	1
115	данной конкретной ситуации	1	1
116	эта проблема в	1	1
117	в русском языке	1	1
118	между собой и	2	1
119	из которых каждая	1	1
120	само по себе	1	1
121	оно было выработано	1	1
122	этой точки зрения	4	1
123	с другими элементами	1	1
124	с тем что	3	1
125	как и во	1	1
126	это значит что	2	1
127	не только не	5	1
128	более и более	2	1
129	не только в	1	1
130	и в результате	2	1
131	и как мы	1	1
132	друг от друга	1	1
133	поставить знак равенства	1	1
134	этом как мы	1	1
135	как мы уже	3	1
136	имеют ничего общего	1	1
137	к тому что	1	1
138	из основных и	1	1
139	между словом и	2	1
140	сознания говорящего и	1	1
141	на самом деле	1	1
142	друг с другом	7	1
143	двумя сторонами одного	1	1
144	одну и ту	1	1
145	может быть в	1	1
146	вопрос в какой	1	1
147	в известном отношении	1	1
148	для этого необходимо	1	1
149	и при участии	1	1
150	как мы видели	2	1
