N	3gram	Voloshinov_1	Hudozhes
1	в том что	3	11
2	по отношению к	2	7
3	подобно тому как	1	4
4	то же время	3	4
5	в то же	3	4
6	к тому что	1	4
7	а между тем	1	3
8	в самом деле	9	3
9	но при этом	2	3
10	не может быть	13	3
11	с одной стороны	1	3
12	для того чтобы	3	3
13	тем не менее	2	3
14	а не в	1	2
15	с точки зрения	20	2
16	до сих пор	8	2
17	хотя бы и	1	2
18	можно было бы	2	2
19	так же как	2	2
20	то же самое	3	2
21	не только не	1	2
22	не только в	1	2
23	как и всякого	1	1
24	нет и не	2	1
25	сводится к тому	2	1
26	той или иной	1	1
27	не следует что	1	1
28	в настоящее время	6	1
29	же как и	2	1
30	бы это был	1	1
31	никогда не будет	1	1
32	его к определенному	1	1
33	жизни в ее	1	1
34	тот или иной	1	1
35	именно то что	1	1
36	бы то ни	8	1
37	в этом отношении	3	1
38	том числе и	2	1
39	жизни но именно	1	1
40	к жизни и	1	1
41	в таком случае	2	1
42	которым можно было	1	1
43	в значительной степени	1	1
44	найти в нем	1	1
45	общую для всего	1	1
46	сих пор мы	1	1
47	из виду что	1	1
48	же обстоит дело	1	1
49	и не было	1	1
50	так или иначе	1	1
51	все более и	1	1
52	все же не	1	1
53	и тот и	1	1
54	с другой стороны	5	1
55	и т.п в	3	1
56	еще не касались	1	1
57	она могла бы	1	1
58	а в том	1	1
59	в первом случае	3	1
60	в этом случае	3	1
61	и в самом	1	1
62	с самого начала	4	1
63	того как он	1	1
64	может дать лишь	1	1
65	более и более	1	1
66	но все же	3	1
67	можно сказать что	3	1
68	лежит в основе	1	1
69	как мы знаем	5	1
70	друг от друга	1	1
71	рядом с ней	1	1
72	в том числе	2	1
73	при этом из	1	1
74	лежит не в	1	1
75	в пределах одного	2	1
