N	3gram	Tiupa_Anal_3	Myshleni
1	в том что	7	19
2	по отношению к	7	10
3	с точки зрения	2	10
4	для того чтобы	1	8
5	можно сказать что	2	6
6	в зависимости от	1	5
7	заключается в том	1	5
8	и того же	3	4
9	в сущности говоря	1	4
10	в самом начале	1	4
11	одного и того	3	4
12	и той же	2	3
13	до сих пор	1	3
14	в этом отношении	3	3
15	одной и той	2	3
16	в первом случае	1	3
17	в этом смысле	1	2
18	в этом случае	1	2
19	до известной степени	3	2
20	мы не станем	1	2
21	на этот вопрос	1	2
22	именно в этом	1	2
23	как раз в	1	2
24	том что мы	1	2
25	во втором случае	1	2
26	не могут быть	1	2
27	с другой стороны	5	2
28	не только не	3	2
29	именно потому что	1	2
30	совершенно очевидно что	2	2
31	в связи с	1	2
32	мы имеем дело	4	2
33	не может быть	1	2
34	отвечает на этот	1	1
35	один и тот	1	1
36	что иное как	1	1
37	не только по	1	1
38	в иной ситуации	1	1
39	на самом деле	1	1
40	в ответ на	2	1
41	друг от друга	1	1
42	что он не	1	1
43	в отличие от	2	1
44	случае мы имеем	1	1
45	сказать что они	1	1
46	едва ли не	2	1
47	итак мы можем	1	1
48	сам по себе	1	1
49	и на всю	1	1
50	в данном случае	3	1
51	как мы могли	1	1
52	не только в	1	1
53	с одной стороны	2	1
54	и тот же	1	1
55	тот факт что	1	1
56	включающее в себя	1	1
57	имеем дело с	1	1
58	а не как	1	1
59	а не путем	1	1
60	вопрос о том	1	1
61	нам не только	1	1
62	как бы в	1	1
63	и все же	1	1
64	есть не что	1	1
65	и как бы	1	1
66	но с другой	1	1
67	не что иное	1	1
68	как и в	4	1
69	в свою очередь	4	1
70	в самом деле	1	1
71	той или иной	3	1
72	тем не менее	2	1
73	в отдельности и	1	1
74	подобно тому как	2	1
75	что и в	1	1
76	начинается с осознания	1	1
