N	3gram	Tiupa_Hudo_2	Myshleni
1	в том что	11	21
2	с точки зрения	2	18
3	для того чтобы	3	10
4	с одной стороны	3	7
5	заключается в том	1	7
6	не может быть	3	6
7	по отношению к	7	5
8	можно было бы	2	5
9	в самом деле	3	4
10	а с другой	1	4
11	о том что	7	4
12	в конечном счете	3	4
13	состоит в том	2	3
14	в том числе	1	3
15	том числе и	1	3
16	в данном случае	2	3
17	лежит в основе	1	3
18	в этом отношении	1	3
19	том что в	3	2
20	на том что	1	2
21	подобно тому как	4	2
22	хотя бы и	2	2
23	что он не	1	2
24	то же самое	2	2
25	же самое что	2	2
26	и в самом	1	2
27	друг от друга	1	2
28	по сути дела	1	1
29	что она не	2	1
30	принадлежит к числу	1	1
31	сводится к тому	1	1
32	один ряд с	1	1
33	не следует что	1	1
34	дело в том	1	1
35	это было бы	1	1
36	о том как	2	1
37	все та же	1	1
38	казалось бы и	1	1
39	именно потому что	1	1
40	самом деле не	1	1
41	до сих пор	2	1
42	тот или иной	1	1
43	при этом он	1	1
44	бы то ни	1	1
45	самим по себе	1	1
46	точно так же	1	1
47	более глубокое и	1	1
48	едва ли может	1	1
49	то и другое	1	1
50	только для того	1	1
51	в том случае	1	1
52	и то что	1	1
53	к себе и	1	1
54	не для себя	1	1
55	однако и здесь	1	1
56	в нем своего	1	1
57	приводит к тому	1	1
58	все более и	1	1
59	известно о двух	1	1
60	перед нами в	1	1
61	с другой стороны	1	1
62	и т.п в	1	1
63	так же как	2	1
64	и все же	1	1
65	у него в	1	1
66	того факта что	1	1
67	том случае если	1	1
68	с самого начала	1	1
69	не только не	2	1
70	более и более	1	1
71	стремились показать что	1	1
72	той или иной	1	1
73	можно сказать что	1	1
74	но ведь это	1	1
75	случае если бы	1	1
76	только в том	2	1
77	отношению к личности	1	1
78	после того как	1	1
79	из этих двух	1	1
80	и в конечном	1	1
81	что она при	1	1
82	как и в	3	1
83	в один ряд	1	1
84	к тому же	2	1
85	мы стремились показать	1	1
86	и не то	1	1
87	в своей жизни	1	1
