N	2gram	Propp_Russ_2	Vladivir
1	и в	29	30
2	в году	3	24
3	в этом	11	20
4	то что	5	20
5	и не	1	18
6	в том	22	18
7	и с	10	14
8	а н	3	14
9	что он	1	13
10	в конце	1	13
11	не только	10	12
12	том что	22	12
13	там же	12	12
14	что в	22	12
15	как мы	3	11
16	в его	1	11
17	а в	9	11
18	сказать что	1	11
19	и вообще	1	10
20	а также	4	10
21	не было	2	10
22	и даже	1	10
23	все же	2	9
24	кроме того	2	9
25	было бы	3	9
26	не в	4	9
27	в то	2	9
28	не может	5	9
29	для него	1	9
30	потому что	5	9
31	в своем	1	8
32	но в	5	8
33	связи с	2	8
34	но и	8	8
35	вместе с	6	8
36	до конца	3	7
37	никогда не	2	7
38	не менее	2	7
39	в эти	1	7
40	может быть	13	7
41	а не	4	7
42	как это	4	7
43	для нас	6	7
44	и все	4	7
45	он был	1	6
46	хотя и	1	6
47	об этом	2	6
48	в москве	1	6
49	тем не	2	6
50	и его	1	6
51	у нас	4	6
52	то время	2	6
53	только в	1	6
54	всяком случае	1	6
55	а именно	3	6
56	прежде всего	2	6
57	о чем	4	6
58	к этому	5	6
59	во всяком	1	6
60	и то	2	5
61	н ф	2	5
62	с этим	2	5
63	все эти	3	5
64	при этом	6	5
65	как и	11	5
66	в своей	2	5
67	в котором	3	5
68	так как	13	5
69	так и	1	5
70	с ним	1	5
71	и что	5	5
72	того что	3	5
73	тот же	1	5
74	так что	4	5
75	в течение	2	5
76	как бы	18	5
77	в основном	1	5
78	все это	10	5
79	из этого	2	5
80	то же	4	4
81	с в	8	4
82	то это	1	4
83	в ней	1	4
84	и на	6	4
85	что его	1	4
86	совсем не	2	4
87	отношение к	1	4
88	в которой	2	4
89	что это	3	4
90	в этой	3	4
91	и если	1	4
92	в нем	1	4
93	его в	8	4
94	несмотря на	1	4
95	в этих	3	4
96	мы должны	1	4
97	и о	3	4
98	здесь не	1	4
99	можно сказать	1	4
100	по разным	1	4
101	о том	9	4
102	именно в	4	4
103	так же	4	4
104	в это	1	4
105	с этой	2	4
106	но это	1	4
107	и наконец	1	4
108	ко всему	1	4
109	него в	1	4
110	это время	2	4
111	можно говорить	1	3
112	во всех	3	3
113	но не	5	3
114	отличие от	3	3
115	как в	7	3
116	что касается	1	3
117	и как	2	3
118	более или	1	3
119	из этих	2	3
120	всех этих	1	3
121	в последний	3	3
122	таким образом	6	3
123	должен был	3	3
124	только одно	1	3
125	в них	4	3
126	должно быть	2	3
127	или менее	1	3
128	не столько	2	3
129	в отличие	3	3
130	но он	3	3
131	том же	4	3
132	а а	8	3
133	учения о	1	3
134	к ней	2	3
135	он называет	1	3
136	когда мы	2	3
137	и это	1	3
138	что и	2	3
139	уже не	4	3
140	уже в	1	3
141	в виде	4	3
142	а это	1	3
143	на этих	1	3
144	здесь мы	2	3
145	само собой	1	3
146	дело в	1	3
147	под влиянием	1	3
148	в данном	6	3
149	по существу	4	3
150	под названием	2	3
151	и для	2	3
152	тем более	1	3
153	в свою	1	3
154	в таком	4	3
155	это в	2	3
156	и особенно	1	3
157	также что	2	2
158	и есть	1	2
159	года к	1	2
160	очень много	1	2
161	и до	1	2
162	что эти	1	2
163	мы уже	1	2
164	г в	1	2
165	еще на	1	2
166	жизни по	1	2
167	что если	1	2
168	время как	1	2
169	не был	2	2
170	по своему	1	2
171	только тогда	3	2
172	а он	2	2
173	он пишет	1	2
174	за эти	1	2
175	к числу	2	2
176	в самом	1	2
177	во многих	9	2
178	как он	1	2
179	на то	1	2
180	не могла	1	2
181	а к	2	2
182	в статье	1	2
183	вера в	1	2
184	том чтобы	2	2
185	на земле	5	2
186	и по	3	2
187	на этом	3	2
188	но все	1	2
189	на все	1	2
190	это не	5	2
191	однако здесь	1	2
192	он же	1	2
193	с тем	6	2
194	а за	4	2
195	мы видели	7	2
196	говорится о	1	2
197	мы не	6	2
198	еще в	2	2
199	на первый	3	2
200	и при	2	2
201	ли он	1	2
202	оставаться в	1	2
203	в их	2	2
204	их в	4	2
205	однако в	1	2
206	и очень	1	2
207	с которой	1	2
208	она не	3	2
209	не имеет	3	2
210	тогда когда	4	2
211	того как	2	2
212	и притом	1	2
213	с и	1	2
214	того чтобы	6	2
215	к вам	5	2
216	как будто	1	2
217	начиная с	2	2
218	которое в	2	2
219	будто бы	5	2
220	в настоящее	1	2
221	некоторой степени	1	2
222	в виду	2	2
223	свою очередь	1	2
224	не могу	1	2
225	без всякого	1	2
226	данном случае	7	2
227	возможно что	1	2
228	ничего не	1	2
229	настоящее время	1	2
230	после того	2	2
231	и во	1	2
232	нас в	1	2
233	к нему	4	2
234	на другие	1	2
235	по возвращении	2	2
236	i и	1	2
237	ни с	1	2
238	же они	1	2
239	себе в	1	2
240	друг друга	3	2
241	до некоторой	1	2
242	ее на	2	2
243	для того	6	2
244	как у	1	2
245	здесь в	2	2
246	этому времени	1	2
247	что для	3	2
248	церкви и	2	2
249	был в	1	2
250	не на	1	2
251	на эту	2	2
252	нет никаких	2	2
253	и потому	1	2
254	или по	1	2
255	на руках	2	2
256	можно было	2	2
257	и от	3	2
258	в двух	1	2
259	к этой	1	2
260	петра i	1	2
261	же в	6	2
262	жизни в	2	2
263	о своем	1	2
264	с ней	5	2
265	есть и	1	2
266	же и	1	2
267	не говорится	2	2
268	в своих	2	2
269	и т	5	1
270	одним из	2	1
271	например в	1	1
272	в этот	10	1
273	в тех	1	1
274	и др	1	1
275	последний раз	1	1
276	текст которой	1	1
277	не имело	1	1
278	смерть в	1	1
279	с таким	1	1
280	и за	1	1
281	по его	1	1
282	хлеб и	1	1
283	к церкви	1	1
284	отсюда видно	1	1
285	что между	1	1
286	в первый	1	1
287	нас важно	1	1
288	из своих	1	1
289	делать не	1	1
290	этом не	1	1
291	представлением о	1	1
292	говорить о	1	1
293	но она	2	1
294	что иное	2	1
295	в полной	1	1
296	представление о	5	1
297	которое не	1	1
298	мы здесь	2	1
299	в которых	4	1
300	иное как	2	1
301	в воскресении	1	1
302	этим не	1	1
303	или до	1	1
304	за него	1	1
305	и сл	4	1
306	не все	4	1
307	если в	1	1
308	а через	2	1
309	что так	1	1
310	не просто	1	1
311	нет и	1	1
312	что они	1	1
313	во что	1	1
314	тем больше	1	1
315	течение всего	1	1
316	мертвых и	2	1
317	независимо от	1	1
318	что именно	1	1
319	так называемая	1	1
320	природы и	2	1
321	некоторое время	1	1
322	в среду	1	1
323	этом же	1	1
324	когда он	1	1
325	как уже	2	1
326	что по	4	1
327	по пути	1	1
328	его к	1	1
329	этой цели	2	1
330	ясно и	1	1
331	под таким	1	1
332	та же	2	1
333	себя к	1	1
334	он в	1	1
335	было ни	1	1
