N	2gram	Vinokur_Vv_1	Problema
1	и в	27	44
2	вовсе не	6	37
3	и не	13	35
4	не есть	4	35
5	может быть	24	28
6	по себе	9	25
7	потому что	14	25
8	не просто	4	23
9	то что	17	23
10	в том	31	21
11	только в	13	19
12	а не	3	18
13	в этом	34	17
14	также и	16	16
15	даже и	3	16
16	сказать что	5	16
17	когда мы	2	15
18	и то	5	14
19	не только	21	14
20	и даже	5	14
21	и т	43	13
22	то же	8	13
23	т д	37	13
24	не в	8	13
25	но в	10	12
26	том что	26	12
27	той или	1	12
28	так что	5	12
29	художественного образа	1	12
30	то это	3	10
31	так и	1	10
32	как и	5	10
33	тем не	8	10
34	не менее	8	10
35	у нас	2	10
36	в виду	4	10
37	но и	5	10
38	что всякий	1	9
39	не имеет	4	9
40	в нем	13	9
41	и с	2	9
42	это не	8	9
43	и тем	5	9
44	в то	5	9
45	и это	6	9
46	никак не	1	9
47	в его	10	9
48	что и	3	9
49	что он	4	9
50	как нечто	8	9
51	так как	13	9
52	в данном	11	9
53	как бы	5	9
54	же самое	2	9
55	таким образом	19	9
56	и от	1	9
57	во всяком	3	9
58	смысле слова	7	8
59	сама по	3	8
60	в себе	4	8
61	было бы	5	8
62	но это	1	8
63	и вообще	3	8
64	есть нечто	1	8
65	как раз	4	8
66	связи с	3	8
67	как мы	9	8
68	здесь не	2	8
69	того что	12	8
70	при помощи	2	8
71	или иной	1	8
72	а именно	6	8
73	что же	3	8
74	что мы	2	8
75	что в	11	8
76	это и	1	7
77	мы не	2	7
78	в связи	2	7
79	на самом	1	7
80	все эти	3	7
81	мы должны	1	7
82	данном случае	5	7
83	вещи и	1	7
84	с ним	1	7
85	и что	4	7
86	с другой	8	7
87	значит что	1	7
88	уже не	5	7
89	мы находим	1	7
90	еще и	3	7
91	не может	13	7
92	сам по	1	6
93	в целом	5	6
94	все же	8	6
95	и к	1	6
96	о том	15	6
97	то ни	1	6
98	ясно что	9	6
99	того или	1	6
100	но если	3	6
101	никогда не	3	6
102	для этого	3	6
103	другими словами	1	6
104	можно сказать	3	6
105	всяком случае	3	6
106	мы можем	2	6
107	такого рода	2	6
108	в виде	4	6
109	жизни и	2	6
110	и есть	3	5
111	есть не	3	5
112	еще не	4	5
113	а только	8	5
114	значение и	2	5
115	в своем	3	5
116	хотя и	3	5
117	с тем	6	5
118	и сам	2	5
119	точки зрения	7	5
120	в своей	4	5
121	как о	4	5
122	тех или	3	5
123	и его	5	5
124	и о	1	5
125	в ней	3	5
126	крайней мере	4	5
127	что здесь	2	5
128	с той	1	5
129	только на	3	5
130	гораздо более	3	5
131	или даже	1	5
132	в конце	3	5
133	не было	1	5
134	по крайней	4	5
135	этом случае	6	5
136	так же	3	5
137	как в	1	5
138	да и	4	5
139	этого слова	2	5
140	все это	6	5
141	а в	5	5
142	с ней	2	5
143	другой стороны	5	5
144	состоит из	1	5
145	не что	4	4
146	мы уже	1	4
147	что иное	4	4
148	он сам	3	4
149	иное как	5	4
150	бы то	1	4
151	в чем	4	4
152	но как	2	4
153	только при	1	4
154	чем же	3	4
155	для которой	1	4
156	при этом	3	4
157	же касается	2	4
158	заключается в	4	4
159	и без	2	4
160	тому что	2	4
161	нет никакого	1	4
162	дело в	3	4
163	и является	1	4
164	о чем-то	1	4
165	только с	3	4
166	или иных	3	4
167	есть только	2	4
168	отличается от	1	4
169	в ее	11	4
170	языка и	12	4
171	можно было	7	4
172	имеется в	1	4
173	с полным	1	4
174	д и	1	4
175	что даже	2	4
176	ни с	2	4
177	совсем другое	1	4
178	тем что	6	4
179	на этот	4	4
180	мы говорим	2	4
181	или по	1	4
182	это значит	1	4
183	дело здесь	1	4
184	самом же	1	4
185	или в	1	4
186	а также	3	4
187	совершенно не	1	4
188	в каком	1	4
189	отношения к	1	3
190	же как	3	3
191	но тогда	1	3
192	то в	1	3
193	выражается в	1	3
194	имеет свою	2	3
195	говорить о	3	3
196	и ее	4	3
197	из того	2	3
198	но не	7	3
199	в настоящем	1	3
200	общего с	1	3
201	кроме того	1	3
202	и как	9	3
203	с понятием	3	3
204	идея и	1	3
205	в самом	12	3
206	весь круг	1	3
207	что это	3	3
208	в этой	3	3
209	говорят о	1	3
210	на то	1	3
211	как оно	3	3
212	конце концов	2	3
213	свой собственный	1	3
214	что у	1	3
215	что тут	1	3
216	одно и	1	3
217	но все	3	3
218	значение в	2	3
219	об этом	5	3
220	его в	6	3
221	с другими	1	3
222	только о	2	3
223	но уже	2	3
224	о которых	2	3
225	все равно	1	3
226	и тогда	3	3
227	не значит	1	3
228	что такое	10	3
229	в которых	6	3
230	и очень	1	3
231	теми или	1	3
232	в таких	1	3
233	иной раз	2	3
234	ничего не	2	3
235	находятся в	2	3
236	как будто	3	3
237	если его	1	3
238	как только	1	3
239	свое значение	2	3
240	если же	2	3
241	на нечто	1	3
242	без всякого	1	3
243	то или	1	3
244	идет речь	2	3
245	если бы	2	3
246	виде и	1	3
247	или как	3	3
248	том или	1	3
249	во всей	1	3
250	быть и	2	3
251	этот вопрос	4	3
252	не мешает	1	3
253	вся эта	1	3
254	в качестве	7	3
255	самом деле	6	3
256	есть в	1	3
