N	2gram	Bakhtin_Fr_8	Literetu
1	не только	8	24
2	при этом	4	19
3	в качестве	4	17
4	но и	9	17
5	в том	13	16
6	а не	2	16
7	в частности	7	15
8	том что	8	14
9	в году	3	13
10	может быть	3	13
11	и не	9	12
12	в этом	14	12
13	в своем	3	11
14	состоит в	1	11
15	своего рода	5	11
16	прежде всего	6	11
17	то что	3	10
18	не в	3	8
19	и в	56	8
20	только в	9	8
21	как бы	11	7
22	в себе	4	7
23	в его	18	7
24	уже не	3	7
25	то есть	24	6
26	как и	5	6
27	точки зрения	6	6
28	и сам	2	6
29	того что	1	6
30	связи с	6	6
31	себя в	1	6
32	xix века	1	6
33	одним из	5	5
34	то же	11	5
35	отличие от	1	5
36	как в	1	5
37	в отличие	1	5
38	в то	12	5
39	казалось бы	3	5
40	а также	3	5
41	же время	10	5
42	же в	1	5
43	что он	2	5
44	уже в	2	5
45	не может	2	5
46	в данном	2	5
47	с этой	2	5
48	с его	5	5
49	в своей	2	4
50	еще не	10	4
51	но не	5	4
52	в этой	6	4
53	все же	2	4
54	по преимуществу	2	4
55	не как	2	4
56	с собой	2	4
57	лишь в	1	4
58	для этого	1	4
59	и его	12	4
60	данном случае	2	4
61	никогда не	5	4
62	так и	13	4
63	еще в	1	4
64	в формах	1	4
65	и тем	1	4
66	свобода от	1	4
67	из них	2	4
68	как раз	2	4
69	и т.п	11	4
70	о себе	2	4
71	в связи	3	4
72	это не	2	4
73	культуры в	2	4
74	в своих	4	4
75	например в	4	3
76	тем же	1	3
77	века в	1	3
78	также и	2	3
79	что его	1	3
80	по отношению	1	3
81	в самом	9	3
82	с их	2	3
83	таким образом	17	3
84	той же	6	3
85	его в	2	3
86	далеко не	2	3
87	он и	2	3
88	несмотря на	2	3
89	не мог	3	3
90	в их	3	3
91	но в	6	3
92	том же	1	3
93	на рубеже	3	3
94	дело в	2	3
95	одна из	4	3
96	в основе	4	3
97	в области	5	3
98	всего в	1	3
99	в виду	1	3
100	в пределах	5	3
101	другого в	1	3
102	по своей	4	3
103	один из	5	3
104	и прежде	1	3
105	потому что	6	3
106	одно из	1	3
107	у него	7	3
108	и даже	8	3
109	с другой	2	3
110	этом как	1	3
111	еще и	3	3
112	и др	8	3
113	не было	5	3
114	мира в	1	3
115	жизни и	1	3
116	что в	5	3
117	а в	2	3
118	всем и	1	2
119	чтобы не	1	2
120	человека и	2	2
121	того же	1	2
122	и то	2	2
123	самом деле	2	2
124	для своего	2	2
125	та же	1	2
126	в сущности	8	2
127	то это	1	2
128	и самого	1	2
129	как правило	1	2
130	то он	1	2
131	только то	1	2
132	все эти	15	2
133	из этих	1	2
134	тому же	1	2
135	во многих	1	2
136	как он	1	2
137	в нем	8	2
138	не к	1	2
139	подобно тому	1	2
140	для всей	1	2
141	здесь как	2	2
142	было бы	2	2
143	на почве	1	2
144	в слове	2	2
145	а как	1	2
146	с точки	2	2
147	мы в	1	2
148	даже в	4	2
149	автора а	1	2
150	дело не	2	2
151	было у	2	2
152	и является	1	2
