N	3gram	Tiupa_Hudo_2	Problema
1	тем не менее	3	18
2	и т д	2	10
3	то же самое	2	9
4	для того чтобы	3	8
5	в данном случае	2	8
6	как раз и	1	7
7	содержит в себе	1	7
8	в таком случае	1	6
9	о том что	7	5
10	в том что	11	5
11	точно так же	1	4
12	же самое время	1	4
13	той или иной	1	4
14	в то же	4	4
15	дело в том	1	3
16	с точки зрения	2	3
17	до сих пор	2	3
18	именно то что	1	3
19	и в других	1	3
20	не только не	2	3
21	можно сказать что	1	3
22	в настоящее время	1	3
23	с другой стороны	1	3
24	о том как	2	2
25	в этом случае	1	2
26	но это только	1	2
27	в самом деле	3	2
28	так или иначе	1	2
29	то и другое	1	2
30	и то что	1	2
31	так же как	2	2
32	сих пор мы	1	2
33	однако и здесь	1	2
34	а также и	1	2
35	и в этом	2	2
36	не может быть	3	2
37	того или иного	2	2
38	и в самом	1	2
39	можно было бы	2	2
40	подобно тому как	4	2
41	на том что	1	2
42	я не понимаю	2	1
43	а между тем	3	1
44	жизни то в	1	1
45	и это было	1	1
46	самое время он	1	1
47	сводится к тому	1	1
48	есть гораздо более	1	1
49	во что бы	1	1
50	об этом тоже	1	1
51	то ни стало	1	1
52	мы имеем дело	1	1
53	между внешней и	1	1
54	но то что	1	1
55	если бы оно	1	1
56	внешним образом и	1	1
57	он об этом	1	1
58	никоим образом не	1	1
59	тот или иной	1	1
60	и в то	2	1
61	внешней и внутренней	1	1
62	что человек есть	1	1
63	в этом отношении	1	1
64	и т п	2	1
65	только тем что	2	1
66	то или иное	1	1
67	не то что	1	1
68	то что было	2	1
69	что же такое	1	1
70	в это время	1	1
71	что бы то	1	1
72	внешним и внутренним	2	1
73	то время как	1	1
74	в самом начале	1	1
75	же как и	1	1
76	не только в	2	1
77	тем что он	1	1
78	как будто бы	2	1
79	между внешним и	2	1
80	при этом что	1	1
81	это было бы	1	1
82	в течение всей	1	1
83	одно из центральных	1	1
84	превращает их в	1	1
85	перед нами в	1	1
86	несет в себе	1	1
87	к той же	1	1
88	бы то ни	1	1
89	только в таком	1	1
90	именно тем что	1	1
91	а не в	2	1
92	но ведь это	1	1
93	и в том	1	1
94	уже одно это	2	1
95	есть и своя	1	1
96	нельзя сказать что	1	1
97	как бы желая	1	1
98	к такого рода	1	1
99	заключается в том	1	1
100	в то время	1	1
101	и для чего	1	1
102	знать в том	1	1
103	но еще и	2	1
104	которая была бы	1	1
105	к тому что	4	1
106	а в действительности	1	1
107	на нечто такое	1	1
108	как и в	3	1
109	в разговоре с	1	1
110	к тому же	2	1
