N	2gram	Tiupa_Anal_2	Poddanst
1	не только	16	17
2	и в	16	14
3	и не	12	12
4	в этом	18	10
5	в отношении	1	10
6	в качестве	11	9
7	но в	6	9
8	то же	4	9
9	в том	12	9
10	в пределах	9	8
11	н и	2	8
12	хотя бы	1	8
13	только в	4	7
14	в то	2	7
15	же время	2	7
16	было бы	3	6
17	но и	12	6
18	р и	1	6
19	отношении к	1	5
20	с другой	6	5
21	может быть	6	5
22	не в	4	5
23	и о	1	5
24	если бы	3	4
25	а также	7	4
26	в своем	4	4
27	и к	5	4
28	как бы	10	4
29	и если	3	4
30	том что	12	4
31	не может	4	4
32	и потому	1	4
33	в котором	2	4
34	по себе	2	4
35	а л	2	4
36	л и	2	4
37	что в	2	4
38	мы должны	1	4
39	же в	1	4
40	а в	3	4
41	то что	7	4
42	из рамок	1	4
43	и т	1	3
44	сводится к	3	3
45	столь же	4	3
46	между тем	2	3
47	это не	1	3
48	вслед за	2	3
49	о н	2	3
50	хотя и	4	3
51	и как	1	3
52	тот же	1	3
53	с ними	3	3
54	с одной	5	3
55	в себе	7	3
56	в нем	1	3
57	сами по	1	3
58	заключается в	1	3
59	прежде всего	3	3
60	одной стороны	4	3
61	с точки	2	3
62	но не	4	3
63	могут быть	10	3
64	т е	2	3
65	тем самым	4	3
66	потому что	1	3
67	точки зрения	4	3
68	я и	3	3
69	ц и	2	2
70	отношения к	2	2
71	в ее	1	2
72	переход от	1	2
73	о с	1	2
74	в мире	6	2
75	было в	1	2
76	есть не	1	2
77	начала и	1	2
78	с с	1	2
79	в сочетании	7	2
80	одних и	1	2
81	но к	1	2
82	никак не	2	2
83	в значительной	2	2
84	во всех	4	2
85	в которую	1	2
86	говорить о	6	2
87	в общем	2	2
88	со стороны	3	2
89	отнюдь не	8	2
90	того что	2	2
91	стороны и	1	2
92	есть в	3	2
93	но о	1	2
94	и резко	1	2
95	в начале	1	2
96	в его	2	2
97	из них	3	2
98	а ц	2	2
99	не к	1	2
100	в силу	1	2
101	как раз	4	2
102	по-видимому не	1	2
103	где в	1	2
104	в статье	1	2
105	полной мере	1	2
106	может ли	2	2
107	м и	3	2
108	именно в	3	2
109	и тем	4	2
110	в жизни	1	2
111	в них	1	2
112	а не	10	2
113	в ряду	1	2
114	и з	2	2
115	в эту	3	2
116	не столько	3	2
117	не менее	4	2
118	своем значении	1	2
119	о т	2	2
120	все это	4	2
121	между прочим	1	2
122	не о	2	2
123	на этих	1	2
124	одна из	1	2
125	сколько бы	1	2
126	да и	1	2
127	в полной	1	2
128	еще более	2	2
129	тем более	1	2
130	для нас	1	2
131	может и	1	2
132	в частности	16	2
133	как на	1	2
134	в применении	1	1
135	также и	1	1
136	с другом	1	1
137	и то	3	1
138	как известно	1	1
139	на основе	2	1
140	протекает не	1	1
141	л о	1	1
142	тем же	1	1
143	в себя	4	1
144	по преимуществу	4	1
145	на две	3	1
146	применении к	1	1
147	те же	2	1
148	не с	4	1
149	особенно в	7	1
150	по природе	2	1
151	в борьбе	2	1
152	во мраке	1	1
153	еще в	2	1
154	не вполне	1	1
155	на себя	5	1
156	почти исключительно	1	1
157	с ее	2	1
158	и ее	1	1
159	слова о	1	1
160	и здесь	1	1
161	вопроса и	1	1
162	видение и	1	1
163	может не	1	1
164	не означает	1	1
165	и что	1	1
166	внутреннего зрения	12	1
167	еще не	2	1
168	и на	6	1
169	он был	2	1
170	оно ни	1	1
171	с его	1	1
172	это имеет	1	1
173	восходит к	1	1
174	грань между	2	1
175	не все	1	1
176	борьбе с	2	1
177	что и	3	1
178	отличие от	2	1
179	выступает как	1	1
180	них в	1	1
181	в рамках	3	1
182	известном смысле	1	1
183	мы видим	1	1
184	е т	1	1
185	более или	1	1
186	в какой	1	1
187	веры в	1	1
188	в самом	6	1
189	только то	1	1
190	в которой	1	1
191	во времени	2	1
192	бы и	1	1
193	представляет собой	8	1
194	из этих	1	1
195	человека с	1	1
196	себя в	2	1
197	в известном	1	1
198	что его	1	1
199	сливаются в	1	1
200	уже в	1	1
201	только на	3	1
202	на то	2	1
203	если он	1	1
204	но на	1	1
205	в наших	1	1
206	наш взгляд	1	1
207	этого процесса	1	1
208	было с	1	1
209	связывается с	2	1
210	только к	1	1
211	в восприятии	1	1
212	одно из	2	1
213	идеи и	1	1
214	не как	1	1
215	к ним	1	1
216	чтобы в	1	1
217	каждый из	1	1
218	на наш	1	1
219	и по	1	1
220	следует понимать	1	1
221	прежде чем	1	1
