N	2gram	Trubetskoy_1	Psycholo
1	в том	30	37
2	и в	23	32
3	и что	8	22
4	то есть	2	21
5	том что	19	21
6	потому что	9	21
7	таким образом	31	21
8	то что	18	21
9	что в	8	20
10	может быть	16	18
11	так же	8	18
12	точки зрения	13	17
13	что и	7	17
14	не может	17	17
15	самом деле	12	16
16	что она	1	16
17	того чтобы	8	14
18	то же	4	13
19	в этом	12	13
20	при этом	9	13
21	для того	8	13
22	что он	7	13
23	в самом	8	12
24	заключается в	2	12
25	не только	7	12
26	с и	1	12
27	если мы	4	12
28	так как	7	12
29	на то	9	11
30	было бы	3	11
31	с тем	2	11
32	в основе	2	11
33	с точки	8	10
34	при помощи	3	10
35	но и	9	10
36	как и	9	10
37	и не	8	10
38	как в	1	9
39	никогда не	4	9
40	что при	6	9
41	тем что	1	9
42	что все	5	9
43	в своих	2	9
44	на деле	1	8
45	той же	1	8
46	что это	5	8
47	не в	8	8
48	не менее	7	8
49	того что	6	8
50	в сущности	2	7
51	совершенно ясно	2	7
52	что они	2	7
53	и как	1	7
54	все эти	19	7
55	ясно что	8	7
56	такой же	2	7
57	и его	1	7
58	как будто	5	7
59	к тому	8	7
60	можно было	1	7
61	только в	6	7
62	мы знаем	10	7
63	что для	4	7
64	а не	1	7
65	в психологии	3	7
66	сказать что	1	7
67	что если	3	6
68	в этой	6	6
69	целый ряд	4	6
70	он не	3	6
71	если бы	8	6
72	те же	2	6
73	о том	7	6
74	тот же	3	6
75	к психологии	2	6
76	и из	2	6
77	как бы	10	6
78	художественное произведение	1	6
79	же самое	1	6
80	на самом	7	5
81	исходит из	1	5
82	и на	6	5
83	что его	4	5
84	только на	1	5
85	что у	2	5
86	на все	5	5
87	далеко не	5	5
88	сейчас же	3	5
89	все это	11	5
90	в то	6	5
91	есть только	1	5
92	в ней	3	5
93	и даже	1	5
94	до сих	8	5
95	отнюдь не	2	5
96	сих пор	8	5
97	как на	4	5
98	ту же	2	4
99	же как	3	4
100	есть не	1	4
101	столь же	5	4
102	с этим	11	4
103	все же	13	4
104	в целом	5	4
105	и те	2	4
106	в нем	3	4
107	к одному	1	4
108	одной и	2	4
109	и по	3	4
110	том случае	4	4
111	и с	5	4
112	и тем	1	4
113	в жизни	3	4
114	несмотря на	6	4
115	в данном	3	4
116	иначе говоря	4	4
117	знаем что	8	4
118	и той	1	4
119	образом и	2	4
120	и более	2	4
121	тому что	2	4
122	не имеет	1	4
123	того как	1	4
124	ничего не	1	4
125	и до	3	4
126	в сознании	6	4
127	что на	1	4
128	и для	6	4
129	могут быть	1	4
130	тем не	4	4
131	если же	3	4
132	и это	3	4
