N	3gram	Propp_Isto_7	RusskieA
1	в том что	4	18
2	состоит в том	1	13
3	в этом случае	1	6
4	в данном случае	3	6
5	т е в	2	5
6	и т д	16	5
7	вместе с тем	1	4
8	и в других	2	4
9	так же как	4	4
10	о том что	5	4
11	мы видели что	1	4
12	в эту ночь	1	3
13	в этих случаях	10	3
14	можно предположить что	2	3
15	одна из девушек	1	3
16	не может быть	3	3
17	тем не менее	4	2
18	же как и	1	2
19	это делалось для	1	2
20	они представляют собой	1	2
21	как можно больше	1	2
22	в том чтобы	2	2
23	эти представления не	1	2
24	в этом и	2	2
25	мы не можем	2	2
26	в то время	2	2
27	после того как	2	2
28	с одной стороны	4	2
29	приводит нас к	1	2
30	а именно в	1	2
31	в другом месте	1	1
32	не все ясно	2	1
33	в глухую полночь	1	1
34	в народном сознании	1	1
35	мы здесь имеем	2	1
36	и одна из	1	1
37	к этому же	1	1
38	того как все	1	1
39	отсюда видно что	3	1
40	представляет для нас	1	1
41	но так как	1	1
42	более или менее	1	1
43	он показывает что	2	1
44	в тех случаях	4	1
45	но в данном	1	1
46	как и другие	2	1
47	вытекает из всего	1	1
48	о том как	1	1
49	и оно же	1	1
50	но далеко не	1	1
51	но все это	1	1
52	одна из особенностей	1	1
53	это не объясняет	1	1
54	и то и	1	1
55	в царстве мертвых	1	1
56	во многих других	1	1
57	но и в	2	1
58	как мы увидим	1	1
59	а так как	1	1
60	то что в	3	1
61	только там где	1	1
62	но это не	2	1
63	можно было бы	1	1
64	ничего не говорится	1	1
65	одна из них	1	1
66	а иногда и	1	1
67	сюда же относится	1	1
68	из всего комплекса	1	1
69	в предыдущей главе	1	1
70	в этой связи	1	1
71	этот обряд в	1	1
72	и от этого	1	1
73	здесь мы имеем	2	1
74	к заключению что	1	1
75	становятся в ряд	1	1
76	то же происходит	1	1
77	есть и другие	2	1
78	на первый взгляд	4	1
79	это конечно более	1	1
80	так как это	1	1
81	не входит в	1	1
82	в некоторых случаях	1	1
83	еще не все	3	1
84	во всех этих	6	1
85	то время как	2	1
86	показывает что при	1	1
87	она живет в	1	1
88	одним из самых	1	1
89	с другой стороны	8	1
90	возможно что здесь	1	1
91	это не совсем	1	1
92	жизнь но и	1	1
93	тот кто сорвал	1	1
94	то же значение	1	1
95	к себе в	1	1
96	выше мы видели	1	1
97	во всем этом	1	1
98	один из них	1	1
99	с того что	3	1
100	не только на	1	1
101	раздвинутыми ногами и	1	1
102	смысла и значения	1	1
103	с тем и	1	1
104	совершенно очевидно что	1	1
105	вопрос о том	1	1
106	за тридевять земель	5	1
107	тех случаях когда	3	1
108	как мы уже	1	1
109	мы и здесь	1	1
110	же к этому	1	1
111	обряд состоит в	1	1
112	может быть поставлен	1	1
113	дело не в	3	1
114	мы уже знаем	3	1
115	в сказке как	2	1
116	если предположить что	1	1
117	с раздвинутыми ногами	1	1
118	животных и т	1	1
119	по его мнению	1	1
120	всех этих случаях	6	1
121	для нас не	1	1
122	как и в	2	1
123	до того момента	1	1
124	интерес представляет для	1	1
125	в мировом фольклоре	1	1
126	о чем речь	1	1
127	приведенные материалы дают	1	1
128	как мы видели	1	1
129	там же к	1	1
