N	2gram	Bakhtin_sl_2	Istorich
1	что он	2	24
2	и т	35	19
3	не только	24	18
4	т д	2	18
5	может быть	37	17
6	и в	39	15
7	никогда не	7	15
8	так как	4	14
9	но и	21	14
10	что в	3	12
11	то что	2	12
12	а в	4	12
13	в этом	16	11
14	об этом	1	11
15	в этих	7	11
16	и не	22	11
17	то же	4	10
18	его в	4	10
19	этих случаях	2	10
20	еще не	7	9
21	все же	6	9
22	в другом	2	9
23	и здесь	2	9
24	должны были	1	8
25	он не	2	8
26	связи с	3	8
27	один из	5	8
28	мы увидим	2	8
29	мы можем	1	8
30	в нем	19	7
31	таким образом	8	7
32	том что	5	7
33	не в	9	7
34	ничего не	1	7
35	вместе с	2	7
36	сих пор	2	7
37	но в	6	6
38	и что	1	6
39	в его	7	6
40	что и	3	6
41	мы уже	2	6
42	до сих	2	6
43	как бы	7	6
44	в том	5	6
45	только в	5	6
46	и есть	1	5
47	как в	13	5
48	с этим	2	5
49	и наконец	5	5
50	что она	1	5
51	но все	5	5
52	попадает в	1	5
53	этого не	1	5
54	на него	2	5
55	что при	1	5
56	так и	15	5
57	связан с	3	5
58	она не	6	5
59	к нему	3	5
60	в одном	2	5
61	прежде всего	8	5
62	представления о	1	5
63	а не	14	5
64	в связи	2	5
65	не может	20	5
66	этом случае	6	5
67	со всех	1	4
68	всех сторон	2	4
69	в ней	3	4
70	и на	4	4
71	в одной	1	4
72	в себе	2	4
73	все эти	6	4
74	в этой	1	4
75	при этом	7	4
76	и с	9	4
77	но он	2	4
78	дело не	1	4
79	того как	2	4
80	для нас	5	4
81	о нем	2	4
82	другими словами	1	4
83	или на	2	4
84	с одной	5	4
85	его и	2	4
86	у него	3	4
87	тем что	1	4
88	и др	4	4
89	но это	3	4
90	одной из	1	4
91	и другие	2	4
92	они не	2	4
93	говорит ты	1	3
94	мы не	2	3
95	видели что	1	3
96	увидим что	1	3
97	он в	1	3
98	как он	2	3
99	на то	1	3
100	всех этих	4	3
101	должен был	1	3
102	в их	2	3
103	когда она	1	3
104	с одним	2	3
105	и его	33	3
106	и это	1	3
107	в себя	2	3
108	так в	2	3
109	роль в	2	3
110	мог бы	1	3
111	о том	2	3
112	должно было	1	3
113	а именно	2	3
114	и она	1	3
115	того что	1	3
116	в качестве	1	3
117	же и	2	3
118	по отношению	4	3
119	в других	1	3
120	одной стороны	5	3
121	эти слова	2	3
122	как это	3	3
123	все это	16	3
124	силу и	1	3
125	отношению к	4	3
126	к материалу	2	2
127	например в	5	2
128	и для	5	2
129	в сущности	6	2
130	хотя бы	3	2
131	они были	1	2
132	для наших	1	2
133	не знают	1	2
134	во всех	12	2
135	то мы	1	2
136	но не	6	2
137	не все	2	2
138	не просто	1	2
139	материал в	3	2
140	его на	1	2
141	перед нами	3	2
142	но его	1	2
143	говорят о	1	2
144	на его	2	2
145	так сказать	6	2
146	и социальной	3	2
147	очень разнообразны	1	2
148	из него	2	2
149	и по	1	2
150	человека в	5	2
151	и может	1	2
152	той же	3	2
153	его не	4	2
154	на этой	1	2
155	с другими	4	2
156	это не	5	2
157	не соответствует	1	2
158	ни в	4	2
159	он является	1	2
160	как и	6	2
161	мы видели	2	2
162	такой же	1	2
163	нисколько не	1	2
