N	3gram	Bakhtin_Fr_6	EvropaiC
1	в том что	2	16
2	до сих пор	3	12
3	по отношению к	1	10
4	с точки зрения	2	8
5	более или менее	1	7
6	что касается до	1	6
7	для того чтобы	1	6
8	в самом деле	4	5
9	в этой области	1	4
10	с другой стороны	2	4
11	не может быть	1	4
12	о том что	5	4
13	начало и конец	2	4
14	в конце концов	1	4
15	и того же	1	3
16	в настоящее время	1	3
17	одного и того	1	3
18	и то что	2	3
19	в данном случае	2	3
20	все же не	1	3
21	в связи с	1	3
22	в целом ряде	1	3
23	таким образом в	2	3
24	заключается в том	1	3
25	в начале этой	1	2
26	таким образом здесь	1	2
27	том что он	1	2
28	что же касается	1	2
29	как и все	1	2
30	и все что	1	2
31	только то что	1	2
32	то же время	5	2
33	рано или поздно	1	2
34	вместе с тем	1	2
35	с одной стороны	4	2
36	а с другой	1	2
37	друг к другу	1	2
38	во всех этих	2	2
39	нечего и говорить	1	2
40	но все же	1	2
41	в то же	5	2
42	не во всех	1	1
43	мы уже говорили	11	1
44	никогда не было	1	1
45	по этому вопросу	1	1
46	есть как бы	1	1
47	дело в том	1	1
48	мы уже сказали	3	1
49	не только с	2	1
50	если мы будем	1	1
51	никак не может	2	1
52	сих пор еще	3	1
53	целом ряде других	1	1
54	в лучшем случае	1	1
55	что он может	1	1
56	в зависимости от	1	1
57	себя все что	1	1
58	все же они	1	1
59	является одним из	1	1
60	у него в	1	1
61	лишь тогда когда	1	1
62	между тем как	1	1
63	таким образом все	1	1
64	мы находим в	1	1
65	из того что	1	1
66	совершенно ясно что	1	1
67	а для этого	1	1
68	за то что	1	1
69	же трудно как	1	1
70	никакой роли в	1	1
71	начале этой главы	1	1
72	не замечает что	1	1
73	в себе и	1	1
74	уже говорили что	2	1
75	не забудем что	1	1
76	что все они	1	1
77	в ту же	1	1
78	свидетельствует о том	1	1
79	и в целом	1	1
80	каждый из них	2	1
81	как и вообще	1	1
82	в нем не	1	1
83	так и от	1	1
84	но и с	2	1
85	одним из самых	2	1
86	а то которое	1	1
87	о котором мы	3	1
88	вместо того чтобы	3	1
89	все то что	4	1
90	в широком смысле	1	1
91	а так как	1	1
92	не только внешний	1	1
93	так же трудно	1	1
94	в то время	1	1
95	та или иная	1	1
96	смысле этого слова	1	1
97	то есть в	2	1
98	и все это	1	1
99	и сейчас в	1	1
100	мы видели что	1	1
101	бы при этом	1	1
102	с этой целью	1	1
103	так и у	1	1
104	мы видим что	1	1
105	в большей степени	1	1
106	во всех странах	1	1
