N	3gram	Potebnia_M_1	slovoVRo
1	и т п	2	23
2	то же время	3	12
3	в то же	3	12
4	с точки зрения	3	8
5	во всяком случае	1	5
6	и т д	4	5
7	зрения на мир	1	4
8	с одной стороны	3	4
9	с другой стороны	5	4
10	то есть как	1	3
11	более или менее	1	3
12	таким образом в	1	3
13	по всей вероятности	1	3
14	так и в	3	3
15	языка в смысле	1	3
16	бы ни были	1	2
17	а между тем	3	2
18	в том и	2	2
19	и там где	1	2
20	языка то есть	2	2
21	до сих пор	1	2
22	может быть только	1	2
23	в первом случае	1	2
24	не только в	3	2
25	в то время	1	2
26	и в этом	6	2
27	не могут быть	2	2
28	в свою очередь	4	2
29	как бы ни	2	2
30	к тому что	2	2
31	можно было бы	1	2
32	и в том	3	2
33	и связанное с	1	1
34	во всем своем	1	1
35	а следовательно и	1	1
36	было бы невозможно	1	1
37	одной и той	3	1
38	может казаться что	2	1
39	там где нет	1	1
40	дело в том	2	1
41	и той же	3	1
42	как мы видим	1	1
43	это было бы	1	1
44	но это не	1	1
45	в нем самом	5	1
46	но и по	1	1
47	слова так и	1	1
48	они ни были	2	1
49	и в более	1	1
50	не имеют общего	1	1
51	бы то ни	2	1
52	но и в	4	1
53	в этом отношении	1	1
54	в которое он	1	1
55	или наоборот как	1	1
56	и в каждом	1	1
57	в противном случае	3	1
58	и в истории	1	1
59	с этой точки	1	1
60	по крайней мере	2	1
61	то есть его	1	1
62	не исчерпывают и	1	1
63	так как во	2	1
64	становится одним из	1	1
65	может быть не	1	1
66	то ни было	1	1
67	исчерпывают и не	1	1
68	жизни но и	1	1
69	на задний план	1	1
70	же то есть	2	1
71	того же в	1	1
72	и в отношении	1	1
73	в своей конкретной	1	1
74	есть только в	1	1
75	не может быть	9	1
76	тем не менее	6	1
77	о том что	1	1
78	а не его	1	1
79	но с другой	2	1
80	тем и другим	1	1
81	если бы мы	1	1
82	в одном из	1	1
83	этой точки зрения	1	1
84	и все это	1	1
85	с самого начала	3	1
86	не только не	2	1
87	не есть еще	1	1
88	и не могут	1	1
89	и потому не	1	1
90	бы они ни	2	1
91	бы невозможно так	1	1
92	для нас в	1	1
93	следовательно и в	1	1
94	между словом и	1	1
95	поэтому и языки	1	1
96	т п и	1	1
97	для того чтобы	2	1
98	в том что	13	1
99	то и в	2	1
100	друг друга и	1	1
101	как и в	2	1
102	даже с точки	1	1
103	слово но в	1	1
104	привело к тому	1	1
105	как мы видели	1	1
