N	3gram	Tiupa_Hudo_1	Dialekti
1	с точки зрения	3	14
2	в таком случае	1	10
3	тем не менее	3	10
4	что иное как	1	6
5	не может быть	3	6
6	не что иное	1	6
7	по крайней мере	1	5
8	о том что	1	5
9	подобно тому как	1	4
10	в то время	1	4
11	сама по себе	2	4
12	ни в коем	2	3
13	в коем случае	2	3
14	с одной стороны	2	3
15	в том что	7	3
16	есть не что	1	3
17	коем случае не	2	3
18	как и в	1	3
19	и прежде всего	1	3
20	в сравнении с	1	3
21	это было бы	1	2
22	того или иного	3	2
23	тот или иной	2	2
24	из того что	1	2
25	точно так же	1	2
26	с этой точки	1	2
27	субъект и объект	1	2
28	одно и то	3	2
29	при условии что	1	2
30	так же как	1	2
31	и то же	3	2
32	не могут быть	1	2
33	с другой стороны	5	2
34	этой точки зрения	1	2
35	иметь в виду	1	2
36	это и есть	1	2
37	той или иной	4	2
38	к тому что	2	2
39	к тому же	1	2
40	так или иначе	3	2
41	таким образом что	1	1
42	собственно говоря и	1	1
43	в этом мире	2	1
44	что в основе	2	1
45	в виду что	1	1
46	на наших глазах	2	1
47	имеем в виду	3	1
48	гоголевский хома брут	1	1
49	то же самое	1	1
50	точки зрения в	1	1
51	и в то	1	1
52	для себя и	1	1
53	перед нами не	1	1
54	я думаю что	1	1
55	что он должен	1	1
56	в себе никакого	1	1
57	еще не есть	1	1
58	у нее нет	1	1
59	не содержит в	1	1
60	того что не	1	1
61	чем собственно говоря	1	1
62	а не сама	1	1
63	исходит из того	1	1
64	имеем дело не	1	1
65	и в том	1	1
66	содержит в себе	1	1
67	более или менее	5	1
68	ни к чему	1	1
69	то же время	5	1
70	к чему не	1	1
71	я уже не	1	1
72	в конечном счете	5	1
73	бы то ни	1	1
74	то ни было	1	1
75	что говоря о	1	1
76	мы имеем в	3	1
77	в то же	5	1
78	в связи с	1	1
79	из этих двух	1	1
80	проявляет себя в	1	1
81	возможна только в	1	1
82	тех или иных	2	1
83	только при условии	1	1
