N	3gram	Bakhtin_sl_1	Istorich
1	с другой стороны	4	8
2	и т д	5	8
3	с одной стороны	4	7
4	в этом случае	2	6
5	в том что	1	5
6	до сих пор	2	4
7	не только в	2	4
8	о том что	1	4
9	мы имеем в	1	4
10	в данном случае	3	3
11	то время как	2	3
12	в то время	2	3
13	за тридевять земель	1	3
14	не может быть	1	3
15	на своем пути	1	2
16	но и в	1	2
17	не могло быть	1	2
18	во всяком случае	5	2
19	можно было бы	2	2
20	как и в	1	2
21	как мы видели	1	2
22	еще далеко не	1	1
23	там где нет	1	1
24	более или менее	3	1
25	и в особенности	4	1
26	отличается от того	1	1
27	и не может	2	1
28	в зависимости от	3	1
29	таким образом в	3	1
30	по аналогии с	1	1
31	но это не	1	1
32	то у нас	1	1
33	а иногда и	1	1
34	и там в	1	1
35	со всех сторон	1	1
36	с этой точки	1	1
37	то или иное	1	1
38	одно и то	2	1
39	своем месте и	1	1
40	как только он	1	1
41	на своем месте	1	1
42	но и на	1	1
43	от своего собственного	1	1
44	на задний план	1	1
45	и то же	2	1
46	а также и	1	1
47	обстоит дело с	1	1
48	так или иначе	1	1
49	и сам он	1	1
50	это не значит	1	1
51	один из этих	1	1
52	и в том	2	1
53	в свое время	1	1
54	этой точки зрения	1	1
55	вне поля зрения	1	1
56	и некоторые другие	1	1
57	так и в	3	1
58	и те же	1	1
59	можно сказать что	1	1
60	как мы видим	1	1
61	но здесь оно	1	1
62	в других случаях	2	1
63	тем не менее	1	1
64	друг с другом	2	1
65	для того чтобы	1	1
66	и с другой	1	1
