N	3gram	Potebnia_M_1	Psycholo
1	на то что	1	12
2	в том что	13	11
3	с точки зрения	3	9
4	для того чтобы	2	8
5	мы увидим что	3	7
6	все то что	2	6
7	заключается в том	1	6
8	с самого начала	3	6
9	до сих пор	1	5
10	и т п	2	5
11	с одной стороны	3	5
12	с другой стороны	5	5
13	и т д	4	4
14	до такой степени	1	3
15	и в этом	6	3
16	и то и	1	3
17	как если бы	1	3
18	указывает на то	1	3
19	о том что	1	3
20	то и другое	2	3
21	по его словам	2	2
22	на самом деле	1	2
23	в таком виде	2	2
24	только в том	6	2
25	только то что	1	2
26	то что в	1	2
27	не совпадает с	1	2
28	может быть не	1	2
29	смысле этого слова	1	2
30	ничего не может	1	2
31	между тем в	1	2
32	и как бы	3	2
33	не в том	4	2
34	все более и	2	2
35	во всяком случае	1	2
36	он не мог	1	2
37	мы видели что	1	2
38	мы не можем	1	2
39	в то время	1	2
40	в свою очередь	4	2
41	более и более	2	2
42	к тому что	2	2
43	в том смысле	4	2
44	как мы видели	1	2
45	то все же	1	1
46	мы будем иметь	1	1
47	в том виде	1	1
48	но все же	1	1
49	следует понимать и	1	1
50	то с другой	1	1
51	таким образом что	2	1
52	что так как	1	1
53	в обширном смысле	1	1
54	чем то что	1	1
55	не так как	1	1
56	того что в	1	1
57	потому что в	4	1
58	к одной и	1	1
59	это было бы	1	1
60	более или менее	1	1
61	и может быть	2	1
62	не могут понять	1	1
63	это все равно	1	1
64	только там где	1	1
65	в том и	2	1
66	есть необходимое условие	1	1
67	то есть чем	1	1
68	а не из	1	1
69	на это никакого	1	1
70	мы не имеем	2	1
71	между этими двумя	1	1
72	не могло бы	2	1
73	не было бы	1	1
74	в этом отношении	1	1
75	что не только	2	1
76	с тем что	3	1
77	обратить внимание на	1	1
78	т п с	1	1
79	заключает в себе	2	1
80	мы видели у	1	1
81	можно было бы	1	1
82	несмотря на их	1	1
83	она может быть	1	1
84	с этой точки	1	1
85	в одном и	2	1
86	в применении к	2	1
87	то есть из	1	1
88	и что в	3	1
89	что все они	1	1
90	там где он	1	1
91	находятся в обратном	1	1
92	не потому что	1	1
93	не зависит от	1	1
94	и при этом	2	1
95	в обратном отношении	1	1
96	в этом месте	1	1
97	не иначе как	2	1
98	что в таком	2	1
99	было бы предположить	1	1
100	встречаем и в	1	1
101	может быть названо	3	1
102	в этом можно	1	1
103	заключать в себе	1	1
104	и той же	3	1
105	а между тем	3	1
106	с таким образом	1	1
107	что несмотря на	1	1
108	не мог бы	1	1
109	этой точки зрения	1	1
110	все равно как	1	1
111	а в том	3	1
112	и все же	1	1
113	таким образом мы	1	1
114	том смысле что	1	1
115	если бы мы	1	1
116	насколько это возможно	1	1
117	не только не	2	1
118	к которому мы	1	1
119	или вернее сказать	1	1
120	не есть еще	1	1
121	до какой степени	1	1
122	в одном акте	1	1
123	не более как	3	1
124	с тем и	1	1
125	в нем то	1	1
126	одной и той	3	1
127	приближает его к	1	1
128	так что в	2	1
129	потому что она	1	1
130	того как мы	1	1
131	не может быть	9	1
132	по его мнению	4	1
133	она не может	1	1
134	подобно тому как	3	1
135	уже с самого	2	1
136	что если бы	1	1
