N	3gram	Vinokur_Ku_3	Marksizm
1	с точки зрения	16	13
2	не может быть	3	10
3	по отношению к	2	8
4	то же время	1	8
5	в то же	1	8
6	в связи с	4	7
7	для того чтобы	11	6
8	в том что	8	6
9	в самом деле	11	5
10	то же самое	1	5
11	может быть и	1	5
12	в свою очередь	1	5
13	смысле этого слова	2	4
14	и того же	2	4
15	бы то ни	1	4
16	и пр и	1	4
17	в русском языке	2	4
18	на самом деле	3	4
19	той или иной	5	4
20	одного и того	2	4
21	в той или	2	3
22	и не может	1	3
23	в таком случае	2	3
24	в отличие от	2	3
25	до сих пор	8	3
26	с одной стороны	4	3
27	о том что	3	3
28	к тому что	1	3
29	пр и пр	1	3
30	как мы видели	2	3
31	в противном случае	1	2
32	одним и тем	2	2
33	более или менее	2	2
34	является не только	1	2
35	того или иного	3	2
36	в зависимости от	7	2
37	ни в коем	1	2
38	но и в	1	2
39	в собственном смысле	1	2
40	или иной степени	1	2
41	по крайней мере	1	2
42	ни в какой	2	2
43	в коем случае	1	2
44	в двух направлениях	2	2
45	и тем же	2	2
46	во всяком случае	1	2
47	во французском языке	1	2
48	с нашей точки	1	2
49	собственном смысле слова	1	2
50	то же слово	1	2
51	нашей точки зрения	1	2
52	и прежде всего	1	2
53	к тому же	2	2
54	только в особых	1	1
55	эпохи когда в	1	1
56	которое в этом	1	1
57	в другом месте	1	1
58	русского литературного языка	1	1
59	если мы вспомним	1	1
60	в какой мере	2	1
61	языка какую дает	1	1
62	не с точки	1	1
63	ровно ничего не	1	1
64	чуть ли не	1	1
65	а вовсе не	1	1
66	не говоря уже	2	1
67	в том числе	2	1
68	в этом случае	4	1
69	они не могут	1	1
70	о слове и	1	1
71	тот или иной	2	1
72	говоря уже о	2	1
73	коем случае нельзя	1	1
74	сам по себе	3	1
75	какой точки зрения	1	1
76	что все эти	1	1
77	в первую очередь	3	1
78	каждой из этих	1	1
79	мы были бы	1	1
80	а может быть	1	1
81	утверждения что синтаксические	1	1
82	лежат в основе	1	1
83	какой мере не	2	1
84	том что не	2	1
85	какую дает нам	1	1
86	лишь в процессе	1	1
87	ничего не значит	2	1
88	речи и не	1	1
89	принимая во внимание	1	1
90	ясно также что	1	1
91	если же мы	1	1
92	уже о том	1	1
93	был бы не	1	1
94	не только в	3	1
95	же самое что	1	1
96	или иного языкового	1	1
97	зависимости от той	1	1
98	языка в их	1	1
99	тем не менее	9	1
100	не могут быть	2	1
101	на первых порах	1	1
102	а с другой	3	1
103	самом деле как	1	1
104	или иной форме	1	1
105	само по себе	1	1
106	слове и не	1	1
107	если мы возьмем	1	1
108	тем или иным	1	1
109	лишь с точки	2	1
110	он не знает	1	1
111	двух направлениях во-первых	2	1
112	с другой стороны	3	1
113	это не есть	1	1
114	не иначе как	1	1
115	так и в	3	1
116	никогда не может	1	1
117	то или иное	2	1
118	с какой точки	1	1
119	с тем что	1	1
120	в конечном счете	1	1
121	одно только слово	1	1
122	с помощью которых	1	1
123	но все же	1	1
124	тому или иному	1	1
125	в данном отношении	1	1
126	друг от друга	1	1
127	есть прежде всего	1	1
128	языка как и	1	1
129	но также и	1	1
130	не может обойтись	1	1
131	быть не может	1	1
132	но в этом	1	1
133	те моменты в	1	1
134	но для того	1	1
