N	3gram	Bakhtin_fo_1	FransuaR
1	то же время	9	9
2	в то же	6	9
3	для того чтобы	5	6
4	в том что	2	6
5	в этом отношении	3	5
6	но в то	1	5
7	в связи с	5	5
8	зрения на мир	1	4
9	а также и	2	4
10	до известной степени	1	4
11	так же как	2	4
12	в том числе	4	4
13	до сих пор	3	3
14	и во всех	1	3
15	в нем не	3	3
16	связи с этим	2	3
17	и прежде всего	2	3
18	в другом месте	1	2
19	не могло не	1	2
20	дело в том	2	2
21	в средние века	1	2
22	с точки зрения	2	2
23	в отличие от	2	2
24	мы находим в	1	2
25	том числе и	2	2
26	совершенно так же	1	2
27	внешнее и внутреннее	2	2
28	это очень важно	1	2
29	в xvii веке	2	2
30	со всеми его	2	2
31	же как и	2	2
32	в данном случае	1	2
33	в то время	3	2
34	и др в	2	2
35	в самой жизни	1	2
36	мы уже говорили	3	2
37	не может быть	3	2
38	то есть в	1	2
39	существенную роль в	2	2
40	друг с другом	1	2
41	здесь как и	1	2
42	к тому же	2	2
43	также и в	2	2
44	но кроме того	1	1
45	том что в	1	1
46	и того же	5	1
47	и в различных	1	1
48	да и в	1	1
49	в стороне от	1	1
50	в той или	1	1
51	под углом зрения	2	1
52	ровно ничего не	1	1
53	по отношению к	3	1
54	в самом деле	1	1
55	становления и роста	1	1
56	в основу его	1	1
57	и до конца	2	1
58	же время он	1	1
59	как раз и	2	1
60	сих пор не	1	1
61	в мировой литературе	2	1
62	что он должен	1	1
63	и в то	5	1
64	во все последующие	1	1
65	особенно важное значение	1	1
66	в строгом смысле	2	1
67	например в романе	1	1
68	в последующие века	1	1
69	очень характерно для	1	1
70	не подлежит конечно	1	1
71	и это очень	1	1
72	в честь богини	1	1
73	он ни был	1	1
74	одном и том	1	1
75	в значительной мере	1	1
76	вместе с тем	2	1
77	может быть и	2	1
78	важное значение имеет	1	1
79	неразрывно связана с	1	1
80	и в частности	2	1
81	в это время	1	1
82	в значительной степени	1	1
83	не могло быть	3	1
84	у него также	1	1
85	и своего единства	1	1
86	совершенно иной характер	1	1
87	в самом начале	1	1
88	в ту же	1	1
89	как мы сказали	1	1
90	мы еще вернемся	1	1
91	роль в нем	1	1
92	были в xvii	1	1
93	еще и в	1	1
94	и том же	1	1
95	в себя и	1	1
96	тесно переплетается с	1	1
97	быть и речи	1	1
98	во всех этих	1	1
99	имеет в романе	1	1
100	но вместе с	1	1
101	значительной мере и	1	1
102	то перед нами	1	1
103	и в самой	1	1
104	в его целом	2	1
105	времени потому что	1	1
106	все то что	2	1
107	дошедших до нас	1	1
108	я об этом	1	1
109	в одном и	1	1
110	в особенности в	1	1
111	без страха и	1	1
112	были связаны с	1	1
113	не связанными между	1	1
114	оно ничего не	1	1
115	не чувствует себя	1	1
116	мы уже сказали	2	1
117	так и в	1	1
118	как и в	2	1
119	в свою очередь	1	1
120	но он не	1	1
121	и т.п в	1	1
122	о том что	1	1
123	и речи о	1	1
124	и в самом	1	1
125	включает в себя	1	1
126	неразрывно связаны с	1	1
127	той или иной	2	1
128	и особые функции	2	1
129	средние века и	1	1
130	как своего рода	1	1
131	одного и того	5	1
132	в какой-то степени	2	1
133	дошедшие до нас	1	1
134	не нужен и	1	1
135	бы он ни	1	1
136	то время когда	1	1
137	процесс в его	1	1
138	как мы уже	8	1
139	вполне понятно что	4	1
140	но дело в	1	1
141	другой день после	1	1
142	основной комплекс мотивов	1	1
143	за несколько дней	1	1
144	но вокруг этого	1	1
145	так как он	1	1
146	на другой день	2	1
147	как мы говорили	1	1
148	во все стороны	1	1
149	в своей жизни	1	1
