N	3gram	Vygotskiy__1	VeschiIm
1	и т д	1	20
2	не может быть	5	18
3	это значит что	1	17
4	по крайней мере	1	6
5	в том что	15	6
6	на то что	3	6
7	в чем же	1	5
8	одно и то	2	5
9	содержит в себе	1	5
10	и то же	2	5
11	в свою очередь	3	5
12	тем не менее	1	5
13	то что является	1	4
14	с точки зрения	18	4
15	и то что	1	4
16	не только в	1	4
17	то же время	2	4
18	от того что	2	4
19	в то же	2	4
20	в самом деле	2	3
21	и в то	1	3
22	сам по себе	3	3
23	из того что	5	3
24	в собственном смысле	5	3
25	можно было бы	3	3
26	вместе с тем	5	3
27	указывает на то	2	3
28	только то что	1	3
29	само по себе	1	3
30	сама по себе	1	3
31	что в результате	1	2
32	можно сказать что	4	2
33	это так то	1	2
34	этой точки зрения	1	2
35	дело в том	1	2
36	с этой точки	1	2
37	и в частности	2	2
38	в данном случае	2	2
39	того что она	1	2
40	есть не только	1	2
41	и таким образом	2	2
42	что оно есть	1	2
43	заключается в том	6	2
44	если это так	1	2
45	к тому что	3	2
46	не указывает на	1	2
47	она не может	1	2
48	таким образом что	3	1
49	таким образом чтобы	1	1
50	он должен быть	2	1
51	то что я	1	1
52	мы видим таким	3	1
53	того что в	1	1
54	со всей полнотой	1	1
55	когда речь идет	1	1
56	в этом смысле	1	1
57	есть прежде всего	2	1
58	том что он	2	1
59	образом и со	1	1
60	одной стороны и	1	1
61	и с чем	1	1
62	как раз и	1	1
63	на первый план	2	1
64	что с точки	1	1
65	до сих пор	4	1
66	и не может	1	1
67	в зависимости от	2	1
68	и со стороны	1	1
69	что он не	1	1
70	так как мы	1	1
71	в себе и	1	1
72	что не только	1	1
73	то и в	1	1
74	и для всех	1	1
75	от них и	1	1
76	кроме того что	1	1
77	та и другая	1	1
78	такой случай что	1	1
79	общение в собственном	1	1
80	представить себе такой	1	1
81	к пониманию и	1	1
82	по самому своему	1	1
83	как тем самым	1	1
84	ни в какой	2	1
85	и с другой	1	1
86	как раз в	1	1
87	потому что он	1	1
88	то время как	4	1
89	бы и не	1	1
90	так же как	5	1
91	того что мы	1	1
92	на эти три	1	1
93	один из основных	1	1
94	в результате такого	1	1
95	в том чтобы	3	1
96	таким образом и	2	1
97	с одной стороны	8	1
98	того что наука	1	1
99	в конце концов	1	1
100	смысле этого слова	3	1
101	и потому что	1	1
102	мы будем говорить	1	1
103	и в этом	1	1
104	тогда когда я	1	1
105	или по крайней	1	1
106	и как бы	1	1
107	она содержит в	1	1
108	содержащее в себе	1	1
109	с другой стороны	9	1
110	когда мы говорим	1	1
111	потому что они	1	1
112	речь идет о	2	1
113	то что у	2	1
114	и пр и	1	1
115	на вопрос о	2	1
116	в одном и	1	1
117	во всяком случае	3	1
118	мы не можем	1	1
119	понимание и не	1	1
120	в то время	5	1
121	когда говорят что	1	1
122	и вместе с	1	1
123	себе такой случай	1	1
124	о том что	6	1
125	хотя бы в	1	1
126	не только не	1	1
127	видим таким образом	3	1
128	такой постановки вопроса	1	1
129	он ничего не	1	1
130	вместо того чтобы	2	1
131	но все же	1	1
132	для того чтобы	15	1
133	в результате этого	1	1
134	друг с другом	4	1
135	самого последнего времени	1	1
136	и та и	1	1
137	только тогда когда	2	1
138	из-за того что	1	1
139	до самого последнего	1	1
140	перед нами как	1	1
