N	2gram	Medvedev_F_1	Freidism
1	таким образом	13	24
2	и не	20	23
3	не может	16	20
4	точки зрения	16	19
5	прежде всего	22	18
6	в этом	15	15
7	в его	23	15
8	и пр	17	15
9	с помощью	3	14
10	в душе	2	13
11	может быть	14	13
12	и его	10	12
13	все эти	6	11
14	как и	11	11
15	с точки	13	11
16	как бы	6	11
17	то что	8	11
18	самом деле	6	10
19	но в	5	10
20	его в	3	10
21	с ним	2	10
22	как мы	5	10
23	так и	18	10
24	и потому	9	10
25	с его	4	9
26	во всех	5	9
27	по отношению	4	9
28	и в	24	9
29	то же	10	8
30	не только	7	8
31	он не	3	8
32	в своей	11	8
33	еще не	6	8
34	что он	3	8
35	только в	2	8
36	так как	1	8
37	все это	9	8
38	и все	6	8
39	отношению к	4	8
40	в самом	5	7
41	мы уже	1	7
42	отношение к	3	7
43	и наконец	3	7
44	ни в	2	7
45	мы видели	2	7
46	к нему	1	7
47	один из	3	7
48	мы знаем	1	7
49	всяком случае	4	7
50	что же	1	7
51	сказать что	1	7
52	во всяком	4	7
53	в ней	10	6
54	за пределы	2	6
55	все те	1	6
56	так сказать	3	6
57	и с	8	6
58	и ее	10	6
59	того что	5	6
60	для него	3	6
61	вовсе не	10	6
62	никогда не	4	6
63	хотя бы	5	6
64	совершенно не	1	6
65	на самом	7	5
66	и на	8	5
67	в чем	1	5
68	и к	4	5
69	в этой	6	5
70	что такое	2	5
71	знаем что	1	5
72	не в	8	5
73	в то	9	5
74	сознанием и	1	5
75	могут быть	1	5
76	для этого	4	5
77	можно сказать	1	5
78	во внешнем	2	5
79	по мнению	1	5
80	в большинстве	3	5
81	большинстве случаев	2	5
82	а в	6	5
83	но и	7	5
84	с этим	2	5
85	его жизни	1	5
86	в свою	8	5
87	что в	4	5
88	смысле слова	1	4
89	в зависимости	2	4
90	той же	1	4
91	связанных с	1	4
92	мы не	3	4
93	в которой	4	4
94	говорить о	1	4
95	зависимости от	3	4
96	совсем не	1	4
97	но не	3	4
98	все же	3	4
99	не было	3	4
100	из этих	1	4
101	в пределах	6	4
102	с их	1	4
103	сознания с	1	4
104	в нем	14	4
105	всех этих	3	4
106	на этом	1	4
107	то ни	3	4
108	при этом	5	4
109	с другими	4	4
110	в жизни	3	4
111	нигде не	1	4
112	не менее	11	4
113	в основе	3	4
114	же время	8	4
115	потому что	1	4
116	и для	1	4
117	к тому	3	4
118	если мы	2	4
119	того чтобы	1	4
120	данном случае	1	4
121	сводится к	3	4
122	характер и	1	4
123	с самого	1	4
124	другими словами	1	4
125	не имеющие	2	4
126	конечно не	4	4
127	уже не	2	4
128	не дает	2	4
129	в котором	1	4
130	как раз	2	4
131	от того	2	4
132	последнем счете	1	4
133	и др	5	4
134	в данном	1	4
135	и о	1	4
136	в более	1	4
137	сознания и	1	4
138	в этих	1	4
139	между ними	3	4
140	в последнем	1	4
141	и есть	1	3
142	подхода к	2	3
143	на себя	1	3
144	не найдем	2	3
145	а только	2	3
146	в общем	3	3
147	один и	1	3
148	как в	8	3
149	и как	3	3
150	между двумя	1	3
151	учение о	4	3
152	в себе	3	3
153	и те	2	3
154	но ведь	2	3
155	этот процесс	1	3
156	главным образом	4	3
157	и вот	2	3
158	и по	1	3
159	всех своих	1	3
160	и может	4	3
161	не сможет	2	3
162	может стать	1	3
163	было бы	6	3
164	уже знаем	1	3
165	такой же	1	3
166	нисколько не	2	3
167	войти в	2	3
168	тому чтобы	1	3
169	тому что	1	3
170	в психике	1	3
171	самого начала	1	3
172	одна из	2	3
173	на него	2	3
174	он пытается	1	3
175	в сознании	1	3
176	не могут	1	3
177	она не	6	3
178	ничего общего	1	3
179	с ее	7	3
180	свою очередь	6	3
181	всем этим	2	3
182	приводит к	2	3
183	если бы	4	3
184	и что	2	3
185	бы то	3	3
186	и содержание	2	3
187	на всех	1	3
188	со всеми	3	3
189	первый период	1	3
190	себя в	1	3
191	из которого	1	3
192	у него	1	3
193	в них	3	3
194	со стороны	5	3
195	о себе	1	3
196	вместе с	2	3
197	по своему	1	3
198	и от	7	3
199	но это	3	3
200	не является	1	3
201	когда он	3	3
202	не знает	1	3
203	от всех	3	3
204	для настоящего	1	3
205	жизни и	7	3
206	ни на	3	3
207	ее в	1	3
208	в искусстве	5	3
209	по поводу	1	3
210	отношения к	6	2
211	чтобы не	2	2
212	в такой	1	2
213	сил и	1	2
214	тех же	2	2
215	и биология	1	2
216	это и	3	2
217	в первом	1	2
218	когда человек	1	2
219	и до	5	2
220	высшей степени	1	2
221	ее целом	3	2
222	что между	1	2
223	в первый	1	2
224	нам в	1	2
225	во внутреннем	1	2
226	в составе	1	2
227	социальной группы	4	2
228	между собой	1	2
229	сложные социальные	1	2
230	в ее	8	2
231	с которыми	1	2
232	отличие от	1	2
233	или иное	1	2
234	из важнейших	2	2
235	большое значение	1	2
236	значение для	2	2
237	чем же	2	2
238	опирается на	1	2
239	различных идеологических	1	2
240	что как	1	2
241	в своем	11	2
242	от этого	2	2
243	в этот	1	2
244	не приходится	2	2
245	в нашем	2	2
246	облачившись в	1	2
247	своей теории	1	2
248	не стали	1	2
249	человек не	3	2
250	из этой	2	2
251	основе своего	1	2
252	внутренней речи	1	2
253	но все	2	2
254	на всю	2	2
255	на этой	1	2
256	это не	2	2
257	на почве	13	2
258	своей основе	1	2
259	поэтому они	1	2
260	этого не	1	2
261	и уже	1	2
262	жизни но	2	2
263	том что	1	2
264	в эту	2	2
265	на один	1	2
266	во второй	1	2
267	в их	11	2
268	в отличие	1	2
269	сих пор	6	2
270	страх и	2	2
271	возможно только	1	2
272	как это	6	2
273	в отношении	3	2
274	случае в	1	2
275	его целом	8	2
276	но для	3	2
277	правда в	1	2
278	в науке	2	2
279	и притом	1	2
280	к этим	1	2
281	быть отнесено	1	2
282	в процессе	9	2
283	для всего	1	2
284	только не	2	2
285	не лучше	1	2
286	тем не	1	2
287	религиозное учение	1	2
288	только с	1	2
289	этом отношении	1	2
290	за ними	1	2
291	в области	3	2
292	все то	1	2
293	же что	1	2
294	отличается от	3	2
295	должны быть	5	2
296	что оно	1	2
297	предыдущей главе	1	2
298	они и	1	2
299	и снова	1	2
300	оно не	4	2
301	и самое	1	2
302	период развития	1	2
303	на основе	6	2
304	роль в	1	2
305	философии культуры	4	2
306	воли и	1	2
307	в другом	1	2
308	притом в	1	2
309	до сих	6	2
310	социального общения	6	2
311	единства и	2	2
312	произведение искусства	2	2
313	что и	2	2
314	во всей	2	2
315	во внутренней	1	2
316	что бы	5	2
317	всего этого	2	2
318	не тот	1	2
319	в него	2	2
320	мир в	1	2
321	как ее	2	2
322	быть и	4	2
323	на которой	1	2
324	мы видим	1	2
325	проникнуть в	1	2
326	очень много	1	2
327	для нее	1	2
328	с одной	4	2
329	для всех	1	2
330	не можем	2	2
331	только на	5	2
332	ни было	2	2
333	борьбы с	1	2
334	из них	1	2
335	его и	2	2
336	точка зрения	2	2
337	двух принципов	1	2
338	с этими	1	2
339	в систему	3	2
340	связи в	1	2
341	и даже	3	2
342	в высшей	1	2
343	влияние на	3	2
344	с другой	5	2
345	и тех	1	2
346	здесь в	2	2
347	а с	1	2
348	социальной жизни	11	2
349	до конца	7	2
350	ничем не	3	2
351	связано с	1	2
352	них и	1	2
353	одной стороны	4	2
354	более того	3	2
355	зависит от	1	2
356	а не	10	2
357	художественной формы	2	2
358	так же	4	2
359	в предыдущей	2	2
360	внешнем мире	1	2
361	мы остановимся	1	2
362	со всею	5	2
363	в основном	3	2
364	к другим	2	2
365	это уже	1	2
366	формы и	5	2
367	для нас	1	2
368	и ни	1	2
369	к его	1	2
370	есть и	1	2
371	вполне понятно	2	2
372	и другие	1	2
373	в своих	2	2
374	к этому	1	2
375	как на	4	2
376	они не	3	2
377	и методы	2	1
378	ту же	1	1
379	можно говорить	1	1
380	и т	12	1
381	не должны	1	1
382	же как	2	1
383	и через	1	1
384	оно особенно	1	1
385	почва на	1	1
386	других областей	1	1
387	науки о	2	1
388	пробиться к	1	1
389	не являлось	1	1
390	между всеми	1	1
391	нам кажется	1	1
392	так при	1	1
393	и существеннее	1	1
394	социально-экономической закономерностью	1	1
395	оно было	2	1
396	сознания только	1	1
397	и должен	2	1
398	и этот	1	1
399	а как	2	1
400	со всех	1	1
401	всего того	1	1
402	и образования	1	1
403	элементы и	1	1
404	даже того	1	1
405	которую мы	1	1
406	вопрос о	2	1
407	в основных	1	1
408	и новых	1	1
409	и конфликты	1	1
410	нечего делать	1	1
411	жизни как	1	1
412	но даже	1	1
413	ему в	1	1
414	мы и	1	1
415	в целом	6	1
416	свое отношение	1	1
417	образом оказывается	1	1
418	большей степени	1	1
419	при таких	1	1
420	в каждой	1	1
421	всех сторон	1	1
422	учение об	1	1
423	проявляется в	1	1
424	вкратце остановиться	1	1
425	не был	1	1
426	время в	3	1
427	окажется в	1	1
428	но конечно	1	1
429	одним словом	5	1
430	и всего	1	1
431	к которой	1	1
432	данное произведение	1	1
433	иногда и	1	1
434	нет и	2	1
435	и речи	1	1
436	что они	1	1
437	только путем	1	1
438	его развития	1	1
439	во что	2	1
440	в истории	4	1
441	вызывает в	1	1
442	вследствие чего	1	1
443	независимо от	4	1
444	общего с	1	1
445	вот как	1	1
446	остановиться на	2	1
447	однако не	2	1
448	же среда	1	1
449	идеологические конфликты	1	1
450	психологии и	1	1
451	но эта	2	1
452	та же	1	1
453	взаимоотношений между	1	1
454	бы и	1	1
455	именно того	2	1
456	он в	2	1
457	образования но	1	1
458	эпоху его	1	1
459	по преимуществу	1	1
460	имеющие отношения	1	1
461	не приходилось	1	1
462	их чисто	1	1
463	как он	1	1
