N	4gram	Vinokur_Ku_3	Dialekti
1	в то же время	1	6
2	не в том что	2	4
3	и т д и	1	3
4	одной и той же	1	3
5	не говоря уже о	2	3
6	д и т д	1	2
7	и в то же	1	2
8	с этой точки зрения	1	2
9	ни в коем случае	1	2
10	вовсе не в том	1	2
11	одних и тех же	1	2
12	т д и т	1	2
13	если это так то	1	1
14	уже о том что	1	1
15	говоря уже о том	1	1
16	есть прежде всего некое	1	1
17	и не может быть	1	1
18	ровно ничего не дает	1	1
19	лишь в том случае	2	1
20	с точки зрения чисто	1	1
21	а то обстоятельство что	1	1
22	можно только тогда когда	1	1
23	и т д но	1	1
24	и тем не менее	3	1
25	заключается вовсе не в	1	1
26	по себе ничего не	1	1
27	мы должны сказать что	1	1
28	только для того чтобы	1	1
