N	3gram	Vinokur_Ku_1	Istorich
1	и т д	14	16
2	в этих случаях	1	10
3	с другой стороны	6	8
4	во всех этих	1	6
5	всех этих случаях	1	6
6	не только в	1	5
7	о том что	5	5
8	так же как	1	4
9	с одной стороны	1	4
10	в тех случаях	2	4
11	мы имеем в	1	4
12	тем не менее	4	4
13	в том что	15	4
14	этой точки зрения	2	3
15	что в тех	1	3
16	с этой точки	1	3
17	еще не все	1	3
18	не может быть	3	3
19	тех случаях когда	2	3
20	дело не в	1	3
21	точно так же	1	2
22	в прямой связи	1	2
23	после того как	1	2
24	на этот вопрос	1	2
25	до сих пор	4	2
26	в том чтобы	8	2
27	так и в	2	2
28	т е в	2	2
29	а в том	2	2
30	в том-то и	1	2
31	но все же	2	2
32	но в том-то	1	2
33	что и в	1	2
34	мы увидим что	2	2
35	о том как	3	1
36	на том что	1	1
37	еще один пример	1	1
38	только потому что	6	1
39	с точки зрения	9	1
40	состоит в том	3	1
41	мере того как	3	1
42	и дело что	1	1
43	по отношению к	8	1
44	и может быть	1	1
45	совсем не в	1	1
46	что в данном	1	1
47	в самом деле	7	1
48	и в особенности	1	1
49	никак не может	1	1
50	по мере того	3	1
51	т д и	2	1
52	в этом случае	2	1
53	изучаемое нами явление	1	1
54	во многих других	1	1
55	и должны быть	1	1
56	ниже мы увидим	1	1
57	только в том	3	1
58	того как они	1	1
59	есть случаи когда	1	1
60	в зависимости от	5	1
61	дело совсем не	1	1
62	в иных случаях	2	1
63	несколько случаев в	1	1
64	и т п	18	1
65	в большинстве случаев	1	1
66	можно было бы	3	1
67	и не в	1	1
68	вместе с тем	3	1
69	тогда как в	1	1
70	собственно не может	1	1
71	в таких случаях	1	1
72	оказывается что эти	1	1
73	ни один из	1	1
74	т е с	1	1
75	то это значит	1	1
76	в связи с	3	1
77	то же значение	1	1
78	она все же	1	1
79	и потому что	2	1
80	по существу однако	1	1
81	том-то и дело	1	1
82	только о том	1	1
83	в них не	1	1
84	до наших дней	1	1
85	более или менее	3	1
86	при этом на	1	1
87	не в качестве	1	1
88	но с другой	1	1
89	но дело не	1	1
90	далеко еще не	1	1
91	прямой связи с	1	1
92	или в том	1	1
93	к тому что	2	1
94	все это не	3	1
95	не в этом	1	1
