N	3gram	Bakhtin_Fr_7	TeoriaLi
1	по отношению к	2	8
2	в том что	3	6
3	то же время	9	6
4	в то же	9	6
5	в данном случае	1	5
6	более или менее	2	4
7	в свою очередь	3	3
8	в этом смысле	1	3
9	по своей природе	1	2
10	в этом мире	1	2
11	с точки зрения	3	2
12	но он не	1	2
13	тогда как в	1	2
14	и тем самым	1	2
15	как и в	2	2
16	и в сущности	1	1
17	целый ряд произведений	1	1
18	дело в том	2	1
19	по ту сторону	1	1
20	имеем в виду	2	1
21	в том числе	4	1
22	со всех сторон	1	1
23	ведь это не	1	1
24	и многих других	1	1
25	том числе и	2	1
26	же время они	1	1
27	в значительной степени	2	1
28	содержит в себе	1	1
29	в первом случае	1	1
30	таким образом и	2	1
31	и по отношению	1	1
32	и в этой	2	1
33	это своего рода	1	1
34	в связи с	1	1
35	внешних и внутренних	1	1
36	это и есть	1	1
37	о том что	1	1
38	и прежде всего	1	1
39	но в то	3	1
40	именно потому что	1	1
41	мы имеем в	2	1
42	в большинстве случаев	2	1
43	хотя и это	1	1
44	в силу своей	1	1
45	в том и	1	1
46	он не говорит	1	1
47	в его лице	1	1
48	не говорит что	1	1
49	к тому же	1	1
