N	3gram	Losev_Dial_2	Hudozhes
1	в том что	6	11
2	о том что	4	7
3	подобно тому как	1	4
4	то же время	4	4
5	в то же	3	4
6	к тому что	1	4
7	том что в	1	3
8	в самом деле	3	3
9	но при этом	1	3
10	не может быть	3	3
11	с одной стороны	1	3
12	тем не менее	2	3
13	том что она	1	2
14	что она не	1	2
15	о том как	1	2
16	и в этом	1	2
17	с точки зрения	8	2
18	до сих пор	2	2
19	и в то	1	2
20	и т п	2	2
21	так же как	1	2
22	в данном случае	2	2
23	то же самое	2	2
24	как будто бы	3	2
25	того или иного	1	2
26	не только в	2	2
27	к тому же	1	2
28	и т д	15	2
29	не в состоянии	2	1
30	все что угодно	1	1
31	одних и тех	1	1
32	такова же и	1	1
33	ни с какой	1	1
34	той или иной	1	1
35	то ни стало	1	1
36	да и не	1	1
37	это было бы	1	1
38	но это только	1	1
39	и от того	1	1
40	же как и	1	1
41	во что бы	1	1
42	никогда не будет	1	1
43	о чем я	1	1
44	но тотчас же	1	1
45	и то и	1	1
46	бы то ни	1	1
47	в этом отношении	1	1
48	что не только	1	1
49	и тех же	1	1
50	точно так же	1	1
51	нет у него	1	1
52	то или иное	4	1
53	то и другое	1	1
54	в таком случае	3	1
55	не то что	1	1
56	и то что	1	1
57	в это время	1	1
58	что бы то	1	1
59	в них нет	1	1
60	что это за	2	1
61	человеческой жизни и	1	1
62	приводит к тому	1	1
63	сих пор мы	1	1
64	чтобы не было	2	1
65	и все его	1	1
66	и при этом	1	1
67	то время как	3	1
68	так или иначе	2	1
69	все более и	1	1
70	все же не	1	1
71	я не могу	1	1
72	с другой стороны	4	1
73	и в том	1	1
74	содержит в себе	3	1
75	что несмотря на	1	1
76	личности с ее	1	1
77	в себе самой	1	1
78	как и всякая	1	1
79	с нею в	2	1
80	нельзя сказать что	2	1
81	заключается в том	1	1
82	в то время	3	1
83	та или иная	2	1
84	и личность в	1	1
85	них нет ничего	1	1
86	с самого начала	2	1
87	того как он	1	1
88	в голову что	1	1
89	более и более	1	1
90	но все же	1	1
91	можно сказать что	3	1
92	но ведь это	2	1
93	ни с чем	1	1
94	в жизни и	1	1
95	но как только	1	1
96	что и в	1	1
97	не нуждается в	3	1
98	обратим внимание на	1	1
99	в своей жизни	1	1
