N	3gram	Bakhtin_Fr_5	SlovoVZh
1	по отношению к	1	11
2	не может быть	2	7
3	можно сказать что	2	5
4	дело в том	2	4
5	в том что	6	4
6	тем не менее	1	3
7	может быть и	1	3
8	до сих пор	3	3
9	и не в	2	3
10	на самом деле	4	2
11	что не может	1	2
12	то же самое	2	2
13	с точки зрения	2	2
14	и для других	1	2
15	до известной степени	4	2
16	в данном случае	2	2
17	не нуждаются в	1	1
18	не перестает быть	1	1
19	в так называемой	1	1
20	том что в	1	1
21	отношению к которому	1	1
22	сливается с ним	1	1
23	ровно ничего не	1	1
24	со словом и	1	1
25	мы уже сказали	1	1
26	одна и та	1	1
27	в самом деле	1	1
28	самом же деле	1	1
29	нуждается в особом	1	1
30	в лице ее	1	1
31	между тем как	1	1
32	же как и	2	1
33	и в формах	1	1
34	и таким образом	1	1
35	в то время	2	1
36	сих пор не	1	1
37	с помощью которой	1	1
38	в условиях буржуазной	1	1
39	ни в коем	1	1
40	нужно подчеркнуть что	1	1
41	свою связь с	1	1
42	особенно важное значение	1	1
43	в свою очередь	1	1
44	сказать что и	2	1
45	и та же	1	1
46	оставаясь в пределах	1	1
47	на этом основании	1	1
48	на самом же	1	1
49	если мы обратимся	1	1
50	в истории литературы	1	1
51	о том что	1	1
52	ничего общего с	1	1
53	в этом отношении	5	1
54	в конечном счете	1	1
55	и прежде всего	3	1
56	можно было бы	2	1
57	то же время	9	1
58	как мы уже	1	1
59	он еще не	1	1
60	включает в себя	1	1
61	в основе своей	1	1
62	мы обратимся к	1	1
63	в то же	9	1
64	в коем случае	1	1
65	и в частности	1	1
66	того чтобы не	1	1
67	в значительной степени	1	1
68	так же как	4	1
69	только в атмосфере	1	1
70	как и в	1	1
71	к тому же	2	1
72	но в то	5	1
73	коем случае нельзя	1	1
74	и слово в	1	1
