N	2gram	Voloshinov_1	Hudozhes
1	и в	13	28
2	том что	2	19
3	в ее	3	18
4	и не	8	18
5	своего рода	2	16
6	в том	2	15
7	а не	2	14
8	в этом	2	13
9	не в	3	13
10	не только	6	11
11	при этом	2	11
12	как и	3	11
13	в его	7	11
14	в себе	3	9
15	но и	3	9
16	так и	3	8
17	между тем	2	8
18	что он	1	8
19	может быть	8	8
20	по отношению	3	7
21	что она	1	7
22	состоит в	1	7
23	в мире	1	7
24	об этом	1	7
25	к тому	2	7
26	как это	1	7
27	и все	3	7
28	отношению к	3	7
29	то же	4	6
30	не было	1	6
31	в своей	4	6
32	в то	1	6
33	тем что	2	6
34	для себя	2	6
35	если бы	2	6
36	сводится к	1	6
37	а в	2	6
38	то что	6	6
39	с его	1	5
40	в этой	1	5
41	как в	2	5
42	в самом	2	5
43	в своем	1	5
44	не менее	2	5
45	никогда не	3	5
46	и его	12	5
47	только на	1	5
48	одно из	1	5
49	для него	2	5
50	как бы	6	5
51	да и	3	5
52	с ее	1	5
53	что в	3	5
54	но не	1	4
55	подобно тому	1	4
56	и уже	3	4
57	тем не	1	4
58	тому что	1	4
59	же время	1	4
60	и о	1	4
61	того чтобы	1	4
62	в конечном	1	4
63	вслед за	2	4
64	что они	2	4
65	только в	6	4
66	для того	1	4
67	превращается в	3	4
68	не может	8	4
69	тому как	1	4
70	человека и	1	3
71	едва ли	1	3
72	на себя	1	3
73	и он	1	3
74	в ней	2	3
75	но при	1	3
76	еще не	1	3
77	столь же	1	3
78	в нем	2	3
79	можно было	1	3
80	мы уже	2	3
81	было бы	4	3
82	в них	2	3
83	соответствии с	2	3
84	несмотря на	2	3
85	этого произведения	1	3
86	как о	1	3
87	ни о	1	3
88	же самое	1	3
89	и это	1	3
90	не могу	1	3
91	когда в	1	3
92	внимание на	1	3
93	к нему	1	3
94	одной из	1	3
95	с ними	2	3
96	и ее	2	3
97	с одной	2	3
98	конечном счете	1	3
99	в одном	3	3
100	с другой	2	3
101	все время	1	3
102	прежде всего	9	3
103	так же	2	3
104	одной стороны	2	3
105	все это	4	3
106	или в	1	3
107	на фоне	4	3
108	героя и	2	3
109	по поводу	1	3
110	самом деле	3	3
111	же как	1	2
112	и то	3	2
113	но тем	1	2
114	а как	2	2
115	который в	1	2
116	говорить о	3	2
117	нам представляется	1	2
118	тем как	1	2
119	не знала	1	2
120	отношение к	1	2
121	все же	5	2
122	и к	2	2
123	но в	4	2
124	и становится	1	2
125	мысли и	1	2
126	не как	3	2
127	на этом	1	2
128	ее жизни	1	2
129	же не	1	2
130	требующий для	1	2
131	лишь в	4	2
132	его в	1	2
133	о которых	1	2
134	автора и	1	2
135	обратимся к	1	2
136	и тогда	1	2
137	со всей	3	2
138	в г	2	2
139	от своего	2	2
140	с точки	5	2
141	не столько	3	2
142	того как	1	2
143	одна из	1	2
144	ему в	1	2
145	в основе	1	2
146	не вспомнить	1	2
147	данном случае	2	2
148	роль в	2	2
149	те же	2	2
150	и т.д	5	2
151	в другом	2	2
152	а также	2	2
153	того или	2	2
154	жизни он	1	2
155	нуждается в	2	2
156	один из	1	2
157	и у	1	2
158	в виде	1	2
159	произведения не	1	2
160	его и	1	2
161	себе в	1	2
162	вовсе не	2	2
163	ее на	1	2
164	как же	1	2
165	еще и	4	2
166	себя и	1	2
167	нет ничего	2	2
168	вместе с	1	2
169	в данном	2	2
170	не зная	1	2
171	или иного	2	2
172	в ряду	1	2
173	что же	3	2
174	в контексте	1	2
175	не является	4	2
176	и для	3	2
177	отнюдь не	1	2
