N	2gram	Berdyaev_O_1	Myshleni
1	в том	5	33
2	том что	2	27
3	то что	5	20
4	в этом	12	19
5	того что	3	17
6	не только	11	15
7	и в	19	15
8	речи и	1	15
9	что в	4	14
10	того чтобы	4	12
11	говорит он	1	12
12	что он	3	12
13	в самом	5	11
14	в процессе	1	11
15	мы не	1	10
16	было бы	3	10
17	для того	3	10
18	но и	13	10
19	в сущности	1	9
20	в своем	2	9
21	о том	3	9
22	может быть	11	9
23	не может	4	9
24	заключается в	1	8
25	не в	11	8
26	никогда не	9	8
27	так и	2	8
28	если бы	1	8
29	и что	1	8
30	он не	7	7
31	по себе	2	7
32	потому что	9	7
33	как бы	3	7
34	и не	13	7
35	во всяком	1	7
36	самом деле	1	6
37	в этой	5	6
38	в истории	2	6
39	и к	2	6
40	что это	1	6
41	на то	1	6
42	как и	6	6
43	всяком случае	1	6
44	в отношении	1	6
45	в виду	1	6
46	но в	2	6
47	по своей	1	6
48	вовсе не	1	6
49	на этот	1	6
50	в частности	1	6
51	как это	1	6
52	сказать что	2	6
53	смысле слова	1	5
54	вопрос о	10	5
55	уже в	2	5
56	показал что	1	5
57	это не	3	5
58	можно было	1	5
59	и даже	1	5
60	сравнению с	1	5
61	все что	3	5
62	по сравнению	1	5
63	связана с	1	4
64	хотя бы	3	4
65	с его	4	4
66	как в	1	4
67	все же	2	4
68	в которой	2	4
69	что все	2	4
70	в них	1	4
71	со всей	1	4
72	в своей	2	4
73	к этому	2	4
74	не имеет	2	4
75	того как	1	4
76	и его	4	4
77	в совершенно	1	4
78	и с	2	4
79	так как	2	4
80	который в	1	4
81	потребность в	2	4
82	его мысли	4	4
83	а с	1	4
84	прежде всего	9	4
85	все это	6	4
86	а в	5	4
87	человека и	10	3
88	на самом	1	3
89	и до	1	3
90	и ее	3	3
91	он сам	4	3
92	что они	2	3
93	что как	1	3
94	смысле этого	1	3
95	когда он	3	3
96	бы и	1	3
97	он в	2	3
98	все эти	4	3
99	что она	1	3
100	что у	2	3
101	лишь в	7	3
102	в самой	9	3
103	этом отношении	1	3
104	и это	1	3
105	и человека	1	3
106	и сам	1	3
107	с ним	3	3
108	ничего не	2	3
109	все время	1	3
110	но не	1	3
111	из них	1	3
112	для него	5	3
113	со стороны	1	3
114	что для	2	3
115	а не	11	3
116	он говорит	1	3
117	этого слова	1	3
118	не существует	1	3
119	и все	10	3
120	к этой	2	3
121	ту же	1	2
122	также и	1	2
123	и есть	3	2
124	к удовлетворению	1	2
125	в котором	1	2
126	из всех	1	2
127	в первый	1	2
128	то он	1	2
129	вопросом о	2	2
130	и как	1	2
131	от этого	1	2
132	за собой	1	2
133	к чему	1	2
134	представляет собой	1	2
135	само по	1	2
136	с их	1	2
137	в себе	3	2
138	после этого	1	2
139	он должен	1	2
140	же это	2	2
141	в силу	1	2
142	и более	1	2
143	друг с	1	2
144	в другом	2	2
145	жизни человека	1	2
146	должно быть	2	2
147	и тогда	1	2
148	нисколько не	1	2
149	в этих	3	2
150	быть может	3	2
151	с которой	2	2
152	находится в	1	2
153	к ней	2	2
154	во всем	1	2
155	не потому	1	2
156	с другом	1	2
157	не могут	3	2
158	могут быть	3	2
159	в других	2	2
160	его с	1	2
161	указывает на	1	2
162	он прежде	2	2
163	как у	1	2
164	другом месте	1	2
165	самому себе	1	2
166	в его	7	2
167	что и	2	2
168	и можно	1	2
169	как например	1	2
170	бы ни	1	2
171	вопрос об	1	2
172	и других	1	2
173	в одном	1	2
174	много раз	2	2
175	у него	22	2
176	тем что	2	2
177	от того	1	2
178	и из	2	2
179	и самый	1	2
180	но никогда	2	2
181	для человека	2	2
182	связь с	1	2
183	человека к	2	2
184	чем в	2	2
185	это есть	1	2
186	что же	2	2
187	он открывает	1	2
188	своей жизни	2	2
189	и для	2	2
190	это все	1	2
191	к его	1	2
192	ее в	2	2
193	и эта	1	2
194	недостаточно еще	1	1
195	в силе	1	1
196	раскрыть в	1	1
197	лишь после	1	1
198	сам по	1	1
199	внутренней своей	1	1
200	науки о	1	1
201	не хочет	1	1
202	не имеют	1	1
203	видеть в	1	1
204	есть не	1	1
205	ни у	2	1
206	и о	2	1
207	открыть в	1	1
208	вместо того	2	1
209	и он	8	1
210	в ней	1	1
211	и то	2	1
212	ожидать от	1	1
213	и на	2	1
214	и много	2	1
215	он был	8	1
216	и нигде	1	1
217	во имя	3	1
218	в духовном	1	1
219	одним словом	1	1
220	в ее	2	1
221	друг к	1	1
222	к которой	1	1
223	себе и	1	1
224	которое сделалось	1	1
225	но тем	1	1
226	может принимать	1	1
227	одном из	1	1
228	в обычном	1	1
229	сознания в	1	1
230	и богатый	1	1
231	от самого	2	1
232	с той	1	1
233	та же	1	1
234	самой природе	1	1
235	учение о	2	1
236	думать что	1	1
237	только один	1	1
238	к человеческой	1	1
239	когда человек	1	1
240	с чем	2	1
241	в нем	10	1
242	у самого	1	1
243	раз навсегда	1	1
244	о которой	2	1
245	что нужно	1	1
246	и вот	3	1
247	любой из	1	1
248	мысли как	1	1
249	случае если	1	1
250	и заключается	1	1
251	этом он	2	1
252	к другу	1	1
253	его в	2	1
254	с вопросом	1	1
255	должен был	2	1
256	приходит в	1	1
257	в жизни	1	1
258	что сама	1	1
259	ли может	1	1
260	что не	4	1
261	с тем	2	1
262	всю жизнь	1	1
263	из которой	1	1
264	своей новой	1	1
265	этому но	1	1
266	мысли и	3	1
267	природы но	3	1
268	мир и	1	1
269	что сам	1	1
270	остаются на	1	1
271	это вопрос	1	1
272	что есть	2	1
273	вообще но	1	1
274	мысли в	1	1
275	на два	1	1
276	что их	1	1
277	не по	1	1
278	его собственного	1	1
279	в уме	1	1
280	в нас	1	1
281	о природе	3	1
282	самой жизни	1	1
283	только и	4	1
284	и лишь	1	1
285	действительно в	1	1
286	у кого	2	1
287	и после	1	1
288	вот что	1	1
289	всякий кто	2	1
290	перед ним	1	1
291	у нас	1	1
292	в движении	1	1
293	начиная с	1	1
294	отличается от	1	1
295	кого не	1	1
296	всего в	2	1
297	всего что	1	1
298	бы он	1	1
299	не есть	2	1
300	и самое	1	1
301	личности и	2	1
302	тысячи лет	1	1
303	том случае	1	1
304	особенно в	1	1
305	по природе	1	1
306	в борьбе	1	1
307	но у	1	1
308	после того	1	1
309	ее у	1	1
310	и здесь	1	1
311	его природы	1	1
312	для целей	1	1
313	тянется к	1	1
314	кроме человека	3	1
315	все та	1	1
316	она не	1	1
317	вопросу о	1	1
318	нет у	1	1
319	к нему	3	1
320	а потому	1	1
321	интерес к	1	1
322	вообще и	1	1
323	которой все	1	1
324	и интересам	1	1
325	говорит в	1	1
326	совершенно ином	1	1
327	в сферу	1	1
328	он что	1	1
329	разум и	1	1
330	один из	1	1
331	том как	1	1
332	что только	1	1
333	ii в	1	1
334	и раньше	1	1
335	начало в	1	1
336	которых в	1	1
337	между этими	1	1
338	человека с	1	1
339	так что	2	1
340	же и	1	1
341	в сознании	1	1
342	еще одну	1	1
343	возможности для	1	1
344	ни с	7	1
345	мир в	1	1
346	только их	1	1
347	был бы	1	1
348	одно из	2	1
349	никто не	3	1
350	ведь это	2	1
351	цели и	1	1
352	нее не	1	1
353	лишь для	1	1
354	явление а	1	1
355	свою мысль	1	1
356	на примере	1	1
357	а именно	1	1
358	дело в	1	1
359	до конца	7	1
360	чем на	3	1
361	под влиянием	1	1
362	ближе к	1	1
363	все основные	1	1
364	природе и	1	1
365	ко всем	2	1
366	и потому	2	1
367	и проблема	1	1
368	и мир	1	1
369	но сам	1	1
370	и там	2	1
371	говорит все	1	1
372	да и	1	1
373	в человеческом	2	1
374	и от	3	1
375	рационалистической теорией	1	1
376	ничего кроме	2	1
377	человека о	2	1
378	одна из	1	1
379	не той	1	1
380	которого они	1	1
381	бы даже	1	1
382	овладеть человеческой	1	1
383	от него	7	1
384	бы в	1	1
385	еще более	1	1
386	для его	1	1
387	но это	1	1
388	силы в	1	1
389	всех тех	1	1
390	он видит	1	1
391	личность и	1	1
392	жизни в	2	1
393	но можно	1	1
394	которым он	1	1
395	жизни а	1	1
396	него в	5	1
397	в свое	1	1
398	предстала перед	1	1
399	чему бы	1	1
400	это было	3	1
401	в своих	3	1
