N	3gram	Bakhtin_Pr_5	Myslijsy
1	по отношению к	6	13
2	в том что	2	13
3	не может быть	3	9
4	тем не менее	1	6
5	и в этом	2	6
6	с другой стороны	3	5
7	потому что в	1	4
8	в свою очередь	1	4
9	по его мнению	1	4
10	в этом смысле	3	4
11	а между тем	3	3
12	подобно тому как	2	3
13	с точки зрения	2	3
14	а так как	1	3
15	сама по себе	1	3
16	и в том	1	3
17	то же время	10	3
18	и как бы	1	3
19	но тем не	1	3
20	с самого начала	8	3
21	так и в	2	3
22	что и в	1	3
23	в то же	10	3
24	мы увидим что	2	3
25	все более и	1	2
26	дело в том	1	2
27	потому что сам	2	2
28	в том и	1	2
29	бы то ни	3	2
30	заключает в себе	1	2
31	но и для	1	2
32	по крайней мере	1	2
33	к тому что	1	2
34	не иначе как	1	2
35	не только для	1	2
36	и с этой	1	2
37	служит для него	1	2
38	для того чтобы	1	2
39	уже с самого	1	2
40	в нем есть	1	2
41	и того же	1	2
42	не только не	1	2
43	как бы ни	1	2
44	более и более	1	2
45	бы они ни	1	2
46	они ни были	1	2
47	одного и того	1	2
48	друг от друга	1	2
49	в них не	1	2
50	как и в	1	2
51	самого начала все	1	1
52	то есть как	1	1
53	а не в	1	1
54	и для самого	1	1
55	на самом деле	9	1
56	но и по	1	1
57	того или другого	1	1
58	потому что я	1	1
59	точки зрения он	1	1
60	бы даже и	1	1
61	сам по себе	2	1
62	в его душе	1	1
63	по себе и	2	1
64	же время не	3	1
65	в этом отношении	1	1
66	то что в	1	1
67	до сих пор	1	1
68	что в нем	1	1
69	можно было бы	2	1
70	и в каждом	1	1
71	в эту минуту	3	1
72	он не мог	1	1
73	как если бы	1	1
74	всяком случае не	1	1
75	и в этих	1	1
76	каждому из них	1	1
77	свое собственное слово	1	1
78	то ни было	3	1
79	там где он	2	1
80	себя и других	1	1
81	смысле этого слова	2	1
82	того чтобы она	1	1
83	и в отношении	1	1
84	то все же	2	1
85	все без исключения	1	1
86	друг на друга	2	1
87	было бы так	1	1
88	так же необходимо	1	1
89	во всяком случае	4	1
90	мы видели что	1	1
91	это потому что	1	1
92	с отношением к	1	1
93	между этими двумя	1	1
94	слова мы увидим	1	1
95	в то время	1	1
96	о том что	1	1
97	и все это	2	1
98	как и во	1	1
99	вопрос о том	1	1
100	ни в одном	1	1
101	и в слове	2	1
102	но все же	2	1
103	которого он не	1	1
104	находятся в таких	1	1
105	то есть человека	1	1
106	но не в	1	1
107	мог бы быть	1	1
108	друг другу как	1	1
109	лицом к лицу	1	1
110	как мы видели	1	1
111	так потому что	1	1
112	входит в его	1	1
