N	2gram	Nazirov_Tv_1	FransuaR
1	и в	21	45
2	то есть	12	25
3	и не	7	15
4	в этом	6	14
5	но в	7	14
6	не только	7	14
7	во всех	1	13
8	и его	6	13
9	в его	13	13
10	как бы	17	12
11	во время	1	12
12	что в	12	12
13	то же	13	11
14	в своем	4	11
15	в то	15	11
16	в романе	10	11
17	в нем	3	10
18	и с	3	10
19	как и	12	10
20	в том	7	10
21	но и	3	10
22	прежде всего	4	10
23	же время	12	9
24	в ней	2	8
25	таким образом	5	8
26	в самой	1	8
27	жизни и	3	8
28	вовсе не	5	8
29	так же	3	8
30	также и	1	7
31	он был	1	7
32	с его	11	7
33	том что	11	7
34	не в	2	7
35	потому что	5	7
36	в эпоху	1	7
37	что и	2	7
38	в конце	1	7
39	и все	6	7
40	все это	10	7
41	в этой	5	6
42	он не	8	6
43	всех этих	1	6
44	весь мир	1	6
45	в них	1	6
46	мысли и	4	6
47	в атмосфере	1	6
48	связи с	1	6
49	так и	2	6
50	что он	6	6
51	так как	3	6
52	одним из	4	5
53	самом деле	2	5
54	на самом	3	5
55	это и	3	5
56	с ее	3	5
57	и на	7	5
58	хотя и	3	5
59	и как	4	5
60	и к	1	5
61	в себя	2	5
62	и у	2	5
63	все эти	1	5
64	на этом	1	5
65	форм и	1	5
66	его в	1	5
67	с ним	3	5
68	одной из	4	5
69	со всеми	3	5
70	человека с	2	5
71	и их	1	5
72	как раз	1	5
73	в связи	1	5
74	не может	4	5
75	но это	5	5
76	от всех	1	5
77	же как	1	4
78	мы уже	1	4
79	той же	3	4
80	его не	1	4
81	и о	1	4
82	в сущности	1	4
83	но не	3	4
84	эта связь	1	4
85	перед нами	2	4
86	кроме того	1	4
87	в самом	3	4
88	тому же	1	4
89	первой части	3	4
90	по своему	1	4
91	об этом	2	4
92	это было	1	4
93	не мог	2	4
94	в их	3	4
95	эпизоде с	1	4
96	своего рода	4	4
97	дается в	1	4
98	в основе	2	4
99	у него	7	4
100	и это	1	4
101	и здесь	1	4
102	о том	6	4
103	только в	5	4
104	в первой	2	4
105	с этим	1	4
106	мы находим	2	4
107	и даже	3	4
108	сказать что	2	4
109	а не	5	4
110	его как	2	4
111	как это	1	4
112	и от	4	4
113	все они	1	4
114	а в	6	4
115	такой же	2	4
116	единство и	1	3
117	но она	2	3
118	того же	2	3
119	и он	2	3
120	как в	8	3
121	в одной	2	3
122	но его	2	3
123	как он	1	3
124	но на	1	3
125	что она	2	3
126	связанные с	1	3
127	и вот	1	3
128	на площади	2	3
129	здесь нет	2	3
130	ни в	1	3
131	он и	1	3
132	до сих	1	3
133	в своей	4	3
134	этой связи	2	3
135	не менее	6	3
136	свобода и	1	3
137	дело в	3	3
138	не имеет	1	3
139	что на	1	3
140	всего этого	1	3
141	часто в	1	3
142	жизни он	2	3
143	этот момент	1	3
144	нуждается в	1	3
145	это не	4	3
146	именно в	2	3
147	того что	3	3
148	для всех	1	3
149	для него	6	3
150	в одном	1	3
151	но он	2	3
152	не было	1	3
153	о чем	1	3
154	связь с	1	3
155	вместе с	2	3
156	но этот	1	3
157	сих пор	1	3
158	в году	7	3
159	с помощью	1	3
160	на этот	1	3
161	и другие	3	3
162	улицы и	1	2
163	ту же	3	2
164	чтобы не	1	2
165	в этот	1	2
166	и есть	1	2
167	и до	1	2
168	между человеком	1	2
169	говорить о	1	2
170	в целом	4	2
171	переплетается с	1	2
172	это время	2	2
173	в чем	2	2
174	в данном	2	2
175	отличие от	2	2
176	в истории	1	2
177	все же	5	2
178	когда он	2	2
179	и наконец	2	2
180	что это	1	2
181	он в	1	2
182	очень важно	1	2
183	еще один	1	2
184	им в	1	2
185	роль в	1	2
186	и если	1	2
187	при этом	7	2
188	оно было	1	2
189	перестает быть	1	2
190	с представлением	1	2
191	том же	1	2
192	эта книга	1	2
193	самого автора	1	2
194	на все	1	2
195	мира сего	1	2
196	было бы	1	2
197	делает его	1	2
198	и смерти	1	2
199	для них	1	2
200	победу над	1	2
201	с тем	1	2
202	одно из	1	2
203	отрыве от	1	2
204	во второй	2	2
205	человеком и	1	2
206	не столько	2	2
207	но эта	1	2
208	во времени	3	2
209	даже в	3	2
210	в отношении	1	2
211	вплоть до	1	2
212	что эта	1	2
213	если в	2	2
214	на него	1	2
215	свободы и	2	2
216	больше чем	2	2
217	у этого	1	2
218	и притом	2	2
219	к ней	2	2
220	видим что	1	2
221	начиная с	1	2
222	в духе	2	2
223	не могут	1	2
224	что все	3	2
225	к тому	2	2
226	в каждом	3	2
227	если мы	1	2
228	данном случае	2	2
229	в средневековой	2	2
230	говорили что	1	2
231	так в	1	2
232	и что	1	2
233	шекспира и	1	2
234	на том	2	2
235	еще в	2	2
236	мировой литературе	1	2
237	жизнь и	1	2
238	же самое	1	2
239	вот это	1	2
240	и та	2	2
241	но мы	1	2
242	можно сказать	2	2
243	нас в	1	2
244	к нему	1	2
245	в отрыве	1	2
246	между тем	1	2
247	переходит в	2	2
248	в ту	3	2
249	он хочет	1	2
250	уже говорили	1	2
251	это очень	1	2
252	в эти	1	2
253	в качестве	2	2
254	века с	2	2
255	на столе	1	2
256	ведь это	1	2
257	у нее	1	2
258	идет в	1	2
259	может быть	5	2
260	заметить что	1	2
261	в ряде	1	2
262	в отличие	2	2
263	неразрывном единстве	1	2
264	себя и	1	2
265	превращается в	1	2
266	один из	4	2
267	на эту	4	2
268	него не	1	2
269	в одно	2	2
270	один раз	1	2
271	площади и	2	2
272	нет ни	2	2
273	во все	1	2
274	слова и	1	2
275	только для	1	2
276	на улице	1	2
277	в другое	1	2
278	чтобы его	1	2
279	хотя бы	5	2
280	всеми его	1	2
281	то что	8	2
282	жизни в	6	2
283	их с	1	2
