N	3gram	Vygotskiy__7	Formalny
1	не может быть	4	10
2	с точки зрения	21	7
3	в этом отношении	3	7
4	в самом деле	4	5
5	и в этом	1	5
6	в то же	1	5
7	во всяком случае	1	5
8	языка и его	1	5
9	вместе с тем	4	4
10	как мы видели	3	4
11	не могут быть	1	4
12	в высшей степени	1	4
13	на самом деле	2	3
14	как раз и	1	3
15	и не может	1	3
16	в зависимости от	1	3
17	сам по себе	1	3
18	в большинстве случаев	2	3
19	с другой стороны	1	3
20	так и в	1	3
21	для того чтобы	18	3
22	только и может	1	2
23	в какой мере	2	2
24	прежде всего в	2	2
25	тем что оно	2	2
26	в этом смысле	1	2
27	и то и	1	2
28	в отличие от	2	2
29	то и другое	3	2
30	дело идет о	1	2
31	в конце концов	1	2
32	с самого начала	7	2
33	но все же	1	2
34	к тому что	6	2
35	в слове не	1	2
36	в том что	13	2
37	и в конце	2	1
38	что иное как	1	1
39	освобождение его от	2	1
40	речи и их	1	1
41	слова как такового	1	1
42	прежде всего на	1	1
43	как и для	1	1
44	как бы не	1	1
45	эти специфические особенности	1	1
46	в этом случае	14	1
47	потому что не	1	1
48	с одной стороны	5	1
49	в одной из	1	1
50	осуществляется на самом	1	1
51	только в том	1	1
52	до сих пор	3	1
53	значение не только	1	1
54	от одного к	1	1
55	они не совпадают	1	1
56	что он не	1	1
57	в неразрывной связи	1	1
58	как мы увидим	1	1
59	вследствие того что	1	1
60	если мы обратимся	1	1
61	этого метода мы	1	1
62	во всех этих	1	1
63	рассматривать не как	1	1
64	из того что	2	1
65	в собственном смысле	3	1
66	в той мере	2	1
67	в этот период	2	1
68	представляется нам в	1	1
69	что если бы	1	1
70	бы сказать что	2	1
71	речи но все	1	1
72	именно в этом	2	1
73	и в этих	1	1
74	речи в которой	2	1
75	при таком положении	1	1
76	мы не можем	3	1
77	быть самим собой	1	1
78	не чем иным	2	1
79	не совпадает с	3	1
80	в этой области	1	1
81	в данном случае	5	1
82	могут быть названы	1	1
83	тем что он	1	1
84	смысле этого слова	3	1
85	в той же	2	1
86	но при этом	1	1
87	в одной плоскости	1	1
88	не той или	1	1
89	с тем же	1	1
90	всей полноты смысла	1	1
91	не имеет места	1	1
92	мы в сущности	1	1
93	в такой же	3	1
94	это и есть	1	1
95	тем же самым	1	1
96	один из моментов	1	1
97	но именно в	1	1
98	в учении о	6	1
99	то о чем	4	1
100	мере в какой	2	1
101	и во всяком	1	1
102	нельзя было бы	1	1
103	очевидно что в	1	1
104	есть не что	1	1
105	тем обстоятельством что	1	1
106	неразрывной связи с	1	1
107	таким образом в	2	1
108	по тем же	1	1
109	чем иным как	2	1
110	должен приспособляться к	1	1
111	таким образом мы	1	1
112	может быть понят	1	1
113	не вещь а	1	1
114	и тем самым	4	1
115	в свою очередь	2	1
116	собственном смысле этого	3	1
117	и речи но	2	1
118	одного к другому	1	1
119	из противопоставления двух	1	1
120	мы обратимся к	1	1
121	по аналогии с	1	1
122	в направлении к	2	1
123	по этому поводу	3	1
124	не что иное	1	1
125	сама по себе	1	1
126	не осуществляется на	1	1
127	тем не менее	3	1
128	той мере в	2	1
129	она не может	1	1
130	как и в	3	1
131	что и в	1	1
132	совершенно в той	1	1
133	таким образом с	1	1
