N	3gram	Ircho_Kome_1	Myslijsy
1	по отношению к	3	13
2	в том что	9	13
3	тем не менее	1	6
4	с другой стороны	5	5
5	но и в	2	4
6	и т д	4	4
7	а между тем	1	3
8	подобно тому как	1	3
9	с одной стороны	3	3
10	и в том	1	3
11	то же время	4	3
12	с самого начала	1	3
13	не только в	1	3
14	в то же	4	3
15	что иное как	1	2
16	что по мнению	1	2
17	бы то ни	2	2
18	к тому что	1	2
19	в применении к	1	2
20	для того чтобы	1	2
21	и т п	5	2
22	не что иное	1	2
23	друг от друга	1	2
24	как и в	2	2
25	между людьми и	1	1
26	но и все	1	1
27	из всего этого	2	1
28	не говоря уже	2	1
29	в ответ на	1	1
30	с тех пор	1	1
31	не прибавляет к	1	1
32	законы по которым	1	1
33	и не только	1	1
34	следовательно и в	1	1
35	в своем сочинении	1	1
36	говоря уже о	2	1
37	сам по себе	1	1
38	в этом отношении	3	1
39	до сих пор	2	1
40	можно было бы	1	1
41	с так как	1	1
42	он не мог	1	1
43	с этой точки	1	1
44	не в состоянии	2	1
45	более или менее	1	1
46	то ни было	2	1
47	чтобы убедиться в	1	1
48	так же как	1	1
49	жизни но и	1	1
50	смысле этого слова	1	1
51	но при этом	1	1
52	однако в действительности	1	1
53	если они не	1	1
54	во всяком случае	2	1
55	и независимо от	1	1
56	не мог бы	1	1
57	и таким образом	2	1
58	в то время	5	1
59	после того как	3	1
60	о том что	3	1
61	из других источников	1	1
62	в одном из	4	1
63	этой точки зрения	1	1
64	и все это	1	1
65	ни в одном	1	1
66	на то что	2	1
67	то время когда	1	1
68	которые могут быть	1	1
69	и в тех	1	1
70	таким образом в	2	1
71	но едва ли	1	1
72	к этой чисто	1	1
73	том каким образом	1	1
74	как мы видели	1	1
