N	2gram	Nazirov_Tv_1	KulturaY
1	и т	3	54
2	т п	2	41
3	т е	1	32
4	и в	21	23
5	в том	7	22
6	не только	7	17
7	в этом	6	16
8	было бы	1	16
9	самом деле	2	14
10	может быть	5	14
11	в области	1	14
12	в самом	3	13
13	что в	12	13
14	не менее	6	12
15	потому что	5	12
16	том что	11	11
17	в его	13	11
18	того что	3	11
19	а не	5	11
20	у нас	1	10
21	и не	7	10
22	еще не	1	9
23	таким образом	5	9
24	тем не	2	9
25	хотя бы	5	9
26	так как	3	9
27	прежде всего	4	9
28	т д	1	8
29	иными словами	2	8
30	в виду	2	8
31	уже не	3	8
32	до сих	1	8
33	сих пор	1	8
34	между прочим	1	8
35	как это	1	7
36	все эти	1	7
37	если мы	1	7
38	и что	1	7
39	с другой	3	7
40	в данном	2	7
41	слова и	1	7
42	сказать что	2	7
43	то же	13	6
44	говорить о	1	6
45	с помощью	1	6
46	только в	5	6
47	так и	2	6
48	при этом	7	6
49	и тем	2	6
50	с тем	1	6
51	в их	3	6
52	связи с	1	6
53	не может	4	6
54	могут быть	2	6
55	по себе	1	6
56	о том	6	6
57	что и	2	6
58	тот же	2	6
59	что он	6	6
60	для этого	1	6
61	также и	1	5
62	и есть	1	5
63	в первом	2	5
64	я не	3	5
65	в чем	2	5
66	все же	5	5
67	хотя и	3	5
68	как бы	17	5
69	что она	2	5
70	как и	12	5
71	не значит	1	5
72	не в	2	5
73	вовсе не	5	5
74	не могут	1	5
75	и должно	1	5
76	тем что	1	5
77	далеко не	3	5
78	на которых	1	5
79	в связи	1	5
80	что же	1	5
81	тем более	1	5
82	но это	5	5
83	а в	6	5
84	того же	2	4
85	в сущности	1	4
86	на практике	1	4
87	столь же	1	4
88	как в	8	4
89	в своем	4	4
90	целый ряд	1	4
91	в целом	4	4
92	в своей	4	4
93	что такое	1	4
94	не столько	2	4
95	тому что	1	4
96	тем самым	7	4
97	учения о	1	4
98	как раз	1	4
99	и о	1	4
100	в ее	1	4
101	данном случае	2	4
102	к языку	1	4
103	заключается в	1	4
104	между тем	1	4
105	один из	4	4
106	с одной	1	4
107	в нашей	2	4
108	что не	2	4
109	не случайно	4	4
110	не было	1	4
111	одной стороны	1	4
112	и научная	1	4
113	то что	8	4
114	только как	1	4
115	в таком	1	4
116	сплошь и	1	3
117	я и	3	3
118	на самом	3	3
119	это и	3	3
120	то в	2	3
121	по преимуществу	2	3
122	той же	3	3
123	есть не	2	3
124	в ней	2	3
125	время в	3	3
126	но не	3	3
127	по отношению	1	3
128	отнюдь не	5	3
129	что как	2	3
130	и к	1	3
131	бы и	1	3
132	что это	1	3
133	тому же	1	3
134	но на	1	3
135	он не	8	3
136	в первую	1	3
137	и вот	1	3
138	и с	3	3
139	и рядом	1	3
140	с этой	1	3
141	не так	3	3
142	но если	3	3
143	и более	1	3
144	в отношении	1	3
145	она не	1	3
146	в то	15	3
147	не имеет	1	3
148	на него	1	3
149	в процессе	1	3
150	не по	3	3
151	был бы	2	3
152	что на	1	3
153	не есть	1	3
154	всего этого	1	3
155	только то	1	3
156	и содержание	1	3
157	но и	3	3
158	нас в	1	3
159	связь между	1	3
160	отметить что	1	3
161	это не	4	3
162	вообще и	1	3
163	этот вопрос	1	3
164	в какой	1	3
165	и действительно	1	3
166	я в	1	3
167	уже в	3	3
168	не знать	1	3
169	ни в	1	3
170	могло бы	1	3
171	мы находим	2	3
172	то это	1	3
173	именно в	2	3
174	а с	1	3
175	естественно что	1	3
176	первую очередь	1	3
177	xix века	6	3
178	это уже	5	3
179	к тому	2	3
180	мы должны	1	3
181	другой стороны	1	3
182	чтобы не	1	2
183	и через	1	2
184	через которые	1	2
185	их сознания	1	2
186	отношению к	1	2
187	о внутренней	1	2
188	мы имеем	1	2
189	на себя	1	2
190	не то	2	2
191	не все	1	2
192	отличие от	2	2
193	и я	1	2
194	как к	2	2
195	когда он	2	2
196	и как	4	2
197	но в	7	2
198	для которого	1	2
199	очень много	1	2
200	он в	1	2
