N	3gram	Propp_Isto_7	Marksizm
1	с точки зрения	1	20
2	не может быть	3	13
3	в самом деле	1	9
4	до сих пор	2	8
5	бы то ни	1	8
6	то ни было	1	8
7	в связи с	1	7
8	с другой стороны	8	5
9	в этом случае	1	3
10	то же самое	1	3
11	на этот вопрос	2	3
12	и здесь мы	2	3
13	и тот же	1	3
14	один и тот	1	3
15	но все же	2	3
16	в большинстве случаев	1	3
17	в том что	4	3
18	же как и	1	2
19	сама по себе	1	2
20	можно было бы	1	2
21	как если бы	1	2
22	что во всех	1	2
23	так же как	4	2
24	вопрос о том	1	2
25	по отношению к	1	2
26	в достаточной степени	1	2
27	тем не менее	4	2
28	к этому же	1	1
29	оно может быть	1	1
30	между прочим и	2	1
31	не в целях	1	1
32	в одной из	2	1
33	но и в	2	1
34	независимо от того	1	1
35	совершенно так же	1	1
36	характерно что в	2	1
37	но уже в	1	1
38	с этой точки	3	1
39	этого он не	1	1
40	ту или иную	1	1
41	в предыдущей главе	1	1
42	мы увидим дальше	1	1
43	сих пор мы	1	1
44	лежит в основе	2	1
45	с одной стороны	4	1
46	нами в предыдущей	1	1
47	все же не	1	1
48	а в том	2	1
49	как мы увидим	1	1
50	и та же	1	1
51	одна и та	1	1
52	и вне этого	1	1
53	а не в	1	1
54	до наших дней	1	1
55	после этого мы	1	1
56	мы уже знаем	3	1
57	более или менее	1	1
58	из этих форм	1	1
59	определяется не только	1	1
60	так и в	2	1
61	этой точки зрения	3	1
62	только после этого	1	1
63	другой стороны и	2	1
64	это значит что	1	1
65	не только в	5	1
66	о чем речь	1	1
67	как мы уже	1	1
68	таким образом и	1	1
69	к тому что	1	1
70	и эта форма	1	1
71	в любой момент	1	1
72	как мы видели	1	1
