N	2gram	Potebnia_M_3	Otkroven
1	о человеке	1	29
2	у него	2	22
3	человеческой природы	1	20
4	и в	30	19
5	но и	19	13
6	и не	15	13
7	в этом	10	12
8	не в	15	11
9	не только	21	11
10	может быть	28	11
11	а не	15	11
12	человека и	5	10
13	вопрос о	1	10
14	в нем	9	10
15	и все	3	10
16	прежде всего	3	9
17	не было	4	9
18	в человеке	3	9
19	потому что	46	9
20	он был	1	8
21	и он	1	8
22	в его	4	7
23	человек не	2	7
24	он не	4	7
25	лишь в	1	7
26	ни с	1	7
27	но он	1	7
28	от него	2	7
29	человеческой души	1	6
30	как и	10	6
31	все это	4	6
32	до самого	1	5
33	отношение к	2	5
34	в том	32	5
35	в самом	8	5
36	в этой	2	5
37	человеке и	2	5
38	для него	9	5
39	него в	1	5
40	а в	12	5
41	то что	18	5
42	он сам	1	4
43	с его	1	4
44	все в	2	4
45	о человеческой	1	4
46	все эти	1	4
47	в самую	1	4
48	что не	8	4
49	не может	6	4
50	того чтобы	3	4
51	человек и	1	4
52	и мысли	1	4
53	и его	4	4
54	что в	17	4
55	и есть	3	3
56	быть может	3	3
57	о том	2	3
58	еще не	5	3
59	к нему	3	3
60	жизни все	1	3
61	было бы	9	3
62	того что	18	3
63	когда он	1	3
64	что он	6	3
65	и ее	1	3
66	в себе	16	3
67	и вот	1	3
68	не могут	5	3
69	для того	4	3
70	это было	3	3
71	что человек	2	3
72	это не	1	3
73	только одно	1	3
74	сердце в	1	3
75	никто не	3	3
76	мысли и	2	3
77	могут быть	3	3
78	как бы	3	3
79	с ним	6	3
80	и от	4	3
81	в этих	1	3
82	души но	1	3
83	все что	4	3
84	и с	2	2
85	из всего	1	2
86	и то	8	2
87	о любви	2	2
88	в ее	2	2
89	мысль о	5	2
90	что у	1	2
91	так и	11	2
92	его не	1	2
93	и о	2	2
94	по себе	16	2
95	сложнее и	1	2
96	и на	3	2
97	природы и	2	2
98	совсем не	1	2
99	не все	4	2
100	что и	13	2
101	частью в	2	2
102	что они	2	2
103	в истории	1	2
104	в своем	5	2
105	все же	2	2
106	и потому	4	2
107	при чтении	1	2
108	должен был	1	2
109	в которой	3	2
110	так что	7	2
111	уже в	5	2
112	в единстве	1	2
113	с чем	1	2
114	в душе	10	2
115	что для	4	2
116	одно из	5	2
117	так как	13	2
118	тем что	7	2
119	в других	2	2
120	его в	3	2
121	одного только	1	2
122	сказать что	5	2
123	с тем	7	2
124	было для	1	2
125	для человека	4	2
126	должно быть	5	2
127	том что	18	2
128	что есть	2	2
129	ко всем	2	2
130	человека к	1	2
131	от человека	1	2
132	к этому	3	2
133	что же	2	2
134	и там	1	2
135	то к	3	2
136	человека есть	1	2
137	с которой	1	2
138	не имеет	6	2
139	любовь к	1	2
140	и бесконечно	1	2
141	ничего не	1	2
142	он вечно	1	2
143	природы в	2	2
144	к ней	5	2
145	не есть	17	2
146	жизни в	1	2
147	в своей	2	2
148	что все	3	2
149	хотя и	1	2
150	ее в	1	2
151	но в	1	2
152	народ в	1	1
153	и это	4	1
154	и самое	2	1
155	отношения к	1	1
156	например в	6	1
157	чтобы не	1	1
158	в виду	1	1
159	сам по	5	1
160	есть самая	1	1
161	на самом	1	1
162	с каким	2	1
163	но тем	2	1
164	тем же	4	1
165	чего не	1	1
166	когда человек	1	1
167	лучше сказать	2	1
168	говорится что	1	1
169	человеческой и	1	1
170	не те	1	1
171	и до	2	1
172	в силе	1	1
173	должна быть	1	1
174	и когда	1	1
175	бы эта	1	1
176	к чему	1	1
177	не с	1	1
178	есть не	7	1
179	и каждый	1	1
180	мы не	9	1
181	том как	3	1
182	в первый	1	1
183	если бы	12	1
184	и действий	1	1
185	в сущности	1	1
186	находится в	1	1
187	не вполне	1	1
188	бы даже	1	1
189	себе что	2	1
190	с тою	1	1
191	в ней	8	1
192	было до	1	1
193	не иметь	1	1
194	и что	10	1
195	в глаза	1	1
196	его жизни	2	1
197	после того	1	1
198	все его	1	1
199	вопросу о	1	1
200	одним словом	2	1
201	самом деле	2	1
202	в которую	1	1
203	которого не	1	1
204	но не	7	1
205	то он	2	1
206	всего он	1	1
207	в новом	2	1
208	но нет	1	1
209	себе и	1	1
210	в форме	2	1
211	и чем	1	1
212	человек может	2	1
213	и я	1	1
214	пред собою	1	1
215	в одной	1	1
216	так для	1	1
217	как в	10	1
218	своей и	1	1
219	по содержанию	2	1
220	иметь право	1	1
221	что как	2	1
222	бросается в	1	1
223	как например	1	1
224	один из	4	1
225	на человека	2	1
226	его собственная	1	1
227	мысли не	3	1
228	что только	6	1
229	и как	5	1
230	с ними	1	1
231	от этого	2	1
232	и свобода	1	1
233	не идет	1	1
234	то в	1	1
235	и после	2	1
236	духа в	1	1
237	который в	1	1
238	из жизни	1	1
239	что это	4	1
240	между этими	1	1
241	существует лишь	1	1
242	вопрос об	2	1
243	есть для	5	1
244	одно время	1	1
245	человека с	1	1
246	думать что	5	1
247	же и	3	1
248	и счастье	1	1
249	свою тайну	1	1
250	есть уже	11	1
251	только один	2	1
252	уже не	6	1
253	на то	2	1
254	еще одну	1	1
255	бы ни	3	1
256	что она	3	1
257	бы от	1	1
258	свободу и	1	1
259	о божественном	1	1
260	да и	1	1
261	из них	6	1
262	после этого	1	1
263	его и	1	1
264	единство в	1	1
265	есть дело	2	1
266	был бы	2	1
267	он должен	1	1
268	есть та	1	1
269	к одному	5	1
270	в силу	3	1
271	в корне	1	1
272	в одном	2	1
273	ничего но	1	1
274	вовсе не	7	1
275	мысли как	3	1
276	само по	3	1
277	из него	2	1
278	людей и	2	1
279	почему не	2	1
280	этом отношении	2	1
281	от того	8	1
282	человеческой душе	2	1
283	существование в	2	1
284	сказать с	1	1
285	в каждом	3	1
286	лишь для	1	1
287	ни был	1	1
288	в совершенно	1	1
289	том случае	1	1
290	его принадлежности	1	1
291	и даже	2	1
292	со стороны	3	1
293	одном месте	1	1
294	и человека	1	1
295	как у	1	1
296	заключается в	1	1
297	качества и	1	1
298	в глазах	1	1
299	с вопросом	1	1
300	а это	1	1
301	в свой	2	1
302	связанным с	1	1
303	приходит в	1	1
304	на людей	1	1
305	в жизни	1	1
306	кажется что	1	1
307	притом не	2	1
308	которой нет	1	1
309	в них	5	1
310	этого слова	11	1
311	она и	1	1
312	а с	2	1
313	кто знает	1	1
314	может ли	1	1
315	на этот	1	1
316	стремится к	1	1
317	заключено в	1	1
318	строгом смысле	1	1
319	человека тот	1	1
320	в мире	1	1
321	и тогда	3	1
322	нисколько не	1	1
323	под влиянием	1	1
324	в одно	3	1
325	места в	1	1
326	связь с	3	1
327	видели в	1	1
328	начиная с	1	1
329	его как	1	1
330	и без	7	1
331	в котором	4	1
332	в строгом	1	1
333	и почему	2	1
334	он говорит	2	1
335	этих словах	1	1
336	смысле этого	7	1
337	для многих	1	1
338	мысли есть	2	1
339	образ и	6	1
340	видно что	1	1
341	и более	1	1
342	друг с	1	1
343	в человеческой	3	1
344	а потому	6	1
345	быть не	2	1
346	можно ожидать	1	1
347	и здесь	1	1
348	вообще но	1	1
349	вложена в	1	1
350	но это	6	1
351	природу и	1	1
352	чтобы иметь	1	1
353	отличается от	1	1
354	она не	2	1
355	того как	4	1
356	тогда все	1	1
357	ее с	1	1
358	тому кто	1	1
359	в процессе	1	1
360	было не	1	1
361	или лучше	2	1
362	в нас	2	1
363	не существует	3	1
364	есть одно	2	1
365	в силах	1	1
366	в разных	2	1
367	жизни не	3	1
368	к одной	3	1
369	тянется к	1	1
370	бы в	2	1
371	для его	1	1
372	нужно видеть	1	1
373	во всем	1	1
374	свою мысль	2	1
375	в сознании	15	1
376	заключает в	5	1
377	отношении к	2	1
378	еще ничего	1	1
379	но есть	1	1
380	и начинается	1	1
381	с другом	1	1
382	и эта	1	1
383	была бы	4	1
384	но можно	1	1
385	нему как	2	1
386	форма художественного	1	1
387	но оно	6	1
388	одно только	3	1
389	та же	2	1
390	в свое	2	1
391	особенно в	1	1
392	стремлением к	1	1
393	его с	2	1
394	в голову	1	1
395	жизни и	2	1
396	всего что	1	1
397	это так	1	1
398	во всяком	1	1
399	и бесконечные	1	1
400	указывает на	6	1
401	случае если	1	1
402	он видит	1	1
403	к любви	1	1
404	быть назван	1	1
