N	3gram	Tiupa_Lite_2	DiskursI
1	в том что	5	13
2	по отношению к	3	9
3	с одной стороны	6	9
4	о том что	2	5
5	в отличие от	1	4
6	то же время	9	4
7	это прежде всего	2	3
8	а с другой	1	3
9	не в том	1	3
10	той или иной	1	3
11	не может быть	7	3
12	в свою очередь	1	3
13	с другой стороны	4	3
14	в то же	9	3
15	в е годы	2	2
16	что же касается	1	2
17	мы имеем дело	1	2
18	том что в	1	2
19	не говоря уже	2	2
20	подобно тому как	2	2
21	в том числе	2	2
22	в соответствии с	1	2
23	то же самое	1	2
24	а в том	1	2
25	одной стороны и	1	2
26	говоря уже о	2	2
27	том числе и	1	2
28	в основе своей	1	2
29	по крайней мере	2	2
30	первого и второго	1	2
31	в данном случае	3	2
32	в том чтобы	3	2
33	по сути своей	1	2
34	состоит в том	4	2
35	не более чем	1	2
36	едва ли не	4	2
37	в частности в	1	2
38	сказать и о	1	2
39	то есть в	1	2
40	одного из канонических	1	2
41	в начале х	1	2
42	до сего времени	1	2
43	в этом случае	2	1
44	самоопределение личности по	1	1
45	нет и не	1	1
46	в хх веке	4	1
47	прежде всего в	1	1
48	может быть названа	1	1
49	на самом деле	1	1
50	таком взгляде на	1	1
51	при этом как	1	1
52	х годов в	1	1
53	ли не наиболее	1	1
54	начале х годов	1	1
55	и т.п такого	1	1
56	т.п такого рода	1	1
57	крайней мере двух	1	1
58	он не может	1	1
59	с точки зрения	3	1
60	и не может	1	1
61	и в то	1	1
62	что он не	1	1
63	явилось одним из	1	1
64	самое можно сказать	1	1
65	только то что	1	1
66	из того что	1	1
67	принципе не может	1	1
68	вместе с тем	1	1
69	одно и то	2	1
70	как мы видели	1	1
71	при таком взгляде	1	1
72	в чем и	1	1
73	может быть описан	1	1
74	именовал веком героев	1	1
75	то есть оказывается	1	1
76	в равной мере	1	1
77	можно сказать и	1	1
78	является своего рода	1	1
79	в равной степени	2	1
80	и второго лица	1	1
81	во всех этих	1	1
82	имеем дело с	1	1
83	более того это	1	1
84	чем и состоит	1	1
85	так и от	1	1
86	в целом ряде	1	1
87	в свое время	2	1
88	стороны и к	1	1
89	а нередко и	1	1
90	в этом отношении	3	1
91	но исключительно в	1	1
92	все того же	1	1
93	в этом же	1	1
94	гегель именовал веком	1	1
95	имея в виду	1	1
96	в конечном счете	5	1
97	же самое можно	1	1
98	речь идет о	3	1
99	и др на	1	1
100	и то же	2	1
101	и прежде всего	1	1
102	тех или иных	1	1
103	может быть ни	1	1
104	тем не менее	2	1
105	в принципе не	2	1
106	в себе не	1	1
