N	3gram	Losev_Dial_4	Vvedenie
1	и т д	15	36
2	для того чтобы	5	20
3	в том что	9	12
4	о том что	1	12
5	но также и	1	9
6	в этом смысле	4	8
7	не может быть	6	8
8	тем не менее	2	8
9	то же время	6	6
10	в то же	6	6
11	т д но	1	5
12	с другой стороны	1	5
13	что иное как	8	4
14	в этом случае	1	4
15	по крайней мере	7	4
16	т е в	2	4
17	в данном случае	1	4
18	не только в	1	4
19	и в этом	3	4
20	по сравнению с	2	4
21	так или иначе	1	4
22	само по себе	4	4
23	не что иное	8	4
24	и именно в	1	3
25	в собственном смысле	2	3
26	с тем что	1	3
27	шла речь в	1	3
28	именно в этом	1	3
29	и тем не	1	3
30	вопрос о том	1	3
31	но в то	2	3
32	можно сказать что	1	3
33	сама по себе	5	3
34	но все же	1	3
35	что в этом	1	2
36	в чем же	2	2
37	дело в том	1	2
38	и той же	3	2
39	не говоря уже	3	2
40	подобно тому как	4	2
41	с точки зрения	9	2
42	хотя бы и	2	2
43	точно так же	2	2
44	в конце концов	1	2
45	не в том	4	2
46	в связи с	1	2
47	т д все	2	2
48	есть не что	5	2
49	вовсе не в	2	2
50	гораздо ближе к	1	2
51	одной и той	3	2
52	может быть в	1	2
53	т д в	1	2
54	той или иной	1	2
55	здесь идет речь	1	1
56	т е того	1	1
57	не может не	1	1
58	и есть то	1	1
59	и вот почему	1	1
60	по себе не	1	1
61	она есть не	1	1
62	только потому что	1	1
63	сказать что в	1	1
64	оно не дает	1	1
65	мы имеем дело	1	1
66	прежде всего в	1	1
67	т е не	2	1
68	не имеет права	2	1
69	что это только	1	1
70	именно как нечто	1	1
71	на каком-нибудь одном	1	1
72	то или иное	3	1
73	в лучшем случае	1	1
74	говоря уже о	3	1
75	сам по себе	2	1
76	в отличие от	1	1
77	также и то	1	1
78	не есть и	1	1
79	не было бы	1	1
80	т е о	3	1
81	совершенно ясно что	1	1
82	самого по себе	1	1
83	может быть только	1	1
84	д все это	1	1
85	с этой точки	2	1
86	и не в	1	1
87	и что это	1	1
88	ту или иную	2	1
89	все же это	1	1
90	и то что	1	1
91	в зависимости от	1	1
92	и заключается она	1	1
93	уже о том	2	1
94	а не только	1	1
95	не могло не	1	1
96	то о котором	1	1
97	самом же начале	1	1
98	можно говорить о	1	1
99	возможно только потому	1	1
100	чем больше он	1	1
101	все эти отдельные	1	1
102	не есть наука	1	1
103	в нем не	1	1
104	большой интерес представляет	1	1
105	который хотя и	1	1
106	хотя бы на	1	1
107	лишь в том	1	1
108	случае не есть	2	1
109	как мы имеем	1	1
110	но если бы	1	1
111	говорим только о	1	1
112	этой точки зрения	2	1
113	не мог не	1	1
114	т е все	1	1
115	его можно только	1	1
116	последних т е	1	1
117	то обстоятельство что	1	1
118	потому что все	1	1
119	все т е	1	1
120	имел в виду	1	1
121	от того что	2	1
122	в подлинном смысле	1	1
123	в свою очередь	2	1
124	та или иная	2	1
125	связи с этим	1	1
126	нужно сказать что	1	1
127	и прежде всего	1	1
128	что это есть	3	1
129	не просто как	1	1
130	же это не	1	1
131	только тогда когда	4	1
132	заключается вовсе не	1	1
133	в самом же	1	1
134	после того как	1	1
135	т д и	3	1
136	еще не значит	1	1
137	могут быть в	1	1
138	не значит что	1	1
139	истории и в	1	1
140	но теперь мы	1	1
141	в сравнении с	2	1
142	а именно в	1	1
143	все это не	1	1
144	из того что	1	1
145	вот почему в	1	1
146	себе не есть	1	1
