N	2gram	Voloshinov_1	Myshleni
1	с помощью	6	42
2	в процессе	6	27
3	и в	12	25
4	в том	6	23
5	на основе	1	22
6	том что	5	20
7	внутренней речи	3	19
8	таким образом	12	17
9	так же	3	17
10	что в	2	17
11	в основе	1	16
12	как и	5	15
13	в его	2	15
14	то что	5	15
15	в этом	4	14
16	вместе с	2	14
17	между собой	2	13
18	может быть	14	13
19	в целом	1	13
20	так как	9	12
21	в качестве	1	12
22	что они	1	10
23	перед нами	1	10
24	и что	2	10
25	что и	2	10
26	было бы	1	10
27	того что	3	10
28	только в	6	10
29	как бы	13	10
30	и не	10	10
31	мы не	3	9
32	связи с	1	9
33	мы могли	1	9
34	ни в	3	9
35	как в	5	9
36	как мы	1	8
37	того чтобы	1	8
38	не является	1	8
39	столь же	1	7
40	по своей	1	7
41	все эти	3	7
42	по себе	3	7
43	в области	1	7
44	является то	1	7
45	уже в	2	7
46	мы можем	2	7
47	что мы	5	7
48	как это	2	7
49	же как	1	6
50	высшей степени	1	6
51	совпадает с	2	6
52	зависимости от	4	6
53	и на	4	6
54	но не	2	6
55	как уже	2	6
56	не только	4	6
57	в высшей	1	6
58	не может	16	6
59	мы видели	1	6
60	точки зрения	14	6
61	не в	4	6
62	в отношении	2	6
63	не менее	3	6
64	самого начала	1	6
65	с самого	1	6
66	можно было	1	6
67	внешней речи	1	6
68	с другой	4	6
69	слова и	6	6
70	в основном	2	6
71	все это	3	6
72	все же	4	6
73	мы должны	1	6
74	в зависимости	2	5
75	мы уже	1	5
76	с ее	1	5
77	и к	4	5
78	отношения между	1	5
79	что это	1	5
80	что она	1	5
81	при этом	6	5
82	к одному	1	5
83	и по	3	5
84	уже сказано	1	5
85	тем не	3	5
86	но это	2	5
87	могут быть	2	5
88	о том	3	5
89	значения и	2	5
90	так и	4	5
91	если бы	9	5
92	слов и	1	5
93	входит в	1	5
94	с одной	2	5
95	для него	3	5
96	именно в	1	5
97	одной стороны	2	5
98	тем же	1	4
99	мы имеем	2	4
100	время как	1	4
101	еще не	3	4
102	отнюдь не	5	4
103	так называемая	1	4
104	в своем	2	4
105	что слово	2	4
106	он не	2	4
107	от нее	1	4
108	совпадают с	1	4
109	и того	1	4
110	речи в	2	4
111	в то	2	4
112	тогда когда	2	4
113	никогда не	5	4
114	в структуру	1	4
115	не могут	1	4
116	к тому	1	4
117	что оно	1	4
118	и это	1	4
119	то время	1	4
120	с ним	3	4
121	в какой	2	4
122	всяком случае	1	4
123	какой степени	2	4
124	друг друга	1	4
125	речь и	1	4
126	от того	4	4
127	но и	3	4
128	прежде всего	8	4
129	там где	2	4
130	независимо от	2	4
131	в смысле	1	4
132	и все	2	4
133	сказать что	7	4
134	мы увидим	1	4
135	в частности	1	4
136	во всяком	1	4
137	то в	1	3
138	в котором	3	3
139	по отношению	11	3
140	оно является	1	3
141	когда он	3	3
142	его к	2	3
143	в самом	4	3
144	формы в	1	3
145	им в	1	3
146	не как	1	3
147	на этом	1	3
148	его в	4	3
149	в жизни	5	3
150	или менее	1	3
151	которые в	1	3
152	не есть	2	3
153	ничего общего	1	3
154	в себя	2	3
155	и которые	1	3
156	является в	1	3
157	дело с	2	3
158	внутренней речью	1	3
159	между тем	3	3
160	не можем	1	3
161	если мы	1	3
162	в виде	1	3
163	и их	1	3
164	сами по	1	3
165	этом отношении	1	3
166	к которому	1	3
167	а с	1	3
168	и слово	2	3
169	связь с	2	3
170	наряду с	1	3
171	с этой	2	3
172	в результате	1	3
173	между ними	2	3
174	с ней	1	3
175	другой стороны	2	3
176	в свою	1	3
177	имеет место	2	3
178	к этому	2	3
179	и то	2	2
180	но тем	2	2
181	едва ли	2	2
182	то же	5	2
183	в чем	2	2
184	с его	2	2
185	все остальные	1	2
186	хотя и	1	2
187	метод в	2	2
188	но все	2	2
189	в себе	3	2
190	что является	1	2
191	слова не	1	2
192	здесь мы	1	2
193	в нем	6	2
194	конечно в	2	2
195	зрения на	1	2
196	с другими	2	2
197	из нее	1	2
198	в них	3	2
199	между говорящими	1	2
200	со всей	1	2
201	в этих	2	2
202	в своей	3	2
203	одним и	1	2
204	место в	2	2
205	и другого	1	2
206	в корне	2	2
207	этих моментов	1	2
208	для всего	1	2
209	имеем дело	1	2
210	на себя	1	2
211	они являются	1	2
212	и его	13	2
213	без слов	1	2
214	в каком	3	2
215	определяют и	1	2
216	оно не	2	2
217	свою очередь	1	2
218	совершенно ясно	1	2
219	это мы	1	2
220	ясно что	3	2
221	часто в	1	2
222	мы в	2	2
223	для этого	1	2
224	оно становится	1	2
225	и здесь	2	2
226	что каждый	1	2
227	и во	1	2
228	и только	1	2
229	все время	6	2
230	этом смысле	1	2
231	этой точки	3	2
232	где они	1	2
233	уже не	4	2
234	ни было	4	2
235	он имеет	1	2
236	в одном	1	2
237	моментов в	1	2
238	образом не	1	2
239	помощью которой	1	2
240	мы никогда	2	2
241	этой задачи	1	2
242	и эта	1	2
243	в изучении	1	2
244	от всех	2	2
245	все более	1	2
246	ни на	2	2
247	и потому	2	2
248	относятся к	1	2
249	так мы	1	2
250	тому как	1	2
251	должно быть	1	2
252	является для	2	2
253	оно возникает	1	2
254	и для	3	2
255	включает в	1	2
256	имеет дело	1	2
257	которой можно	1	2
258	для нас	7	2
259	находит свое	3	2
260	все они	2	2
261	тот же	1	2
262	вступает в	1	2
263	или иного	1	2
264	отношению к	11	2
265	к другим	1	2
266	как на	2	2
267	в таком	1	2
268	с действительным	1	1
269	ту же	1	1
270	не остается	2	1
271	сам по	1	1
272	задачи в	1	1
273	словами и	2	1
274	определить как	1	1
275	процесса а	1	1
276	из его	1	1
277	речи человека	1	1
278	с таким	1	1
279	определяется в	1	1
280	например в	1	1
281	и значение	2	1
282	по мнению	1	1
283	речью со	1	1
284	в словесном	2	1
285	себе как	1	1
286	что уже	1	1
287	почти исключительно	2	1
288	не способен	2	1
289	и он	1	1
290	бы то	3	1
291	во всех	1	1
292	тем как	2	1
293	как если	4	1
294	не требует	1	1
295	он употребляет	1	1
296	слово не	1	1
297	менее всего	1	1
298	отношение к	4	1
299	слову в	1	1
300	они действительно	1	1
301	сама по	1	1
302	относится к	2	1
303	опирается на	1	1
304	общего с	2	1
305	с чисто	2	1
306	поскольку они	2	1
307	чем мы	1	1
308	предполагает в	1	1
309	более и	1	1
310	кроме того	2	1
311	и понимания	1	1
312	имеет в	3	1
313	более или	1	1
314	следующим образом	1	1
315	увидим что	1	1
316	сливается с	2	1
317	действия и	2	1
318	та же	1	1
319	и продуктивного	1	1
320	бы не	2	1
321	более подробно	1	1
322	выражение в	2	1
323	думать что	1	1
324	остается места	1	1
325	тому же	2	1
326	жизнью и	2	1
327	от его	1	1
328	она становится	1	1
329	однако он	1	1
330	до конца	2	1
331	ни были	1	1
332	подобно тому	1	1
333	одному и	1	1
334	значительной степени	1	1
335	то ни	3	1
336	что все	1	1
337	и с	3	1
338	обстоятельство как	1	1
339	же этот	1	1
340	и обратно	1	1
341	эти моменты	2	1
342	и тем	1	1
343	для них	1	1
344	абстракции которые	1	1
345	все равно	1	1
346	в слове	1	1
347	которой он	1	1
348	несмотря на	1	1
349	такой же	2	1
350	восприятия и	1	1
351	и становится	1	1
352	является продуктом	3	1
353	из общего	3	1
354	нас не	1	1
355	в такой	3	1
356	это делает	1	1
357	между людьми	1	1
358	что всякий	1	1
359	социальная среда	1	1
360	степени не	1	1
