N	4gram	Vinokur_Ku_2	Myshleni
1	заключается в том что	1	13
2	с этой точки зрения	2	4
3	одной и той же	1	4
4	состоит в том что	1	3
5	только в том что	1	2
6	все более и более	1	2
7	в том смысле как	1	1
8	точно так же как	2	1
9	не что иное как	1	1
10	в том что мы	1	1
11	в то время как	1	1
12	само по себе не	1	1
13	в том случае если	2	1
14	бы то ни было	1	1
15	но для того чтобы	1	1
16	одном и том же	1	1
17	сводится в сущности к	1	1
18	не говоря уже о	2	1
19	и приводит к положению	1	1
20	можно было бы сказать	1	1
