N	2gram	Vinokur_Ku_1	Narrotol
1	не только	10	26
2	а не	8	17
3	тогда как	2	15
4	но и	6	15
5	при этом	6	14
6	в том	30	14
7	в качестве	7	14
8	и не	12	14
9	в этом	14	13
10	и в	24	13
11	том что	21	13
12	состоит в	3	12
13	только в	11	11
14	в частности	4	11
15	может быть	13	10
16	в данном	4	10
17	своего рода	1	9
18	сводится к	3	9
19	так и	7	9
20	к тому	5	9
21	а в	5	9
22	в себе	3	8
23	то что	9	8
24	не в	11	8
25	не может	7	8
26	иначе говоря	2	7
27	к себе	4	7
28	в рамках	4	6
29	в своем	3	6
30	все же	12	6
31	но в	2	6
32	всего лишь	1	6
33	в жизни	1	6
34	никогда не	2	6
35	ничего не	2	6
36	можно сказать	3	6
37	а также	1	6
38	в его	12	6
39	того что	9	6
40	со стороны	4	6
41	прежде всего	9	6
42	как бы	7	6
43	жизни в	1	6
44	я не	2	5
45	отличие от	1	5
46	что он	6	5
47	как в	4	5
48	хотя и	3	5
49	в нем	4	5
50	тем не	4	5
51	он не	2	5
52	таким образом	12	5
53	на протяжении	1	5
54	и тем	2	5
55	далеко не	1	5
56	точки зрения	14	5
57	в котором	3	5
58	не столько	2	5
59	тем самым	4	5
60	в то	2	5
61	о том	9	5
62	в форме	1	5
63	с одной	1	5
64	по отношению	8	5
65	с другой	7	5
66	одной стороны	1	5
67	в той	5	5
68	в отличие	1	5
69	я в	1	5
70	отношению к	9	5
71	то же	8	4
72	в ее	1	4
73	в этой	3	4
74	отнюдь не	1	4
75	перед нами	1	4
76	что это	5	4
77	тому же	1	4
78	в силу	10	4
79	уже не	8	4
80	об этом	1	4
81	и уже	1	4
82	в своей	2	4
83	в конце	1	4
84	не менее	7	4
85	в себя	1	4
86	если бы	9	4
87	истории в	1	4
88	в какой	6	4
89	свидетельствует о	2	4
90	для него	1	4
91	как и	2	4
92	как это	3	4
93	в литературе	1	4
94	не является	2	4
95	и все	2	4
96	с ним	5	4
97	же в	4	4
98	и у	1	4
99	жизни и	1	4
100	что в	17	4
101	все что	1	4
102	поскольку не	1	3
103	для себя	1	3
104	самом деле	9	3
105	едва ли	1	3
106	мы имеем	6	3
107	с его	4	3
108	как правило	1	3
109	но не	5	3
110	большей части	2	3
111	что они	4	3
112	как к	1	3
113	в целом	4	3
114	все эти	6	3
115	в ответ	1	3
116	в известном	1	3
117	и его	5	3
118	так сказать	5	3
119	не следует	1	3
120	и по	1	3
121	того или	4	3
122	он является	1	3
123	соответствии с	3	3
124	в слове	2	3
125	и того	2	3
126	что я	2	3
127	точку зрения	1	3
128	тому что	3	3
129	одна из	1	3
130	пока еще	1	3
131	того чтобы	17	3
132	же время	2	3
133	этом отношении	5	3
134	той или	1	3
135	на том	3	3
136	и когда	1	3
137	и сам	1	3
138	о котором	2	3
139	о нем	2	3
140	внимание на	4	3
141	за пределами	1	3
142	в конечном	1	3
143	это не	7	3
144	один из	4	3
145	с ними	4	3
146	никак не	2	3
147	между тем	5	3
148	то и	2	3
149	или даже	1	3
150	как раз	8	3
151	и даже	3	3
152	или иной	3	3
153	по большей	2	3
154	только к	2	3
155	в соответствии	3	3
156	человек в	1	3
157	да и	1	3
158	с этой	2	3
159	и для	2	3
160	сказать что	1	3
161	к его	1	3
162	или иного	3	3
163	в таком	3	3
164	и т	33	2
165	мере в	6	2
166	должна быть	3	2
167	же как	1	2
168	в каждой	1	2
169	в ней	6	2
170	еще не	5	2
171	столь же	1	2
172	в чем	1	2
173	на самом	2	2
174	присутствует в	1	2
175	себе и	2	2
176	однако не	6	2
177	могли бы	2	2
178	со своей	1	2
179	в самом	10	2
180	в нашем	1	2
181	из этих	4	2
182	роль в	4	2
183	как он	1	2
184	на то	4	2
185	в случае	1	2
186	что она	3	2
187	чтобы в	2	2
188	той же	3	2
189	было бы	15	2
190	на второй	1	2
191	несмотря на	3	2
192	является его	1	2
193	бы на	2	2
194	с точки	9	2
195	и что	5	2
196	всякий раз	1	2
197	но он	1	2
198	и более	2	2
199	однако в	1	2
200	что с	2	2
201	не имеет	2	2
202	в процессе	1	2
203	как о	2	2
204	говорить о	1	2
205	не могло	1	2
206	только не	1	2
207	потому что	23	2
208	для нас	2	2
209	с таким	1	2
210	в сознании	1	2
211	в области	7	2
212	у нас	10	2
213	и здесь	3	2
214	все то	1	2
215	оно не	3	2
216	но для	1	2
217	и он	3	2
218	по определению	1	2
219	здесь не	3	2
220	то чтобы	1	2
221	что у	1	2
222	можно было	6	2
223	во второй	1	2
224	том как	3	2
225	все те	2	2
226	или иначе	2	2
227	что и	4	2
228	в современной	2	2
229	и дело	1	2
230	дело с	1	2
231	себя в	1	2
232	в начале	1	2
233	не все	2	2
234	одно из	2	2
235	а то	2	2
236	по словам	1	2
237	могло бы	1	2
238	т п	18	2
239	вовсе не	10	2
240	давно уже	1	2
241	может служить	2	2
242	не случайно	6	2
243	себя но	1	2
244	в других	1	2
245	только на	1	2
246	именно в	6	2
247	а с	3	2
248	нового времени	1	2
249	говорит о	1	2
250	превращается в	2	2
251	из наиболее	1	2
252	зависит от	1	2
253	если не	3	2
254	так же	4	2
255	я уже	1	2
256	в него	1	2
257	в строгом	1	2
258	к своему	2	2
259	по своему	1	2
260	о чем	2	2
261	той мере	5	2
262	но это	1	2
263	видно что	2	2
264	к которому	3	2
265	было ясно	1	2
266	собственно и	1	2
267	в результате	5	2
268	но также	2	2
269	собственно говоря	1	2
270	начинается так	1	2
271	интерес к	1	2
272	бы в	7	2
273	тем более	2	2
274	хотя бы	10	2
275	только что	1	2
276	в свою	3	2
277	точно так	1	2
278	в своих	1	2
279	как на	3	2
280	они не	3	2
281	говоря о	1	1
282	одним из	2	1
283	также и	2	1
284	например в	5	1
285	предполагает что	1	1
286	не имел	1	1
287	к своей	1	1
288	это и	4	1
289	каждый из	1	1
290	знания не	1	1
291	из его	1	1
292	противном случае	1	1
293	ведь и	1	1
294	в зависимости	5	1
295	живой речи	1	1
296	на пороге	1	1
297	на материале	1	1
298	вопрос о	2	1
299	более не	1	1
300	именно к	1	1
301	как то	2	1
302	на себя	3	1
303	на практике	3	1
304	и другая	1	1
305	вместо того	1	1
306	к началу	1	1
307	в некотором	1	1
308	мы и	1	1
309	похожи на	1	1
310	зависимости от	6	1
311	так называемые	3	1
312	как свой	1	1
313	это время	1	1
314	что теперь	1	1
315	иное как	2	1
316	быть в	2	1
317	это действительно	1	1
318	иначе как	2	1
319	во всех	1	1
320	поскольку о	1	1
321	это социальная	1	1
322	совершенно прав	1	1
323	понятно в	1	1
324	в сторону	2	1
325	о слове	1	1
326	в общем	3	1
327	с совершенно	1	1
328	очевидно что	3	1
329	в новом	1	1
330	отношение к	1	1
331	и лишает	1	1
332	не просто	5	1
333	из таких	1	1
334	относится к	2	1
335	как говорит	1	1
336	наряду с	1	1
337	в одной	1	1
338	субъекта и	1	1
339	в акте	1	1
340	своей жизни	1	1
341	данный момент	1	1
342	зрения вполне	1	1
343	что история	2	1
344	что касается	2	1
345	в противном	1	1
346	и как	2	1
347	по пути	1	1
348	его к	3	1
349	более или	3	1
350	тем для	1	1
351	ним было	1	1
352	шире и	1	1
353	в которой	6	1
354	бы и	2	1
355	столько к	1	1
356	так или	2	1
357	все так	1	1
358	бы не	1	1
359	по преимуществу	2	1
360	с их	3	1
361	будто и	1	1
362	п все	1	1
363	быть только	1	1
364	и стало	1	1
365	в разработке	1	1
366	сколько к	1	1
367	события в	1	1
368	у читателя	1	1
369	для данной	1	1
370	из него	1	1
371	пример из	2	1
372	на этом	1	1
373	когда на	1	1
374	лишь с	1	1
375	прежде чем	1	1
376	без исключения	1	1
377	выражение и	1	1
378	знание языка	3	1
379	с воспоминаниями	1	1
380	есть все	1	1
381	здесь всегда	1	1
382	конечно в	1	1
383	его не	1	1
384	а его	1	1
385	есть не	1	1
386	говоря об	2	1
387	этом смысле	3	1
388	это свидетельствует	1	1
389	матери и	1	1
390	истории и	1	1
391	его борьбы	1	1
392	мы встречаемся	1	1
393	в это	2	1
394	ни в	2	1
395	сто лет	1	1
396	но уже	5	1
397	такому пониманию	1	1
398	к которым	1	1
399	как об	2	1
400	не всегда	2	1
401	строгом смысле	1	1
402	в развитии	1	1
403	должно быть	3	1
404	еще раз	1	1
405	и ничего	1	1
406	не мог	2	1
407	между ними	2	1
408	одного и	2	1
409	на первый	1	1
410	или менее	3	1
411	есть в	4	1
412	в ходе	1	1
413	это живет	1	1
414	в следующем	1	1
415	в такой	1	1
416	и без	1	1
417	всяком случае	5	1
418	в которых	6	1
419	мысли и	1	1
420	от себя	2	1
421	возвращение к	1	1
422	право говорить	1	1
423	через посредство	3	1
424	что было	2	1
425	имеет смысл	1	1
426	нельзя забывать	1	1
427	то два	1	1
428	вместе со	2	1
429	содержание и	5	1
430	освободиться от	1	1
431	связи с	7	1
432	трудно было	2	1
433	естественно не	1	1
434	раз и	1	1
435	из нас	1	1
436	можно ли	2	1
437	мы были	1	1
438	но они	1	1
439	человека но	1	1
440	иной раз	2	1
441	дело не	2	1
442	и притом	1	1
443	своего существования	1	1
444	иметь в	1	1
445	что иное	1	1
446	это еще	1	1
447	возможно и	1	1
448	отнестись к	1	1
449	находятся в	1	1
450	такова что	2	1
451	более что	1	1
452	за которой	1	1
453	а лишь	1	1
454	и после	1	1
455	на мой	2	1
456	и теперь	1	1
457	свидетельствуют о	2	1
458	как будто	1	1
459	в каком	2	1
460	может показаться	1	1
461	к той	1	1
462	художественной литературы	1	1
463	например что	1	1
464	в живой	1	1
465	xx века	1	1
466	что можно	2	1
467	не могут	2	1
468	есть только	1	1
469	во все	2	1
470	чтобы сделать	1	1
471	ли не	3	1
472	сомневаться в	1	1
473	как только	1	1
474	возможна только	1	1
475	ли в	2	1
476	и возникает	1	1
477	как мы	1	1
478	эти не	1	1
479	то она	1	1
480	что все	2	1
481	в виду	5	1
482	и сами	2	1
483	позицию по	1	1
484	языка и	8	1
485	ли но	1	1
486	в организации	1	1
487	и иных	1	1
488	когда знаешь	1	1
489	начало и	1	1
490	если они	1	1
491	как содержание	1	1
492	слово есть	1	1
493	по аналогии	1	1
494	не с	3	1
495	ясно что	3	1
496	было в	2	1
497	и прочих	2	1
498	которая была	1	1
499	во многом	1	1
500	в чужом	1	1
501	когда в	2	1
502	это только	3	1
503	по сравнению	1	1
504	не на	4	1
505	бы рассказать	1	1
506	тех кто	1	1
507	в самой	4	1
508	вот и	1	1
509	время в	1	1
510	утверждает что	1	1
