N	2gram	Propp_Russ_1	Psycholo
1	в том	17	37
2	и в	36	32
3	и что	4	22
4	то есть	3	21
5	том что	19	21
6	потому что	10	21
7	таким образом	6	21
8	то что	6	21
9	что в	19	20
10	может быть	8	18
11	так же	3	18
12	точки зрения	3	17
13	что и	7	17
14	не может	4	17
15	самом деле	1	16
16	что она	2	16
17	то же	3	13
18	в этом	12	13
19	при этом	6	13
20	что он	1	13
21	не только	22	12
22	так как	15	12
23	на то	1	11
24	было бы	1	11
25	с тем	8	11
26	в основе	1	11
27	и т	10	10
28	когда он	2	10
29	с точки	3	10
30	но и	16	10
31	как и	10	10
32	и не	6	10
33	как в	5	9
34	тем что	4	9
35	что все	1	9
36	в своих	2	9
37	с таким	1	8
38	что это	3	8
39	не менее	3	8
40	т п	1	8
41	того что	4	8
42	поэзии и	1	7
43	что они	7	7
44	и как	2	7
45	все эти	2	7
46	такой же	2	7
47	и его	1	7
48	как будто	5	7
49	к тому	4	7
50	можно было	1	7
51	только в	4	7
52	мы знаем	1	7
53	что для	1	7
54	а не	2	7
55	сказать что	1	7
56	что если	1	6
57	в этой	1	6
58	целый ряд	1	6
59	он не	1	6
60	если бы	1	6
61	те же	1	6
62	о том	8	6
63	и мы	1	6
64	тот же	1	6
65	и из	3	6
66	как бы	5	6
67	на самом	2	5
68	показать что	1	5
69	и на	10	5
70	только на	3	5
71	что у	2	5
72	на все	2	5
73	далеко не	3	5
74	все это	6	5
75	в то	1	5
76	только из	1	5
77	в ней	2	5
78	отнюдь не	2	5
79	этом отношении	1	5
80	как на	1	5
81	ту же	1	4
82	же как	1	4
83	мы имеем	4	4
84	в чем	1	4
85	с этим	2	4
86	все же	5	4
87	с той	1	4
88	в целом	2	4
89	и те	3	4
90	в нем	2	4
91	и по	8	4
92	и с	2	4
93	и тем	1	4
94	в жизни	2	4
95	несмотря на	3	4
96	в данном	1	4
97	которые в	1	4
98	и более	2	4
99	тому что	4	4
100	не имеет	6	4
101	того как	5	4
102	ничего не	3	4
103	и до	2	4
104	что на	4	4
105	и для	2	4
106	могут быть	2	4
107	тем не	3	4
108	если же	1	4
109	и это	1	4
110	данном случае	1	4
111	и сам	1	4
112	и поэтому	2	4
113	никак не	1	4
114	между тем	7	4
115	мы видим	2	4
116	из них	8	4
117	от того	1	4
118	как это	8	4
