N	3gram	Vygotskiy__3	FransuaR
1	как и все	1	5
2	мы уже говорили	3	5
3	более или менее	1	3
4	для того чтобы	8	3
5	таким образом и	1	3
6	с другой стороны	5	3
7	с самого начала	6	3
8	подобно тому как	1	3
9	один и тот	1	2
10	с точки зрения	9	2
11	таким образом все	1	2
12	но конечно не	1	2
13	с одной стороны	5	2
14	и тот же	1	2
15	в то время	2	2
16	о том что	3	2
17	как мы видели	2	2
18	можно сказать что	1	1
19	таким образом что	1	1
20	тому же выводу	1	1
21	в своей речи	1	1
22	со всей своей	1	1
23	то же самое	8	1
24	до сих пор	5	1
25	том случае если	1	1
26	в той же	1	1
27	в этом отношении	1	1
28	и то что	3	1
29	и если бы	1	1
30	автор ссылается на	1	1
31	он не мог	2	1
32	как и этот	1	1
33	в том случае	1	1
34	одно и то	2	1
35	здесь мы видим	1	1
36	как раз в	1	1
37	так как она	1	1
38	то время как	2	1
39	в данном случае	2	1
40	в сущности это	1	1
41	смысле этого слова	2	1
42	дело дошло до	1	1
43	и то же	2	1
44	может быть и	1	1
45	самом деле он	1	1
46	и другие поэты	1	1
47	в отличие от	1	1
48	а с другой	1	1
49	и как бы	2	1
50	перед нами в	1	1
51	как мы увидим	2	1
52	то же слово	1	1
53	которые применяются к	1	1
54	не может быть	1	1
55	еще раз в	1	1
56	и до наших	1	1
57	в этом плане	1	1
58	очень большую роль	1	1
59	в свою очередь	2	1
60	мы можем сказать	1	1
61	но в его	1	1
62	они не только	1	1
63	отправной точкой для	1	1
64	и все прочие	2	1
65	мы видим что	7	1
66	мы уже указывали	1	1
67	на самом деле	2	1
68	в том что	11	1
69	в разговоре с	1	1
70	к тому же	1	1
71	мы видели что	2	1
