N	2gram	Propp_Isto_7	Myshleni
1	в том	7	33
2	том что	10	27
3	точки зрения	4	26
4	то что	7	20
5	в этом	12	19
6	с точки	1	18
7	того что	6	17
8	мышления и	1	16
9	не только	21	15
10	и в	24	15
11	таким образом	7	14
12	что в	13	14
13	что он	21	12
14	в самом	2	11
15	мы не	4	10
16	в целом	1	10
17	было бы	2	10
18	для того	1	10
19	но и	11	10
20	мы можем	4	10
21	в своем	1	9
22	о том	9	9
23	связи с	3	9
24	может быть	14	9
25	что мы	3	9
26	не может	14	9
27	не в	9	8
28	никогда не	4	8
29	так и	5	8
30	если бы	1	8
31	и что	10	8
32	на основе	1	7
33	он не	6	7
34	по себе	1	7
35	к тому	1	7
36	тот же	2	7
37	с одной	5	7
38	потому что	9	7
39	мы знаем	2	7
40	одной стороны	5	7
41	как бы	4	7
42	и не	4	7
43	как известно	1	6
44	самом деле	1	6
45	в зависимости	1	6
46	мы уже	4	6
47	зависимости от	1	6
48	по отношению	1	6
49	в этой	1	6
50	мы должны	4	6
51	и к	1	6
52	что это	6	6
53	как он	6	6
54	на то	3	6
55	как и	6	6
56	мы видели	7	6
57	что эта	1	6
58	как мы	3	6
59	но в	5	6
60	первых слов	1	6
61	по этому	2	6
62	вовсе не	4	6
63	с другой	9	6
64	на этот	2	6
65	там где	5	6
66	в частности	1	6
67	вместе с	7	6
68	как это	2	6
69	в связи	2	6
70	сказать что	2	6
71	показать что	1	5
72	то же	8	5
73	вопрос о	3	5
74	видели что	1	5
75	уже в	3	5
76	это не	10	5
77	тогда когда	3	5
78	во всей	1	5
79	можно было	1	5
80	и даже	3	5
81	связь между	1	5
82	этот вопрос	2	5
83	и их	1	5
84	друг друга	2	5
85	представление о	3	5
86	и др	2	5
87	по существу	4	5
88	отношению к	1	5
89	все что	1	5
90	связана с	1	4
91	хотя бы	1	4
92	что его	2	4
93	с его	3	4
94	знаем об	1	4
95	из этих	3	4
96	независимо от	1	4
97	как в	12	4
98	все же	9	4
99	в которой	2	4
100	том чтобы	3	4
101	в них	3	4
102	в эту	1	4
103	в своей	1	4
104	от его	1	4
105	к этому	2	4
106	не имеет	4	4
107	того как	3	4
108	и его	3	4
109	в совершенно	1	4
110	и с	1	4
111	в пользу	1	4
112	на вопрос	4	4
113	мы видим	10	4
114	так как	8	4
115	только в	6	4
116	который в	1	4
117	в качестве	3	4
118	в начале	1	4
119	при помощи	3	4
120	а с	1	4
121	прежде всего	2	4
122	ребенка и	1	4
123	так же	6	4
124	все это	8	4
125	для нас	6	4
126	а в	10	4
127	другой функции	1	3
128	здесь и	2	3
129	этой теории	1	3
130	мы имеем	12	3
131	и ее	2	3
132	должны были	3	3
133	очевидно что	1	3
134	что они	3	3
135	что именно	1	3
136	с этим	2	3
137	когда он	3	3
138	животных и	1	3
139	он в	2	3
140	все эти	2	3
141	это представление	2	3
142	что она	5	3
143	при этом	4	3
144	что у	4	3
145	состоит в	1	3
146	и по	3	3
147	об этом	6	3
148	те же	1	3
149	о которых	1	3
150	во время	6	3
151	в которых	1	3
152	такое объяснение	3	3
153	но эта	2	3
154	при рассмотрении	1	3
155	для этого	1	3
156	из которых	1	3
157	вытекает из	2	3
158	в самой	1	3
159	в основе	2	3
160	что при	2	3
161	для себя	1	3
162	и это	2	3
163	данном случае	3	3
164	и сам	1	3
165	с собой	7	3
166	из двух	1	3
167	с ним	5	3
168	ничего не	5	3
169	но мы	1	3
170	и только	1	3
171	тем более	2	3
172	одной из	4	3
173	но не	6	3
174	из них	2	3
175	со стороны	2	3
176	только что	1	3
177	ничем не	2	3
178	а не	8	3
179	он говорит	2	3
180	в данном	4	3
181	о мире	1	3
182	он на	2	3
183	или в	8	3
184	и все	6	3
185	действительно не	1	3
186	лежит в	2	3
187	бы с	1	3
188	того же	2	3
189	чем это	1	3
190	в заключение	1	3
191	к этой	1	3
192	не можем	2	3
193	тем самым	1	3
194	они не	2	3
195	ту же	1	2
196	же как	4	2
197	увидим ниже	1	2
198	он показывает	6	2
199	и есть	1	2
200	в котором	2	2
201	что если	1	2
202	которую мы	1	2
203	в первый	1	2
204	в их	4	2
205	которые он	1	2
206	во всех	7	2
207	то он	1	2
208	только тогда	1	2
209	сама по	1	2
210	которые не	2	2
211	еще один	2	2
212	стороны и	2	2
213	перед нами	2	2
214	и как	1	2
215	более или	1	2
216	следующим образом	3	2
217	увидим что	2	2
218	есть ли	1	2
219	от этого	1	2
220	за собой	1	2
221	представляет собой	4	2
222	или во	1	2
223	в известном	1	2
224	там мы	1	2
225	после этого	3	2
226	с несомненностью	1	2
227	в силу	2	2
228	и более	1	2
229	в другом	1	2
230	на все	1	2
231	в ином	12	2
232	ни в	2	2
233	он является	1	2
234	должно быть	1	2
235	в один	2	2
236	что наличие	1	2
237	или менее	1	2
238	в этих	13	2
239	но если	1	2
240	всякий раз	1	2
241	и той	1	2
242	нас к	2	2
243	ребенок не	1	2
244	и другое	2	2
245	каких условиях	1	2
246	для всего	1	2
247	находится в	1	2
248	больше чем	1	2
249	под этим	1	2
250	из чистого	1	2
251	к ней	2	2
252	во всем	2	2
253	к себе	3	2
254	меня на	2	2
255	не могут	2	2
256	но все	4	2
257	в других	4	2
258	как только	2	2
259	же самое	1	2
260	все свое	1	2
261	его с	1	2
262	указывает на	1	2
263	должен быть	1	2
264	бы что	1	2
265	это обстоятельство	2	2
266	без всякого	2	2
267	на том	2	2
268	живет в	1	2
269	когда в	1	2
270	можно сказать	1	2
271	другом месте	1	2
272	а также	1	2
273	с целью	2	2
274	самому себе	1	2
275	корни и	1	2
276	и всю	1	2
277	раньше чем	3	2
278	в его	1	2
279	что и	8	2
280	в другой	3	2
281	о своих	1	2
282	что здесь	7	2
283	как например	1	2
284	бы ни	1	2
285	и тем	2	2
286	вопрос об	1	2
287	на протяжении	1	2
288	не дает	1	2
289	ибо он	1	2
290	ту сторону	1	2
291	но что	1	2
292	у него	10	2
293	как при	1	2
294	тем что	6	2
295	от того	1	2
296	и из	1	2
297	именно в	1	2
298	с ней	3	2
299	в некоторых	1	2
300	и самый	1	2
301	когда она	2	2
302	связь с	2	2
303	эта теория	1	2
304	мы хотели	1	2
305	видит в	2	2
306	что же	1	2
307	можно считать	1	2
308	с этой	6	2
309	на которой	1	2
310	но для	2	2
311	но с	1	2
312	в книге	1	2
313	условий в	1	2
314	приводит нас	1	2
315	мира и	1	2
316	не представляет	1	2
317	мы увидим	6	2
318	не объясняет	1	2
319	другого рода	1	2
320	ее в	3	2
321	и эта	2	2
322	широкое распространение	1	1
323	задачи при	1	1
324	от этой	1	1
325	переходит к	1	1
326	члена в	1	1
327	силы и	1	1
328	она при	1	1
329	имеет в	1	1
330	связь эта	1	1
331	не хочет	1	1
332	что эти	2	1
333	не имеют	2	1
334	видеть в	3	1
335	со своей	2	1
336	по его	2	1
337	есть не	1	1
338	она в	3	1
339	не встречает	1	1
340	на первый	4	1
341	или наоборот	1	1
342	и о	2	1
343	в представлениях	1	1
344	что уже	1	1
345	ответить на	1	1
346	совершенно так	1	1
347	функциональный эквивалент	1	1
348	ли у	1	1
349	еще до	1	1
350	весь путь	1	1
351	я не	1	1
352	какой ситуации	1	1
353	один пример	1	1
354	же что	2	1
355	и он	3	1
356	в ней	1	1
357	и то	1	1
358	еще у	1	1
359	и на	2	1
360	он был	1	1
361	между собой	1	1
362	иди сюда	1	1
363	здесь не	2	1
364	бы то	1	1
365	в чем	5	1
366	которое он	1	1
367	а после	2	1
368	видим таким	1	1
369	играет роль	1	1
370	не отличается	1	1
371	в ее	2	1
372	ее к	1	1
