N	3gram	Nazirov_Tv_2	Psycholo
1	в том что	2	12
2	о том что	2	10
3	в самом деле	2	7
4	что в нем	1	5
5	с самого начала	1	5
6	можно было бы	1	4
7	сами по себе	1	3
8	точно так же	1	3
9	не то что	1	3
10	и что в	1	3
11	так же как	2	3
12	в первый раз	1	3
13	и в этом	1	3
14	во всяком случае	2	3
15	это и есть	1	3
16	и т п	2	3
17	до сих пор	3	3
18	это не просто	1	3
19	ее связь с	1	2
20	о том как	1	2
21	он говорит что	1	2
22	с другой стороны	2	2
23	в нем нет	1	2
24	в то время	1	2
25	на то чтобы	1	2
26	к тому же	1	2
27	и т д	11	2
28	мы знаем что	1	1
29	из этого рассказа	1	1
30	мы уже говорили	1	1
31	и он всегда	1	1
32	по отношению к	3	1
33	и это совершенно	1	1
34	же как и	1	1
35	или во всяком	1	1
36	мы не можем	1	1
37	то это означало	1	1
38	к королю лиру	1	1
39	имеет в виду	1	1
40	столь же ясно	1	1
41	в таком случае	2	1
42	перед мысленным взором	1	1
43	по самой своей	2	1
44	в третий раз	1	1
45	только то что	1	1
46	не может жить	1	1
47	знаем что она	1	1
48	то же время	7	1
49	и не может	2	1
50	на этот вопрос	2	1
51	так например в	1	1
52	со всех сторон	1	1
53	д все это	1	1
54	как мы узнаем	1	1
55	всего романа в	1	1
56	же ясно что	1	1
57	романа в целом	1	1
58	и в то	2	1
59	так что они	1	1
60	а с другой	1	1
61	в свою очередь	1	1
62	дело в том	1	1
63	т д все	1	1
64	в этой сцене	2	1
65	и мы не	1	1
66	в целом ряде	1	1
67	потому что они	1	1
68	а может быть	1	1
69	не может быть	3	1
70	на наших глазах	1	1
71	ничего общего с	1	1
72	и если бы	1	1
73	и никогда не	1	1
74	и всякий раз	1	1
75	в конечном счете	1	1
76	вместе с автором	1	1
77	в то же	7	1
78	в предисловии к	1	1
79	берет в руки	1	1
80	он утверждает что	1	1
81	героя и его	1	1
82	о том чтобы	1	1
83	мы узнаем в	1	1
84	может быть в	1	1
85	в глубине души	1	1
86	таком случае это	1	1
