N	2gram	Trubetskoy_1	Istorich
1	и в	26	28
2	может быть	10	25
3	а не	5	15
4	не может	4	15
5	никогда не	5	14
6	мы имеем	2	13
7	мы должны	6	13
8	то же	4	12
9	не только	10	12
10	что в	9	12
11	мы видим	1	11
12	только в	4	11
13	мы не	1	10
14	все же	6	10
15	и что	4	10
16	что он	4	10
17	но и	9	10
18	прежде всего	2	10
19	не в	2	9
20	так и	6	9
21	о том	6	9
22	то что	7	9
23	видим что	1	9
24	в том	11	9
25	и не	8	9
26	в этом	15	8
27	но в	7	8
28	что это	3	8
29	таким образом	22	8
30	не всегда	2	8
31	если бы	3	8
32	в ней	1	7
33	это не	1	7
34	еще не	2	7
35	и здесь	2	7
36	этот вопрос	1	7
37	что мы	2	7
38	так же	5	7
39	том что	7	7
40	было бы	1	7
41	в этих	4	7
42	а в	4	7
43	в этой	4	6
44	это тоже	1	6
45	ни один	2	6
46	его в	1	6
47	так например	2	6
48	тем не	3	6
49	не менее	3	6
50	к тому	6	6
51	к обряду	1	6
52	что и	6	6
53	вслед за	2	6
54	так как	9	6
55	представляют собой	1	6
56	с другой	8	6
57	вместе с	15	6
58	когда он	3	6
59	что они	1	5
60	в своем	3	5
61	более или	5	5
62	что она	1	5
63	в силу	5	5
64	по существу	2	5
65	их в	1	5
66	восходят к	1	5
67	или менее	5	5
68	дело не	1	5
69	в его	5	5
70	что здесь	1	5
71	но не	8	5
72	в качестве	3	5
73	в одном	3	5
74	до сих	5	5
75	к которому	2	5
76	попадает в	4	5
77	на более	1	5
78	сих пор	5	5
79	сказать что	2	5
80	другой стороны	1	5
81	и даже	3	4
82	и для	5	4
83	и на	2	4
84	между собой	1	4
85	с этим	1	4
86	представляет собой	3	4
87	все эти	6	4
88	на то	2	4
89	но все	7	4
90	и с	10	4
91	с тем	18	4
92	как и	1	4
93	даже в	1	4
94	связи с	9	4
95	должны быть	1	4
96	здесь не	1	4
97	другими словами	1	4
98	того что	3	4
99	с одной	7	4
100	потому что	7	4
101	так что	3	4
102	мы знаем	1	4
103	к ним	3	4
104	а именно	1	4
105	и пр	1	4
106	превращается в	2	4
107	один из	2	4
108	социальной жизни	1	4
109	связь с	2	4
110	одной стороны	7	4
111	могут быть	1	4
112	там где	1	4
113	друг с	5	4
114	сказки не	1	4
115	все это	6	4
116	в связи	3	4
117	хотя бы	3	4
118	но это	1	4
119	обстоит дело	1	4
120	и другие	3	4
121	они не	1	4
122	чтобы не	1	3
123	начинается с	1	3
124	время как	1	3
125	ему в	2	3
126	не совсем	1	3
127	видели что	1	3
128	по отношению	1	3
129	так называемая	1	3
130	могли бы	1	3
131	к чему	1	3
132	очень много	2	3
133	при этом	3	3
134	не как	2	3
135	и по	4	3
136	на этом	1	3
137	из них	7	3
138	не с	2	3
139	и тогда	4	3
140	во время	4	3
141	в котором	4	3
142	в их	1	3
143	бы быть	1	3
144	по себе	1	3
145	эта мысль	1	3
146	в то	4	3
147	того как	1	3
148	с религией	1	3
149	однако это	1	3
150	с другом	5	3
151	сказки в	1	3
152	же самое	2	3
153	утверждать что	2	3
154	в образе	2	3
155	для этого	2	3
156	с того	2	3
157	и должно	1	3
158	связь между	1	3
159	в которую	1	3
160	должен был	4	3
161	и его	1	3
162	уже не	3	3
163	не можем	1	3
164	в начале	2	3
165	силы природы	1	3
166	и их	1	3
167	то время	1	3
168	тем что	1	3
169	именно в	2	3
170	на эту	1	3
171	из которых	4	3
172	отношению к	3	3
173	к сожалению	3	3
174	точно так	3	3
175	отношения к	1	2
176	одним из	2	2
177	же как	3	2
178	и потому	6	2
179	из всех	3	2
180	не вполне	3	2
181	когда мы	1	2
182	большей частью	3	2
183	на них	1	2
184	бы то	2	2
185	во всех	2	2
186	должны были	1	2
187	отличие от	1	2
188	связи и	1	2
189	относится к	2	2
190	как в	1	2
191	народа в	1	2
192	однако не	1	2
193	то ясно	2	2
194	и как	3	2
195	от этого	1	2
196	за собой	3	2
197	он в	2	2
198	которые в	2	2
199	тоже не	1	2
200	в очень	1	2
201	не более	1	2
202	и тот	1	2
203	в себе	6	2
204	вследствие этого	1	2
205	и если	3	2
206	в нем	4	2
207	связанные с	7	2
208	он не	4	2
209	всех этих	1	2
210	он должен	1	2
211	то ни	2	2
212	а по	1	2
213	при помощи	1	2
214	смерть и	1	2
215	нет в	1	2
216	мы видели	2	2
217	должно быть	1	2
218	для него	3	2
219	но если	2	2
220	что такое	1	2
221	в такой	1	2
222	в отличие	1	2
223	только для	2	2
224	русской сказки	1	2
225	в эпоху	7	2
226	однако в	1	2
227	по мере	1	2
228	чистом виде	1	2
229	но они	1	2
230	а иногда	1	2
231	как о	3	2
232	самого начала	2	2
233	тогда когда	2	2
234	народные низы	1	2
235	так чтобы	2	2
236	очень мало	4	2
237	по своей	2	2
238	не по	1	2
239	только с	1	2
240	не могут	2	2
241	в области	9	2
242	указывает на	1	2
243	не есть	1	2
244	своего отца	1	2
245	на это	1	2
246	в ее	1	2
247	мысль о	2	2
248	с самого	3	2
249	приводит к	2	2
250	это для	1	2
251	на нее	3	2
252	ясно что	3	2
253	живет в	1	2
254	том как	1	2
255	что от	1	2
256	с ним	1	2
257	ничего не	1	2
258	в пользу	2	2
259	между тем	2	2
260	во всей	1	2
261	и только	4	2
262	от этих	1	2
263	в ту	1	2
264	сделать это	1	2
265	тот же	2	2
266	одной из	5	2
267	дело с	1	2
268	но этим	1	2
269	их не	1	2
270	себя в	1	2
271	для всех	2	2
272	ни было	2	2
273	борьбы с	1	2
274	в понятие	1	2
275	не так	1	2
276	никто не	1	2
277	как раз	1	2
278	видно из	1	2
279	еще и	1	2
280	с ней	3	2
281	а с	7	2
282	один и	1	2
283	связано с	2	2
284	на этот	4	2
285	не означает	1	2
286	зависит от	1	2
287	конечно не	2	2
288	как бы	12	2
289	некоторое время	1	2
290	не знаем	1	2
291	не существует	1	2
292	и от	4	2
293	приводило к	1	2
294	бы в	1	2
295	ни к	1	2
296	в рамках	3	2
297	из этого	2	2
298	в виде	4	2
299	это было	1	2
300	к этому	3	2
301	можно назвать	2	2
302	это однако	1	1
303	можно говорить	1	1
304	речь идет	1	1
305	не должны	2	1
306	в русских	2	1
307	рассматривается как	1	1
308	связана с	2	1
309	а весь	1	1
310	он может	1	1
311	к своей	1	1
312	это и	1	1
313	но тем	1	1
314	и есть	1	1
315	тем же	1	1
316	в первом	1	1
317	те же	2	1
318	и предметы	1	1
319	философскими системами	1	1
320	и больше	2	1
321	всегда на	2	1
322	и этот	1	1
323	этом направлении	1	1
324	мы уже	1	1
325	его не	2	1
326	а как	1	1
327	есть не	1	1
328	выходить из	1	1
329	к нашей	1	1
330	превратились в	1	1
331	повседневной жизни	1	1
332	та же	1	1
333	что уже	1	1
334	ее частей	1	1
335	он как	1	1
336	представлением о	1	1
337	этот факт	2	1
338	но даже	1	1
339	путь есть	1	1
340	же что	1	1
341	надо иметь	1	1
342	бы с	1	1
343	магии и	1	1
344	связи со	1	1
345	мы читаем	1	1
346	может создаться	1	1
347	некоторые другие	1	1
348	ними в	1	1
349	иной характер	2	1
350	совсем не	1	1
351	в народную	2	1
352	в сторону	1	1
353	только тогда	1	1
354	совершенно ясно	1	1
355	вступают в	1	1
356	более как	1	1
357	друга и	1	1
358	или иное	2	1
359	из таких	1	1
360	как по	1	1
361	что именно	2	1
362	поскольку они	1	1
363	выйти из	1	1
364	для совершения	1	1
365	вспомним что	1	1
366	помнить что	1	1
367	целый ряд	4	1
368	и к	5	1
369	над природой	1	1
370	смерти в	1	1
371	в этот	1	1
372	то в	1	1
373	них как	1	1
374	еще на	2	1
375	сливаются в	1	1
376	в которой	3	1
377	и у	8	1
378	гораздо слабее	1	1
379	во главе	1	1
380	за это	1	1
381	в нашем	1	1
382	из этих	10	1
383	связанного с	1	1
384	его может	1	1
385	тому же	5	1
386	духовной культуры	3	1
387	и таких	1	1
388	а просто	1	1
389	так сказать	1	1
390	на одну	1	1
391	они в	2	1
392	невозможно и	1	1
393	что еще	1	1
394	именно из	2	1
395	есть один	1	1
396	с представлением	1	1
397	его от	2	1
398	но надо	1	1
399	прилетает к	1	1
400	предполагается что	1	1
401	главным образом	8	1
402	другой вид	1	1
403	несколько иной	1	1
404	связанных с	2	1
405	них не	2	1
406	еще хуже	1	1
407	с целью	2	1
408	известно что	1	1
409	чаще всего	1	1
410	в жизни	1	1
411	из первых	1	1
412	о характере	1	1
413	для достижения	1	1
414	явствует что	1	1
415	в них	2	1
416	соответствии с	1	1
417	чем в	1	1
418	и некоторые	1	1
419	но среди	1	1
420	перед собой	1	1
421	и выйти	1	1
422	в эту	2	1
423	и сейчас	2	1
424	в своей	1	1
425	возможность производить	1	1
426	имеется и	1	1
427	представление о	6	1
428	этим дело	1	1
429	оказывается что	3	1
430	в которых	4	1
431	не исчерпывается	2	1
432	природы но	1	1
433	одном из	1	1
434	вплоть до	2	1
435	соприкосновения с	1	1
436	нам в	1	1
437	в прямом	1	1
438	совершенно иной	2	1
439	на такое	1	1
440	влечет за	2	1
441	не могли	1	1
442	случае мы	1	1
443	в отношении	6	1
444	что происходит	1	1
445	а отсюда	1	1
446	в познании	1	1
447	ее с	2	1
448	когда их	1	1
449	большинство их	1	1
450	иметь в	1	1
451	того чтобы	5	1
452	они к	1	1
453	это мы	1	1
454	имеются и	1	1
455	с одним	2	1
456	к концу	3	1
457	на себе	1	1
458	заметить что	1	1
459	ничто не	1	1
460	замечательно что	1	1
461	кроме того	1	1
462	никуда не	1	1
463	нет все	1	1
464	вопрос стоит	1	1
465	в каком	1	1
466	в известных	1	1
467	течением времени	3	1
468	у нас	1	1
469	известной степени	1	1
470	он вполне	1	1
471	а во-вторых	1	1
472	основные черты	1	1
473	взглянуть на	1	1
474	с легкостью	1	1
475	ли не	1	1
476	по возможности	1	1
477	что оно	4	1
478	от нее	1	1
479	всего что	1	1
480	жертвоприношение и	2	1
481	по сравнению	2	1
482	этот путь	2	1
483	и это	2	1
484	но по	3	1
485	в виду	2	1
486	нет никакой	1	1
487	речь есть	1	1
488	только то	1	1
489	в себя	1	1
490	идет речь	1	1
491	внешнее сходство	1	1
492	с течением	3	1
493	или нескольких	1	1
494	как с	1	1
495	прямом смысле	1	1
496	если они	1	1
497	вышла из	1	1
498	с собой	1	1
499	себя что	1	1
500	найти в	1	1
501	можно только	2	1
502	к тем	1	1
503	превратившись в	1	1
504	основана на	1	1
505	ней и	1	1
506	собой и	1	1
507	стремление к	1	1
508	образом в	5	1
509	в догматах	1	1
510	и ввести	1	1
511	именно потому	1	1
512	а также	2	1
513	в самой	2	1
514	из соединения	2	1
515	надо было	2	1
516	в глаза	1	1
517	однако только	1	1
518	после того	1	1
519	может не	1	1
520	в значительной	3	1
521	с каким-нибудь	1	1
522	должно было	2	1
523	развития не	1	1
524	все в	1	1
525	переворот во	1	1
526	а у	1	1
527	путь к	3	1
528	тем или	1	1
529	достаточно известно	1	1
530	всех народов	1	1
531	и требует	1	1
532	стоит и	1	1
533	природы и	1	1
534	них в	1	1
535	себе задачей	1	1
536	этих народных	1	1
537	у всех	2	1
538	и об	1	1
539	неправильного понимания	1	1
540	и другую	1	1
541	происходит в	1	1
542	как из	1	1
543	на которой	1	1
544	но с	3	1
545	отношении можно	1	1
546	при всяком	1	1
547	но обычно	1	1
548	зрения есть	1	1
549	и так	1	1
550	согласно которой	1	1
551	и раньше	1	1
552	строя так	1	1
553	и ее	1	1
554	чтобы найти	1	1
555	прямо не	1	1
556	только на	1	1
557	попадают в	1	1
558	или через	1	1
559	связывается с	3	1
560	культуры от	1	1
561	одно из	2	1
562	уже как	1	1
563	иначе как	1	1
564	сами по	1	1
565	это предположение	1	1
566	в конце	6	1
567	еще позднее	1	1
568	с этими	1	1
569	у этих	1	1
570	друг друга	1	1
571	мы можем	2	1
572	у него	1	1
573	в соответствии	1	1
574	ставит себе	1	1
575	этом отношении	2	1
576	а ко	1	1
577	для того	5	1
578	этой задачи	2	1
579	те черты	1	1
580	связан с	2	1
581	нужно было	1	1
582	слабее чем	1	1
583	до начала	1	1
584	возможно что	1	1
585	положение на	1	1
586	до известной	1	1
587	и несколько	1	1
588	этой роли	1	1
589	выступает в	2	1
590	не было	2	1
591	может ли	2	1
592	на друга	2	1
593	ничем не	4	1
594	магической силы	9	1
595	состоит из	1	1
596	так называемой	2	1
597	а так	3	1
598	должны прежде	1	1
599	и сильнее	1	1
