N	3gram	Vygotskiy__4	Problema
1	по отношению к	1	19
2	и т п	3	13
3	не может быть	1	11
4	с точки зрения	4	6
5	в художественном произведении	1	4
6	с другой стороны	2	4
7	в конечном счете	1	4
8	на самом деле	5	3
9	в самом деле	7	3
10	в этом смысле	1	3
11	бы то ни	1	3
12	можно было бы	4	3
13	все то что	11	3
14	с одной стороны	3	3
15	то же время	1	3
16	в том что	12	3
17	в то же	1	3
18	можно сказать что	1	2
19	в какой мере	2	2
20	то же самое	6	2
21	со всех сторон	1	2
22	и не может	1	2
23	и в то	1	2
24	и в частности	2	2
25	то ни было	1	2
26	не только в	1	2
27	приходится иметь дело	1	2
28	для того чтобы	19	2
29	формы и содержания	1	2
30	именно в том	2	1
31	и может быть	4	1
32	что иное как	1	1
33	какое значение имеет	2	1
34	и в общем	1	1
35	мы в дальнейшем	1	1
36	в самых основах	1	1
37	то есть как	1	1
38	и если он	1	1
39	содержания и формы	1	1
40	да и не	2	1
41	в свою очередь	1	1
42	так например в	1	1
43	подобно тому как	1	1
44	мы ничего не	1	1
45	также и в	1	1
46	в том и	1	1
47	о том как	2	1
48	но далеко не	1	1
49	до сих пор	3	1
50	видит в них	1	1
51	именно то что	1	1
52	но вся эта	1	1
53	сами по себе	3	1
54	что все эти	1	1
55	не было бы	1	1
56	за пределы этого	1	1
57	с тем что	1	1
58	или хотя бы	1	1
59	ни в какой	1	1
60	на то что	6	1
61	совершенно не можем	1	1
62	можно найти в	1	1
63	и смысла и	1	1
64	то время как	2	1
65	не что иное	1	1
66	если бы мы	2	1
67	смысле этого слова	3	1
68	а также и	1	1
69	в дальнейшем будем	1	1
70	и в этом	3	1
71	событие в его	1	1
72	в мире в	2	1
73	не для того	3	1
74	которых мы можем	1	1
75	в том как	1	1
76	не даны в	1	1
77	и независимо от	1	1
78	в своем роде	1	1
79	и в свою	1	1
80	таким образом в	2	1
81	то что в	3	1
82	в нем нет	2	1
83	равно как и	1	1
84	в то время	2	1
85	лежащая в основе	1	1
86	и есть та	1	1
87	это и есть	3	1
88	ясно что в	1	1
89	и т д	2	1
90	то есть в	1	1
91	к выводу что	1	1
92	и в самом	2	1
93	оно может быть	1	1
94	и с точки	1	1
95	как мы уже	1	1
96	это как бы	1	1
97	к тому что	5	1
98	так относится к	1	1
99	быть не может	1	1
100	материала в его	1	1
101	бы не было	1	1
102	она не может	1	1
103	на этот вопрос	1	1
104	дело в том	1	1
105	автор как бы	1	1
