1	о том что	5	9
2	то же время	3	8
3	и т п	4	8
4	в то же	3	8
5	по отношению к	8	8
6	в том что	7	6
7	к тому что	1	4
8	и быть может	1	3
9	с точки зрения	3	3
10	тем не менее	4	3
11	в связи с	1	3
12	и т д	3	3
13	в этом отношении	1	3
14	и в самом	1	3
15	как и в	1	3
16	только в том	2	2
17	до сих пор	4	2
18	о том как	1	2
19	не может быть	5	2
20	столь же мало	1	2
21	что же касается	1	2
22	речь идет о	1	2
23	не в том	2	2
24	на то что	4	2
25	во второй половине	1	2
26	так или иначе	2	2
27	только потому что	2	2
28	то и другое	2	2
29	есть нечто большее	1	1
30	с той же	1	1
31	в том смысле	2	1
32	на первый взгляд	1	1
33	а тем более	1	1
34	не стало бы	1	1
35	того что у	1	1
36	тогда как в	1	1
37	не умеет выразить	1	1
38	одна и та	1	1
39	с самого начала	1	1
40	то что я	7	1
41	то же самое	4	1
42	и по отношению	2	1
43	друг от друга	1	1
44	сами по себе	2	1
45	но при этом	1	1
46	почти то же	1	1
47	и та же	1	1
48	относится и к	1	1
49	своей исходной точке	1	1
50	в свою очередь	1	1
51	т с не	1	1
52	как в произведении	1	1
53	в первый раз	1	1
54	в свое время	1	1
55	ничего общего с	1	1
56	заключает в себе	8	1
57	в таком же	1	1
58	а не другое	1	1
59	при этом мы	1	1
60	том случае если	1	1
61	если бы не	2	1
62	в данное время	1	1
63	а между тем	4	1
64	и другому в	1	1
65	того и другого	1	1
66	к своей исходной	1	1
67	как нам представляется	1	1
68	с одной стороны	1	1
69	на самом деле	3	1
70	же ошибочно как	1	1
71	в данном случае	2	1
72	а в том	2	1
73	и в этом	4	1
74	в том случае	3	1
75	как было сказано	1	1
76	что все эти	1	1
77	и то и	1	1
78	в таком случае	2	1
79	ответить на вопрос	1	1
80	во всяком случае	3	1
81	легко заметить что	1	1
82	мы не знаем	1	1
83	том и состоит	1	1
84	на наших глазах	1	1
85	в том и	2	1
86	тому и другому	1	1
87	потому что не	1	1
88	может быть только	1	1
89	с тем что	4	1
90	в это время	1	1
91	того что он	1	1
92	и быть не	1	1
93	на вопрос что	1	1
94	не глядя на	2	1
95	при всей своей	1	1
96	к тому чтобы	1	1
97	не в его	1	1
98	не только не	3	1
99	до известной степени	2	1
