N	3gram	Bakhtin_sl_1	FransuaR
1	то же время	12	6
2	в то же	12	6
3	как мы уже	2	5
4	до сих пор	2	4
5	но в то	4	4
6	большей или меньшей	4	3
7	в отличие от	1	3
8	а также и	1	3
9	в сущности только	1	3
10	и прежде всего	1	3
11	для того чтобы	1	3
12	в той или	9	2
13	в своей книге	1	2
14	но и в	1	2
15	в этом отношении	1	2
16	можно было бы	2	2
17	в значительной степени	1	2
18	одной и той	1	2
19	или меньшей степени	3	2
20	и не было	1	2
21	в большей или	3	2
22	и той же	1	2
23	не может быть	1	2
24	до наших дней	1	2
25	в данном случае	3	2
26	его отношение к	1	2
27	о том что	1	2
28	той или иной	9	2
29	можно сказать что	1	2
30	как и в	1	2
31	как мы видели	1	2
32	и в более	1	1
33	языка и стиля	1	1
34	и в сущности	2	1
35	все дело в	1	1
36	или во всяком	2	1
37	прежде всего в	1	1
38	дело в том	1	1
39	приведенные нами примеры	1	1
40	с одним из	1	1
41	имеем в виду	1	1
42	мы уже сказали	2	1
43	и так сказать	1	1
44	и в особенности	4	1
45	в этом случае	2	1
46	может быть только	2	1
47	в нем и	1	1
48	же время он	1	1
49	слово в романе	2	1
50	с точки зрения	8	1
51	и не может	2	1
52	которая могла бы	1	1
53	хотя бы и	3	1
54	бы то ни	1	1
55	и др и	2	1
56	точном смысле слова	1	1
57	или иной степени	9	1
58	и нуждается в	1	1
59	и с другой	1	1
60	и потому не	1	1
61	может быть и	1	1
62	с таким же	1	1
63	и в частности	1	1
64	имеет дело не	2	1
65	в особенности в	1	1
66	то есть свой	1	1
67	в первом случае	2	1
68	то ни было	1	1
69	дело не с	2	1
70	мир и на	1	1
71	несет на себе	1	1
72	и в этом	2	1
73	во всяком случае	5	1
74	ни с одним	1	1
75	в точном смысле	1	1
76	с другой стороны	4	1
77	мы все время	1	1
78	в свое время	1	1
79	что они не	1	1
80	во всем своем	1	1
81	во всех этих	1	1
82	узком смысле слова	1	1
83	свою жизнь в	1	1
84	эпоху не только	1	1
85	каждого из этих	1	1
86	в сущности и	1	1
87	в свою очередь	2	1
88	мы остановимся здесь	1	1
89	до конца ни	2	1
90	очень далек от	1	1
91	в одном из	1	1
92	в котором в	1	1
93	с самого начала	1	1
94	на мир и	1	1
95	всегда в той	2	1
96	в особенности на	2	1
97	эпохи и в	1	1
98	включает в себя	1	1
99	мы имеем в	1	1
100	как мы видим	1	1
101	у рабле очень	1	1
102	каждый из этих	1	1
103	в направлении к	1	1
104	и на почве	1	1
105	и следовательно в	2	1
106	мы видим что	1	1
107	в узком смысле	10	1
108	этим не исчерпывается	1	1
109	именно для того	1	1
110	тех или иных	1	1
111	язык и стиль	1	1
112	влияние на его	1	1
113	в том что	1	1
114	в последнем счете	1	1
115	века не было	1	1
116	и в другом	2	1
