N	2gram	Savitsky_E_1	FransuaR
1	и в	37	49
2	то есть	6	32
3	прежде всего	9	19
4	в его	2	18
5	и на	6	17
6	не только	18	17
7	и его	1	17
8	в этом	12	15
9	и не	14	15
10	в них	3	13
11	только в	9	13
12	но и	14	13
13	как и	7	11
14	как бы	6	11
15	в этой	2	10
16	вовсе не	6	10
17	в нем	1	9
18	для него	1	9
19	в xviii	1	9
20	то же	15	7
21	все же	1	7
22	все эти	1	7
23	таким образом	2	7
24	как мы	5	7
25	один из	1	7
26	не может	9	7
27	жизни и	2	7
28	именно в	4	6
29	во всех	6	6
30	в истории	2	6
31	с их	1	6
32	так и	10	6
33	и с	2	6
34	рядом с	1	6
35	точки зрения	23	6
36	в то	16	6
37	же время	14	6
38	то что	6	6
39	так как	7	6
40	сказать что	4	6
41	с точки	17	5
42	с его	1	5
43	но не	5	5
44	в своем	14	5
45	при этом	1	5
46	в эту	2	5
47	в своей	8	5
48	никогда не	3	5
49	тот же	1	5
50	уже в	1	5
51	в начале	1	5
52	может быть	6	5
53	относится к	1	5
54	и потому	5	5
55	и до	1	4
56	и к	3	4
57	но в	14	4
58	в себе	9	4
59	этот процесс	2	4
60	но все	1	4
61	лишь в	1	4
62	в жизни	1	4
63	в этих	2	4
64	и более	2	4
65	с ним	1	4
66	одна из	1	4
67	в области	11	4
68	с другой	7	4
69	и во	2	4
70	в известной	3	4
71	мы находим	1	4
72	а в	2	4
73	тем что	3	4
74	не было	1	4
75	там где	3	4
76	эту эпоху	1	4
77	и о	1	4
78	том что	6	4
79	в свое	1	4
80	в своих	2	4
81	значение в	1	4
82	как на	3	4
83	также и	7	3
84	связана с	1	3
85	в самом	4	3
86	своего развития	1	3
87	место в	3	3
88	почти все	1	3
89	и со	3	3
90	меньшей степени	2	3
91	точка зрения	2	3
92	но именно	2	3
93	всех этих	1	3
94	можно было	3	3
95	а затем	1	3
96	и других	2	3
97	было бы	8	3
98	из них	3	3
99	далеко не	2	3
100	несмотря на	4	3
101	мы видели	3	3
102	на земле	1	3
103	во всем	1	3
104	в одном	2	3
105	даже в	4	3
106	но они	1	3
107	и это	1	3
108	с ее	1	3
109	существенное значение	1	3
110	в ее	8	3
111	культуры и	2	3
112	и вообще	1	3
113	о том	3	3
114	в значительной	2	3
115	к нему	2	3
116	же в	2	3
117	большей или	1	3
118	мире и	1	3
119	с одной	8	3
120	не дает	3	3
121	этом отношении	3	3
122	или меньшей	1	3
123	что для	1	3
124	связь с	1	3
125	одной стороны	8	3
126	в течение	5	3
127	с полной	1	3
128	и все	2	3
129	в большей	1	3
130	в том	11	3
131	жизни в	3	3
132	другой стороны	2	3
133	как известно	1	2
134	до него	1	2
135	мы здесь	1	2
136	тех же	1	2
137	перед лицом	1	2
138	по преимуществу	2	2
139	но даже	4	2
140	в ней	4	2
141	литературы и	1	2
142	меньше чем	2	2
143	что люди	1	2
144	за пределы	1	2
145	дает нам	1	2
146	целый ряд	2	2
147	к числу	1	2
148	та же	1	2
149	таковы например	1	2
150	в нашем	1	2
151	думать что	8	2
152	на то	6	2
153	этой культуры	2	2
154	на его	1	2
155	и еще	2	2
156	значительной степени	1	2
157	в свет	1	2
158	в мире	2	2
159	в отношении	32	2
160	в их	11	2
161	было связано	1	2
162	мы должны	2	2
163	что в	21	2
164	вплоть до	1	2
165	мире в	1	2
166	того чтобы	6	2
167	связанное с	1	2
168	в самой	1	2
169	к ней	4	2
170	связи с	1	2
171	могут быть	2	2
172	свое значение	1	2
173	на основе	2	2
174	культуры но	2	2
175	в пределах	25	2
176	притом в	2	2
177	еще в	1	2
178	по сравнению	2	2
179	связанная с	1	2
180	одного из	1	2
181	можно сказать	4	2
182	во все	3	2
183	они являются	1	2
184	в ту	1	2
185	и следовательно	1	2
186	в формах	1	2
187	в новой	1	2
