N	2gram	Vinokur_St_1	Myslijsy
1	потому что	6	52
2	то есть	2	42
3	и в	44	39
4	может быть	15	27
5	в том	36	26
6	только в	10	25
7	не может	8	22
8	что в	30	22
9	не только	18	21
10	так как	5	21
11	а не	16	21
12	в нем	5	20
13	но и	10	20
14	и не	16	18
15	языка и	4	17
16	том что	29	16
17	так что	6	16
18	в этом	21	15
19	не в	12	15
20	если бы	9	14
21	по отношению	3	13
22	в себе	2	13
23	таким образом	7	13
24	так и	9	13
25	отношению к	3	13
26	было бы	17	12
27	есть только	2	11
28	и язык	1	11
29	точно так	1	11
30	мы не	2	10
31	как в	13	10
32	по себе	1	10
33	и что	4	10
34	а потому	2	10
35	то что	18	10
36	что не	3	10
37	и понимания	1	9
38	но в	10	9
39	как и	9	9
40	тогда когда	1	9
41	могут быть	5	9
42	для нас	7	9
43	там же	1	9
44	тем что	5	9
45	но не	3	8
46	в слове	5	8
47	точки зрения	11	8
48	в одном	1	8
49	того что	9	8
50	со стороны	6	8
51	вместе с	1	8
52	по его	2	7
53	в ней	3	7
54	в истории	3	7
55	с этим	3	7
56	это не	8	7
57	в этих	2	7
58	на язык	1	7
59	должны быть	3	7
60	себе представить	1	7
61	с другой	9	7
62	и т	30	6
63	то же	5	6
64	все же	8	6
65	бы не	2	6
66	при этом	2	6
67	и по	5	6
68	и наоборот	1	6
69	не менее	5	6
70	того как	1	6
71	тем не	2	6
72	что на	2	6
73	в каком	3	6
74	что и	6	6
75	еще не	3	6
76	как бы	4	6
77	в первом	2	5
78	то это	3	5
79	во всех	8	5
80	мысль что	1	5
81	то в	3	5
82	не имеют	1	5
83	с тем	1	5
84	несмотря на	2	5
85	не имеет	4	5
86	и его	8	5
87	что при	2	5
88	которые мы	1	5
89	язык и	1	5
90	между тем	3	5
91	во втором	4	5
92	в его	9	5
93	вовсе не	19	5
94	языка не	2	5
95	так же	5	5
96	и потому	2	5
97	но это	6	5
98	и для	3	5
99	а в	17	5
100	другой стороны	7	5
101	в таком	3	5
102	на деле	1	4
103	вопрос о	4	4
104	с но	1	4
105	бы ни	1	4
106	а только	1	4
107	из этих	6	4
108	т д	21	4
109	в каждом	3	4
110	этом смысле	1	4
111	и языка	6	4
112	том смысле	2	4
113	т п	9	4
114	тем самым	2	4
115	однако в	1	4
116	бы быть	1	4
117	в то	9	4
118	не по	3	4
119	никогда не	5	4
120	же время	4	4
121	и притом	1	4
122	не могут	1	4
123	к тому	1	4
124	бы в	1	4
125	то на	1	4
126	и других	1	4
127	для него	6	4
128	не было	4	4
129	и даже	5	4
130	прежде всего	7	4
131	притом не	1	4
132	там где	5	4
133	что мы	5	4
134	быть не	1	4
135	при таком	2	4
136	от того	1	4
137	в своих	2	4
138	а между	1	3
139	того же	3	3
140	должна быть	3	3
141	и то	5	3
142	столь же	4	3
143	очевидно что	1	3
144	что как	2	3
145	в своем	2	3
146	хотя и	1	3
147	что по	1	3
148	в самом	7	3
149	что это	4	3
150	думать что	2	3
151	он не	2	3
152	ни были	2	3
153	так например	7	3
154	то ни	1	3
155	что все	2	3
156	той же	5	3
157	и с	3	3
158	заключается в	4	3
159	и тем	3	3
160	в них	1	3
161	показывает что	1	3
162	в этой	11	3
163	во внимание	1	3
164	не так	1	3
165	и при	1	3
166	в своей	6	3
167	и без	3	3
168	с точки	8	3
169	о языке	1	3
170	тому что	3	3
171	она не	2	3
172	для того	10	3
173	и другое	1	3
174	на него	2	3
175	не могло	1	3
176	или же	2	3
177	в сознании	2	3
178	оно не	1	3
179	для себя	3	3
180	и это	2	3
181	но при	1	3
182	с самого	1	3
183	когда в	1	3
184	том как	4	3
185	и вообще	3	3
186	разница между	2	3
187	и во	2	3
188	в глазах	1	3
189	в другой	1	3
190	по мнению	3	3
191	но как	1	3
192	с одной	3	3
193	из которого	2	3
194	если мы	1	3
195	языка а	1	3
196	каким образом	1	3
197	языка но	1	3
198	одно из	2	3
199	и их	2	3
200	никто не	4	3
201	представить себе	1	3
202	могло бы	2	3
203	были бы	1	3
204	нужно было	2	3
205	с другим	1	3
206	что для	3	3
207	одной стороны	2	3
208	к которому	4	3
209	и от	1	3
210	о котором	2	3
211	то не	2	3
212	и все	2	3
213	по одной	1	3
214	хотя в	2	3
215	сказать что	7	3
216	по поводу	7	3
217	как на	1	3
218	во всяком	6	3
219	этого в	1	2
220	в применении	3	2
221	чтобы не	1	2
222	но тогда	1	2
223	и есть	1	2
224	тем же	3	2
225	если б	1	2
226	видеть в	1	2
227	их и	1	2
228	а как	2	2
229	в сущности	2	2
230	что до	2	2
231	проявляется в	1	2
232	его словам	1	2
233	бы то	1	2
234	не все	3	2
235	друг от	1	2
236	за пределы	2	2
237	что во	2	2
238	что именно	1	2
239	в течение	1	2
240	в одних	1	2
241	на память	1	2
242	мысль в	1	2
243	в которой	4	2
244	в целом	5	2
245	но без	1	2
246	бы только	1	2
247	во многих	3	2
248	на то	4	2
249	но на	2	2
250	не могла	2	2
251	по крайней	2	2
252	доходят до	1	2
253	он должен	2	2
254	как увидим	1	2
255	и более	2	2
256	но дело	1	2
257	с этой	3	2
258	но все	4	2
259	значительной степени	1	2
260	могла бы	1	2
261	что создание	1	2
262	на все	1	2
263	то все	1	2
264	мог бы	1	2
265	для них	1	2
266	о которых	1	2
267	чем в	3	2
268	в один	1	2
269	только тем	2	2
270	в г	3	2
271	но если	4	2
272	что такая	1	2
273	мы называем	1	2
274	слова в	1	2
275	несомненно что	1	2
276	но он	2	2
277	доказывает что	1	2
278	том и	1	2
279	том же	1	2
280	если и	1	2
281	дело в	6	2
282	того чтобы	11	2
283	вытекает из	2	2
284	в разных	1	2
