N	2gram	Propp_Isto_5	StatiiOP
1	и в	25	44
2	в том	6	36
3	и т	20	30
4	что в	8	30
5	том что	8	29
6	в этом	10	21
7	т д	18	21
8	вовсе не	2	19
9	не только	13	18
10	то что	7	18
11	было бы	1	17
12	о том	7	17
13	а в	3	17
14	а не	2	16
15	и не	11	16
16	может быть	17	15
17	т е	16	15
18	в данном	3	14
19	как в	6	13
20	не в	6	12
21	самом деле	2	11
22	в этой	3	11
23	того чтобы	3	11
24	я думаю	1	11
25	точки зрения	2	11
26	но в	1	10
27	ясно что	5	10
28	для того	3	10
29	что он	22	10
30	только в	7	10
31	но и	13	10
32	также и	1	9
33	как и	7	9
34	в то	3	9
35	если бы	2	9
36	того что	2	9
37	в его	12	9
38	с другой	9	9
39	например в	5	8
40	во всех	2	8
41	все же	10	8
42	это не	6	8
43	из них	2	8
44	с точки	1	8
45	и его	9	8
46	не может	6	8
47	я не	1	7
48	что они	1	7
49	в самом	1	7
50	так например	2	7
51	таким образом	9	7
52	другой стороны	8	7
53	для нас	5	7
54	до сих	2	7
55	прежде всего	6	7
56	сих пор	2	7
57	сказать что	2	7
58	на самом	1	6
59	со стороны	2	6
60	в своей	2	6
61	потому что	7	6
62	данном случае	2	6
63	что и	6	6
64	всяком случае	1	6
65	так что	2	6
66	для него	1	6
67	но это	7	6
68	хотя бы	1	6
69	во всяком	1	6
70	вряд ли	1	5
71	то же	4	5
72	той же	1	5
73	в целом	3	5
74	все эти	8	5
75	в нем	7	5
76	и по	2	5
77	такой же	2	5
78	в котором	1	5
79	в которых	3	5
80	не менее	4	5
81	никогда не	3	5
82	могут быть	6	5
83	думаю что	1	5
84	так как	11	5
85	тем что	10	5
86	и даже	1	5
87	там где	6	5
88	что мы	2	5
89	все это	4	5
90	не при	1	5
91	совершенно не	2	5
92	жизни и	2	5
93	так же	5	5
94	как это	1	4
95	в которой	4	4
96	вопрос о	2	4
97	что это	5	4
98	на то	2	4
99	что она	1	4
100	но все	5	4
101	но если	1	4
102	том как	2	4
103	и сейчас	1	4
104	представление о	17	4
105	дело не	1	4
106	не имеет	1	4
107	же время	1	4
108	как будто	1	4
109	в ее	4	4
110	что у	4	4
111	на вопрос	1	4
112	и что	8	4
113	во втором	1	4
114	в качестве	7	4
115	же и	1	4
116	никто не	3	4
117	не было	1	4
118	даже не	1	4
119	в частности	7	4
120	как бы	2	4
121	же как	4	3
122	того же	2	3
123	тем же	1	3
124	должна быть	1	3
125	то это	3	3
126	в ней	5	3
127	еще не	8	3
128	из двух	2	3
129	но не	5	3
130	ответ на	1	3
131	по отношению	2	3
132	к сожалению	1	3
133	и я	1	3
134	в истории	4	3
135	с этим	5	3
136	как к	1	3
137	что касается	1	3
138	говорит что	1	3
